Query,NR,PM,TM
2_1_1_0,6311960,2051624,77325160
2_1_1_1,0,0,46865200
2_1_1_2,557224,0,-12306896
2_1_1_3,0,0,85074448
2_1_1_4,0,0,-92338016
2_1_1_5,0,331320,67367944
2_1_1_6,0,0,-92327344
2_1_1_7,0,0,75305056
2_1_1_8,0,0,24109632
2_1_1_9,0,0,-92324056
2_1_3_0,0,86888,83276640
2_1_3_1,0,0,51146232
2_1_3_2,0,0,-148438488
2_1_3_3,0,0,45812104
2_1_3_4,0,3544032,25545248
2_1_3_5,0,0,135590440
2_1_3_6,0,3743320,-240222912
2_1_3_7,0,0,50525856
2_1_3_8,0,0,237730280
2_1_3_9,0,0,-159710584
2_1_5_0,0,0,26119152
2_1_5_1,0,0,-143541376
2_1_5_2,0,26840,202813136
2_1_5_3,0,15528,-81913920
2_1_5_4,0,0,78375976
2_1_5_5,0,0,-86415680
2_1_5_6,0,0,196287328
2_1_5_7,0,0,-257652152
2_1_5_8,0,0,150220384
2_1_5_9,0,4361736,-94337712
2_2_1_0,0,0,94555872
2_2_1_1,0,0,-90592072
2_2_1_2,0,0,109039920
2_2_1_3,0,0,-75467008
2_2_1_4,0,0,194493432
2_2_1_5,0,0,-330072040
2_2_1_6,0,0,323007512
2_2_1_7,0,0,-247086888
2_2_1_8,0,0,206808048
2_2_1_9,0,0,-181307200
2_2_3_0,0,0,188121752
2_2_3_1,0,0,139380520
2_2_3_2,0,0,-302794360
2_2_3_3,0,0,187268184
2_2_3_4,0,0,-15620200
2_2_3_5,0,0,-302821976
2_2_3_6,0,0,197693184
2_2_3_7,0,0,205495064
2_2_3_8,0,0,-250982568
2_2_3_9,0,0,128090056
2_2_5_0,0,0,39800792
2_2_5_1,4770856,0,-248221352
2_2_5_2,0,0,227697792
2_2_5_3,0,0,98583224
2_2_5_4,0,0,-275334280
2_2_5_5,0,0,159562024
2_2_5_6,0,0,199660120
2_2_5_7,0,0,-502001008
2_2_5_8,0,0,167856400
2_2_5_9,0,0,348895480
2_3_1_0,0,0,-363730240
2_3_1_1,0,0,114986832
2_3_1_2,0,0,222337064
2_3_1_3,0,0,-511123136
2_3_1_4,0,0,175782328
2_3_1_5,0,0,176045288
2_3_1_6,0,0,-145894024
2_3_1_7,0,0,124622632
2_3_1_8,0,0,30854552
2_3_1_9,0,0,227129032
2_3_3_0,0,0,-439358344
2_3_3_1,0,0,206204056
2_3_3_2,0,0,-28461224
2_3_3_3,0,0,179949184
2_3_3_4,0,0,-482043072
2_3_3_5,0,0,328373408
2_3_3_6,0,0,78771960
2_3_3_7,0,0,191097184
2_3_3_8,0,0,-491341120
2_3_3_9,0,0,161409480
2_3_5_0,0,0,124634456
2_3_5_1,0,4751288,155801616
2_3_5_2,0,0,-477678544
2_3_5_3,0,0,119784608
2_3_5_4,0,0,241975088
2_3_5_5,0,0,144446480
2_3_5_6,0,0,-520016912
2_3_5_7,0,0,155578456
2_3_5_8,0,0,181109272
2_3_5_9,0,0,109784968
3_1_1_0,4734824,0,-409736152
3_1_1_1,0,0,162995936
3_1_1_2,0,0,120535488
3_1_1_3,0,0,161222824
3_1_1_4,0,0,-482534984
3_1_1_5,0,0,124513992
3_1_1_6,0,0,233270400
3_1_1_7,0,0,139810280
3_1_1_8,0,0,-510168200
3_1_1_9,0,0,145255512
3_1_3_0,0,0,196136576
3_1_3_1,0,5064496,104005880
3_1_3_2,0,0,-385705760
3_1_3_3,0,0,197582048
3_1_3_4,0,0,-18880008
3_1_3_5,0,0,179756608
3_1_3_6,0,0,-489655272
3_1_3_7,0,0,341116576
3_1_3_8,0,0,124391192
3_1_3_9,0,0,18788352
3_1_5_0,0,0,-431563104
3_1_5_1,0,0,258847840
3_1_5_2,0,0,186082632
3_1_5_3,0,0,-28394328
3_1_5_4,0,0,-478039680
3_1_5_5,0,0,172126176
3_1_5_6,0,0,354045488
3_1_5_7,0,0,124622240
3_1_5_8,0,0,-623916040
3_1_5_9,0,0,226299712
3_2_1_0,2088,0,210110216
3_2_1_1,0,0,205967784
3_2_1_2,0,0,-669135720
3_2_1_3,0,4173264,163985216
3_2_1_4,2088,0,146592528
