Query,NR,PM,TM
2_1_1_0,0,0,496005968
2_1_1_1,0,0,-19959616
2_1_1_2,0,0,-15109184
2_1_1_3,1682064,0,-64712
2_1_1_4,0,0,-5005928
2_1_1_5,0,0,-5034872
2_1_1_6,0,0,-3361872
2_1_1_7,1676328,0,3345744
2_1_1_8,0,0,-5016296
2_1_1_9,0,0,1669520
2_1_3_0,0,0,77234176
2_1_3_1,0,0,-53662520
2_1_3_2,0,0,-8430880
2_1_3_3,0,0,3281720
2_1_3_4,0,0,10026128
2_1_3_5,0,0,-1601392
2_1_3_6,0,0,-13370432
2_1_3_7,0,0,-1726952
2_1_3_8,0,0,-1683960
2_1_3_9,0,0,70669168
2_1_5_0,0,-703786552,695124504
2_1_5_1,0,0,-5105920
2_1_5_2,0,0,-8278144
2_1_5_3,0,0,-23337096
2_1_5_4,1681576,0,-190272
2_1_5_5,0,0,2112
2_1_5_6,0,0,1816
2_1_5_7,0,0,-14957224
2_1_5_8,0,0,6568200
2_1_5_9,0,0,-21894912
2_2_1_0,0,0,3507664
2_2_1_1,0,0,-11727680
2_2_1_2,0,0,70638848
2_2_1_3,0,0,-11979992
2_2_1_4,0,0,-31779728
2_2_1_5,0,0,1588992
2_2_1_6,0,0,-15365832
2_2_1_7,0,1645736,8668536
2_2_1_8,0,0,-1620552
2_2_1_9,0,0,6635384
2_2_3_0,0,0,3400184
2_2_3_1,0,0,4998352
2_2_3_2,0,0,-14964880
2_2_3_3,0,1680456,4902632
2_2_3_4,0,1672888,1712344
2_2_3_5,0,0,4989680
2_2_3_6,0,0,-13293624
2_2_3_7,1679464,0,-10074312
2_2_3_8,0,0,1624160
2_2_3_9,0,0,11684224
2_2_5_0,0,1672872,-28471208
2_2_5_1,0,0,67888
2_2_5_2,0,0,5007936
2_2_5_3,0,1673472,72341856
2_2_5_4,0,0,-5374512
2_2_5_5,0,0,-3366552
2_2_5_6,0,0,-5019720
2_2_5_7,0,0,-16561064
2_2_5_8,0,1678904,-20206496
2_2_5_9,0,1676232,24645688
2_3_1_0,0,0,-7936632
2_3_1_1,0,0,-16760400
2_3_1_2,0,1674584,-9992824
2_3_1_3,0,0,-5023760
2_3_1_4,0,0,-8380752
2_3_1_5,0,0,9969032
2_3_1_6,0,0,5037016
2_3_1_7,0,0,6688832
2_3_1_8,0,0,1032
2_3_1_9,0,0,4248
2_3_3_0,0,0,-14935000
2_3_3_1,1680464,0,-6756448
2_3_3_2,0,1678376,9970344
2_3_3_3,0,1672904,6704104
2_3_3_4,0,1673680,-1661408
2_3_3_5,0,1673912,-4981328
2_3_3_6,0,0,1630296
2_3_3_7,0,1673672,-8303696
2_3_3_8,0,0,6623712
2_3_3_9,0,1673728,-14967976
2_3_5_0,0,0,-6681280
2_3_5_1,0,1680056,9949400
2_3_5_2,0,1672872,-30182360
2_3_5_3,0,1652472,75740584
2_3_5_4,0,1675120,-10262776
2_3_5_5,0,0,-3478176
2_3_5_6,0,1673392,-18207736
2_3_5_7,0,0,-13599152
2_3_5_8,0,1673752,-8310384
2_3_5_9,0,1676104,3297920
3_1_1_0,0,0,-15066480
3_1_1_1,0,0,-11728240
3_1_1_2,0,0,-6731776
3_1_1_3,0,0,4995072
3_1_1_4,0,0,-6672136
3_1_1_5,0,0,1657736
3_1_1_6,0,0,68991528
3_1_1_7,0,1681744,-10342688
3_1_1_8,0,0,-5038920
3_1_1_9,0,1675336,-6746496
3_1_3_0,0,0,-5017712
3_1_3_1,0,0,-15029064
3_1_3_2,0,0,1639472
3_1_3_3,0,0,2584
3_1_3_4,0,0,-21368
3_1_3_5,0,0,20352
3_1_3_6,0,0,-3848
3_1_3_7,0,0,-2024
3_1_3_8,0,0,5184
3_1_3_9,0,0,-4616
3_1_5_0,0,0,-14942712
3_1_5_1,0,1680704,4894728
3_1_5_2,0,1672872,1700952
3_1_5_3,0,1674360,3332288
3_1_5_4,0,1673936,-9963528
3_1_5_5,0,0,-3363120
3_1_5_6,0,0,-3352448
3_1_5_7,0,0,6622864
3_1_5_8,0,1672952,-3275552
3_1_5_9,0,1676704,-3354120
3_2_1_0,0,1676712,27999880
3_2_1_1,0,0,-19654488
3_2_1_2,0,0,1632352
3_2_1_3,0,0,616
3_2_1_4,0,0,-6728
3_2_1_5,0,0,6824
3_2_1_6,0,0,248
3_2_1_7,0,0,304
3_2_1_8,0,0,-4280
3_2_1_9,0,0,-96
3_2_3_0,0,0,3350680
3_2_3_1,0,0,-18291584
3_2_3_2,0,1680672,4904448
3_2_3_3,0,1672960,6707168
3_2_3_4,0,1673736,19735672
3_2_3_5,0,0,-31348112
3_2_3_6,0,1679568,4908960
3_2_3_7,0,0,3344768
3_2_3_8,0,1673776,-8296736
3_2_3_9,0,0,6629680
3_2_5_0,1673576,0,-8266568
3_2_5_1,0,1677240,6623392
3_2_5_2,0,1673608,-1674360
3_2_5_3,0,1673624,-16638272
3_2_5_4,0,1680400,-3412216
3_2_5_5,0,1676808,-1670104
3_2_5_6,0,1677512,6621880
3_2_5_7,0,0,8378336
3_2_5_8,0,0,-8308480
3_2_5_9,0,1676288,4959128
3_3_1_0,0,0,-1696120
3_3_1_1,0,0,-11416
3_3_1_2,0,0,-16640928
3_3_1_3,0,1681200,6577408
3_3_1_4,0,1672896,43408
3_3_1_5,0,0,4993576
3_3_1_6,0,1673656,-4998176
3_3_1_7,0,1675104,1648208
3_3_1_8,0,1673768,-9963808
3_3_1_9,0,0,-8368288
3_3_3_0,0,1679600,6622448
