Query,NR,PM,TM
2_1_1_0,6269968,2037992,78540864
2_1_1_1,0,486680,45923544
2_1_1_2,0,0,6409888
2_1_1_3,0,316344,74313296
2_1_1_4,3544024,0,-102971128
2_1_1_5,0,0,60028208
2_1_1_6,0,0,-123836184
2_1_1_7,0,0,74442088
2_1_1_8,0,0,66560192
2_1_1_9,0,0,8543448
2_1_3_0,0,91520,13446296
2_1_3_1,0,0,-99548872
2_1_3_2,0,0,53479592
2_1_3_3,0,3543976,-100331392
2_1_3_4,0,0,183816536
2_1_3_5,0,0,-136687280
2_1_3_6,0,36720,233016280
2_1_3_7,0,0,-238475664
2_1_3_8,4105720,27544,280892768
2_1_3_9,0,0,-150418352
2_1_5_0,0,0,-24125640
2_1_5_1,0,0,-147634048
2_1_5_2,0,4054536,160323848
2_1_5_3,0,0,14450808
2_1_5_4,0,0,-1118488
2_1_5_5,0,0,-98963352
2_1_5_6,0,3690760,152612136
2_1_5_7,0,0,-79560264
2_1_5_8,0,0,107312192
2_1_5_9,0,0,-287101560
2_2_1_0,0,0,191348640
2_2_1_1,0,0,-158564688
2_2_1_2,0,0,190431552
2_2_1_3,0,0,-110151208
2_2_1_4,0,0,222898392
2_2_1_5,0,0,-230142944
2_2_1_6,0,0,213320856
2_2_1_7,0,0,-163501864
2_2_1_8,0,0,186920152
2_2_1_9,0,0,-154212784
2_2_3_0,0,0,145426080
2_2_3_1,0,0,-158313760
2_2_3_2,0,0,160565448
2_2_3_3,0,4204632,152863320
2_2_3_4,0,0,-435614936
2_2_3_5,0,0,205908584
2_2_3_6,0,0,224663824
2_2_3_7,0,0,-325605320
2_2_3_8,0,0,182517176
2_2_3_9,0,0,176279752
2_2_5_0,0,0,-509261504
2_2_5_1,0,0,175633464
2_2_5_2,0,0,340746456
2_2_5_3,0,4372576,-379023360
2_2_5_4,0,0,15858792
2_2_5_5,0,0,210668192
2_2_5_6,0,4120760,-203661192
2_2_5_7,0,0,42705272
2_2_5_8,0,0,226360968
2_2_5_9,0,0,-310229888
2_3_1_0,0,0,169771144
2_3_1_1,0,0,116397784
2_3_1_2,0,4666040,-337631480
2_3_1_3,0,0,171069328
2_3_1_4,0,0,119655104
2_3_1_5,0,0,-246331496
2_3_1_6,0,0,154966632
2_3_1_7,0,0,121053312
2_3_1_8,0,0,-330846904
2_3_1_9,0,0,177849936
2_3_3_0,0,5012056,109240048
2_3_3_1,0,0,267833304
2_3_3_2,0,0,-460883352
2_3_3_3,0,0,-22246752
2_3_3_4,0,0,171293032
2_3_3_5,0,0,176123112
2_3_3_6,0,0,-494484344
2_3_3_7,0,4153104,349352976
2_3_3_8,0,0,128054016
2_3_3_9,0,4379344,96163640
2_3_5_0,0,0,-457530352
2_3_5_1,0,4529936,157446816
2_3_5_2,0,0,170255808
2_3_5_3,0,0,116395944
2_3_5_4,0,4676536,-501070632
2_3_5_5,0,0,175597736
2_3_5_6,0,0,115291032
2_3_5_7,0,0,244521896
2_3_5_8,0,4728960,-500769592
2_3_5_9,0,0,116283896
3_1_1_0,0,0,160784408
3_1_1_1,0,0,177481936
3_1_1_2,0,0,-539575664
3_1_1_3,0,0,260328048
3_1_1_4,0,0,175972672
3_1_1_5,0,0,135662968
3_1_1_6,0,0,-483148688
3_1_1_7,0,0,125672896
3_1_1_8,0,0,152943144
3_1_1_9,0,0,175528704
3_1_3_0,0,0,-533625152
3_1_3_1,0,0,236233768
3_1_3_2,0,0,149202648
3_1_3_3,0,0,129887352
3_1_3_4,0,4749960,-507576920
3_1_3_5,0,4582144,187099504
3_1_3_6,0,0,104451128
3_1_3_7,0,0,286693840
3_1_3_8,0,0,-650878144
3_1_3_9,0,0,225898936
3_1_5_0,0,0,268157464
3_1_5_1,0,0,184887128
3_1_5_2,0,4414360,-668914848
3_1_5_3,0,0,163919392
3_1_5_4,0,0,155163544
3_1_5_5,0,0,155290568
3_1_5_6,0,0,-289366352
3_1_5_7,0,0,147317648
3_1_5_8,0,4299272,139620032
3_1_5_9,0,0,109951056
3_2_1_0,2088,0,-443312088
3_2_1_1,0,0,142495896
3_2_1_2,0,0,183191304
3_2_1_3,0,0,130280760
3_2_1_4,2088,0,-478278144
3_2_1_5,0,0,121299472
3_2_1_6,0,0,157374152
3_2_1_7,0,0,176026248
3_2_1_8,0,0,-538854784
3_2_1_9,0,0,244765056
3_2_3_0,0,0,157913904
3_2_3_1,0,0,121242264
3_2_3_2,0,0,-493848456
3_2_3_3,0,0,172900472
3_2_3_4,0,0,119037080
3_2_3_5,0,0,256765248
3_2_3_6,0,4655528,-482676216
3_2_3_7,0,0,130953704
3_2_3_8,0,4603192,166386456
3_2_3_9,0,0,120808048
3_2_5_0,0,0,-488668728
3_2_5_1,0,0,167794928
3_2_5_2,0,0,119356616
3_2_5_3,0,0,245556584
3_2_5_4,0,0,-496050016
3_2_5_5,0,0,121241536
3_2_5_6,0,0,159706784
3_2_5_7,0,0,172991072
3_2_5_8,0,4991088,-539810912
3_2_5_9,0,0,261309880
3_3_1_0,0,0,175333672
3_3_1_1,0,0,131037216
3_3_1_2,0,0,-483319904
3_3_1_3,0,0,121516504
3_3_1_4,0,0,157170528
3_3_1_5,0,0,176035880
3_3_1_6,0,0,-538747432
3_3_1_7,0,0,248622112
3_3_1_8,0,0,162268392
3_3_1_9,0,0,121290192
3_3_3_0,0,0,-496108184
3_3_3_1,0,0,175797768
3_3_3_2,0,0,115144368
3_3_3_3,0,0,244952624
3_3_3_4,0,0,-496029464
3_3_3_5,0,0,116468032
3_3_3_6,4718448,0,159737120
3_3_3_7,0,0,172982992
3_3_3_8,0,0,-534877216
3_3_3_9,0,0,257761568
3_3_5_0,0,0,171202264
3_3_5_1,0,0,130646288
3_3_5_2,0,4624104,-491995304
3_3_5_3,0,4571728,125906256
3_3_5_4,0,0,155403496
3_3_5_5,0,0,181957688
3_3_5_6,0,4991728,-544377640
3_3_5_7,0,0,260790176
3_3_5_8,0,0,179860808
3_3_5_9,0,0,135865552
