Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,17,798713,22678100,62766500,3722091200,0
2_1_1_1,17,809463,15360300,161720100,3147386700,0
2_1_1_2,17,799063,15725500,173595300,3285860900,0
2_1_1_3,17,797493,14402200,179501000,3098771400,0
2_1_1_4,17,796127,10268400,163941400,3070805700,0
2_1_1_5,17,799135,17225500,154236900,3376185200,0
2_1_1_6,13,890251,15718200,161360000,3192819000,0
2_1_1_7,17,829361,15164300,137459200,3068811400,0
2_1_1_8,17,818891,16379700,55244000,3094240300,0
2_1_1_9,15,871813,17909000,34861500,3131248900,471
2_1_3_0,25,800741,13219600,98530200,3239989500,0
2_1_3_1,23,843073,18058700,97540400,3107747900,0
2_1_3_2,23,797629,14726800,90713300,3067314200,0
2_1_3_3,21,796293,15286400,92981500,2990504800,0
2_1_3_4,23,1103725,11783200,28819000,3116171800,0
2_1_3_5,25,819985,10704200,36505600,2817404700,0
2_1_3_6,25,1103337,19135700,33042000,3080946400,0
2_1_3_7,21,798711,11309400,34071600,2764660400,0
2_1_3_8,21,796173,13512500,29543900,2994544500,0
2_1_3_9,23,858145,13394600,39815900,2864596000,0
2_1_5_0,31,796293,10250600,32338000,3098791900,0
2_1_5_1,31,909503,9314700,39149200,2938090800,0
2_1_5_2,33,796129,11998000,32944800,3096594400,0
2_1_5_3,33,855685,11613600,46059600,2889146600,0
2_1_5_4,29,809567,14242300,23311500,3100292600,0
2_1_5_5,31,796133,13241200,26817400,2863452900,0
2_1_5_6,33,809199,10387400,38004600,3092091100,0
2_1_5_7,33,796789,10638200,32823500,3232114100,0
2_1_5_8,31,796877,9451300,23858800,3121690700,0
2_1_5_9,29,819985,12233300,20309400,2887375200,0
2_2_1_0,31,1875825,32677100,68741200,3117553700,0
2_2_1_1,31,1859145,14450600,46825300,2850955400,0
2_2_1_2,23,1896734,7101500,13888400,3080537300,5587
2_2_1_3,31,1862593,7183800,17794200,2881486500,0
2_2_1_4,31,1863281,9259600,18340600,3151659600,0
2_2_1_5,31,2497729,16488900,20226800,3061237600,0
2_2_1_6,31,1860951,14515000,33420700,3104675000,0
2_2_1_7,31,1860053,12905100,28141200,2988604800,0
2_2_1_8,31,1861193,11069700,37690700,3125882500,0
2_2_1_9,31,1857721,12652300,16704100,2821515200,0
2_2_3_0,43,1861399,12718400,40466200,3136866500,0
2_2_3_1,41,1903415,13584300,93592700,2967682500,0
2_2_3_2,41,2229763,13924300,39872400,3367326000,0
2_2_3_3,45,1890851,14614800,109136200,3184794500,0
2_2_3_4,45,1888401,9474700,46094600,2906325900,0
2_2_3_5,39,1938455,19172600,52560600,3100621400,0
2_2_3_6,43,1995665,13254000,46720800,2884084500,0
2_2_3_7,41,1857633,8735100,58910000,2815795100,0
2_2_3_8,41,1897463,11639600,27295300,3203679900,0
2_2_3_9,41,1891531,8123600,26470600,2899167100,0
2_2_5_0,63,1902343,15542200,58420200,3014785200,0
2_2_5_1,59,2185881,13252200,72687800,3380630200,0
2_2_5_2,59,1857721,8620700,50152600,2983627600,0
2_2_5_3,61,1862957,12707200,45853000,3020190500,0
