Query,DS,FQA,PT,TT,RT,NR
0,51,473164,44346200,392900,6265679000,0
1,37,140313,41022100,367700,7044014600,0
2,64,293058,38146200,471700,6737018800,0
3,33,105475,29428800,351500,6540702400,0
4,57,1721056,40611600,632200,7212652500,325
5,38,705937,36004500,429300,7074897200,0
6,52,1114794,37657100,365100,7153610700,0
7,37,1107700,44088900,434200,7309432000,1300
8,42,418241,48559500,653500,6824213000,0
9,72,348702,38821500,461500,6302503700,0
10,55,668001,42937900,542300,7285709300,0
11,34,2683763,47327000,382900,7577735600,0
12,32,1143855,31795800,347900,7035484300,0
13,32,934977,48093900,352800,6930050600,0
14,51,1641686,43419700,392300,6829709100,0
15,35,1236103,37577100,352800,6956500500,0
16,37,5517729,38210600,414700,7632488200,44810
17,103,1253181,34558200,991300,6960231100,0
18,38,438383,46156100,268300,6600259300,0
19,59,1852493,41913100,570400,7326835300,0
20,40,1034342,45552000,336100,7181185600,0
21,45,193377,36054400,358800,6340557100,0
22,39,83860,42256700,317000,6588517100,0
23,57,10706948,38050400,473100,9904149100,10660
24,45,467498,26112800,593500,6504212800,0
25,52,129786,43220100,483200,6204008700,0
26,57,1319677,43392900,715800,7411343900,171
27,40,436346,28418600,378300,6526959600,0
28,37,128628,39072700,383600,6731988500,0
29,30,5110324,34086400,387200,7750765000,5796
30,27,82482,26662000,292800,6350576200,0
31,41,1428954,46201000,417000,7329817300,0
32,28,2059076,35263800,324400,7355934200,28359
33,53,51905,37287200,418900,6350089200,0
34,27,127519,35355600,253500,6694613200,0
35,41,232568,45507200,424900,6834269200,6459
36,49,789956,37040400,471600,6815511200,0
37,45,1100730,37578000,459200,7078521400,114
38,22,678546,31125800,235000,7170883500,1
39,32,709048,40141700,352900,6767097900,0
40,72,2008958,40699900,801900,7337577000,0
41,74,7381165,44702500,650900,8124724900,0
42,29,1018408,28058400,280400,6898926600,0
43,45,615790,40095800,366900,6986259100,0
44,49,152293,38669900,458200,6821618900,0
45,52,106232,39314300,341500,6310607100,0
46,46,128778,47527600,435800,6863463000,0
47,34,867928,37924800,286900,7034966900,0
48,66,400001,33792700,418200,6668158500,0
49,50,2733377,45584800,512600,7758436900,43797
