Query,NR,PM,TM
2_1_1_0,0,3544168,328762128
2_1_1_1,0,0,143499560
2_1_1_2,0,0,-113175400
2_1_1_3,0,0,-35258648
2_1_1_4,0,0,-13457064
2_1_1_5,0,0,1623328
2_1_1_6,0,0,3335776
2_1_1_7,0,0,-1645296
2_1_1_8,0,0,3333376
2_1_1_9,0,0,-10025408
2_1_3_0,0,0,1664376
2_1_3_1,0,0,72324752
2_1_3_2,0,0,-20198832
2_1_3_3,0,0,-31947536
2_1_3_4,0,0,-13415296
2_1_3_5,0,0,-1726896
2_1_3_6,0,0,-11725184
2_1_3_7,0,0,19972800
2_1_3_8,0,0,8448016
2_1_3_9,0,1672904,45016
2_1_5_0,0,1675152,5006064
2_1_5_1,0,0,-14964856
2_1_5_2,0,1680432,4900944
2_1_5_3,0,1672904,1715096
2_1_5_4,0,0,4991248
2_1_5_5,0,0,-14962528
2_1_5_6,0,1680408,4902784
2_1_5_7,0,1673136,26455744
2_1_5_8,0,0,-18064048
2_1_5_9,0,1673992,-6674032
2_2_1_0,0,1675256,1639936
2_2_1_1,0,0,976
2_2_1_2,0,0,-9128
2_2_1_3,0,0,6872
2_2_1_4,0,0,-14963688
2_2_1_5,0,0,6578936
2_2_1_6,0,0,5036672
2_2_1_7,0,0,3350872
2_2_1_8,0,0,-14966056
2_2_1_9,0,1680456,4897272
2_2_3_0,0,1672944,-4928648
2_2_3_1,0,0,6608096
2_2_3_2,0,0,3370736
2_2_3_3,0,1673720,-14960624
2_2_3_4,0,0,-5061952
2_2_3_5,0,0,9959984
2_2_3_6,0,1672904,6724840
2_2_3_7,0,1673720,-5002264
2_2_3_8,0,0,1645048
2_2_3_9,0,1673712,-19992
2_2_5_0,0,1673288,1671880
2_2_5_1,0,1671768,-8295632
2_2_5_2,0,0,1645512
2_2_5_3,0,0,-14957408
2_2_5_4,0,1680024,-10085408
2_2_5_5,0,1680120,11627616
2_2_5_6,0,0,8384976
2_2_5_7,0,0,-13299728
2_2_5_8,0,1679336,47547000
2_2_5_9,0,0,-9008040
2_3_1_0,0,1677176,-8460192
2_3_1_1,0,0,-3423088
2_3_1_2,1673888,0,-28360328
2_3_1_3,0,0,-13403840
2_3_1_4,0,1681448,11606456
2_3_1_5,0,1673168,3370720
2_3_1_6,0,0,3343384
2_3_1_7,0,1673680,-1684680
2_3_1_8,0,0,-11617488
2_3_1_9,0,0,-11740520
2_3_3_0,0,1680728,-10053880
2_3_3_1,0,0,73923416
2_3_3_2,0,0,-20141376
2_3_3_3,0,0,-28657880
2_3_3_4,0,0,4959200
2_3_3_5,0,0,-6632672
2_3_3_6,0,1676464,4961536
2_3_3_7,0,0,-8307592
2_3_3_8,0,1677056,4946784
2_3_3_9,0,0,-11615584
2_3_5_0,0,1678760,-5015856
2_3_5_1,0,1677944,6606816
2_3_5_2,0,1673032,3358664
2_3_5_3,0,1673512,-13307336
2_3_5_4,0,1678888,37813624
2_3_5_5,0,1659432,3845824
2_3_5_6,0,1671296,-18079408
2_3_5_7,0,1679816,-225896
2_3_5_8,0,1673592,-1674640
2_3_5_9,0,1673904,-1665664
3_1_1_0,0,0,-1750784
3_1_1_1,0,0,-9998224
3_1_1_2,0,0,-10057328
3_1_1_3,0,0,1637200
3_1_1_4,0,0,-1576
3_1_1_5,0,0,-784
3_1_1_6,0,0,-208
3_1_1_7,0,0,29485824
3_1_1_8,0,0,-12586040
3_1_1_9,0,0,-15218968
3_1_3_0,0,0,-18302448
3_1_3_1,0,0,8245800
3_1_3_2,0,0,-13285824
3_1_3_3,0,1681744,-3413512
3_1_3_4,0,0,-6691456
3_1_3_5,0,0,-1693488
3_1_3_6,0,0,-5030336
3_1_3_7,0,0,78859360
3_1_3_8,0,0,-16734936
3_1_3_9,0,0,-5209072
3_1_5_0,0,0,-3330104
3_1_5_1,1673816,0,-14963704
3_1_5_2,0,1677848,-18434152
3_1_5_3,0,1679328,3247120
3_1_5_4,0,0,6698096
3_1_5_5,0,1673712,-1669544
3_1_5_6,0,0,-16642584
3_1_5_7,0,0,54082016
3_1_5_8,0,0,-15446704
3_1_5_9,0,1680552,-6939536
3_2_1_0,0,1673864,-35052824
3_2_1_1,0,1681456,4884072
3_2_1_2,0,0,-9944296
3_2_1_3,0,1680176,8265736
3_2_1_4,0,0,-9949224
3_2_1_5,0,0,9947944
3_2_1_6,0,0,-9943560
3_2_1_7,0,1680168,8264552
