Query,NR,PM,TM
2_1_1_0,0,0,-163836728
2_1_1_1,0,0,92300328
2_1_1_2,0,0,68179768
2_1_1_3,0,0,-23347664
2_1_1_4,0,0,-48877992
2_1_1_5,0,0,-984544
2_1_1_6,0,0,-59994360
2_1_1_7,0,0,-23462840
2_1_1_8,0,0,129009040
2_1_1_9,0,0,-123316456
2_1_3_0,0,0,118197088
2_1_3_1,0,0,-8348624
2_1_3_2,0,0,-55547888
2_1_3_3,0,0,-45771952
2_1_3_4,0,0,120760016
2_1_3_5,0,0,1888640
2_1_3_6,0,0,-75767824
2_1_3_7,0,0,-71731224
2_1_3_8,0,0,129114048
2_1_3_9,0,0,-112807816
2_1_5_0,0,0,77930096
2_1_5_1,0,0,-81817216
2_1_5_2,0,0,66586888
2_1_5_3,2088,0,21815192
2_1_5_4,0,0,-52407344
2_1_5_5,0,0,-51907520
2_1_5_6,0,0,161990800
2_1_5_7,0,0,-172694472
2_1_5_8,0,0,7432048
2_1_5_9,0,0,122613880
2_2_1_0,0,0,-52356328
2_2_1_1,0,0,-54711344
2_2_1_2,0,0,135477776
2_2_1_3,3732784,0,-50193528
2_2_1_4,0,0,-9076480
2_2_1_5,0,0,-53216872
2_2_1_6,0,0,121458344
2_2_1_7,0,0,-25042000
2_2_1_8,0,0,-69066472
2_2_1_9,0,0,112308768
2_2_3_0,0,0,-67642016
2_2_3_1,0,0,-36390392
2_2_3_2,0,0,-63733720
2_2_3_3,0,0,6955536
2_2_3_4,0,0,22085984
2_2_3_5,0,0,75743312
2_2_3_6,0,0,-53404448
2_2_3_7,0,3638872,-70818040
2_2_3_8,0,0,122534464
2_2_3_9,0,0,-92697296
2_2_5_0,0,3565064,39247768
2_2_5_1,0,3565016,-35815416
2_2_5_2,0,0,22721728
2_2_5_3,0,0,-34525928
2_2_5_4,0,0,135539816
2_2_5_5,0,3732824,-179334504
2_2_5_6,0,0,123080080
2_2_5_7,0,0,-30351984
2_2_5_8,0,0,47335016
2_2_5_9,0,0,1208176
2_3_1_0,0,0,-43848816
2_3_1_1,0,0,34407872
2_3_1_2,0,0,-23846632
2_3_1_3,0,0,47553072
2_3_1_4,0,0,-114830784
2_3_1_5,0,0,-38476112
2_3_1_6,0,0,141270848
2_3_1_7,0,0,-38001120
2_3_1_8,0,0,10717512
2_3_1_9,0,0,43958592
2_3_3_0,0,0,-74807816
2_3_3_1,0,3544040,-30012424
2_3_3_2,0,0,-50932464
2_3_3_3,0,0,107774032
2_3_3_4,0,0,-49228904
2_3_3_5,0,0,-39570608
2_3_3_6,0,0,-13638888
2_3_3_7,0,0,-2221656
2_3_3_8,0,0,122288848
2_3_3_9,0,0,15456704
2_3_5_0,0,0,-73320616
2_3_5_1,0,0,-74526016
2_3_5_2,0,0,122857848
2_3_5_3,0,0,-139812720
2_3_5_4,0,3680392,33981880
2_3_5_5,0,0,-30621280
2_3_5_6,3596456,0,130614464
2_3_5_7,0,0,30478048
2_3_5_8,0,0,-70383336
2_3_5_9,0,0,15963776
3_1_1_0,0,0,-39748872
3_1_1_1,0,0,-13232544
3_1_1_2,0,0,-42686416
3_1_1_3,0,0,1501760
3_1_1_4,0,0,146946656
3_1_1_5,0,0,-65864080
3_1_1_6,0,0,-97099600
3_1_1_7,0,0,20666944
3_1_1_8,0,0,123016936
3_1_1_9,3680360,0,-131601408
3_1_3_0,0,0,118123432
3_1_3_1,0,0,-8340232
3_1_3_2,0,0,-36308752
3_1_3_3,0,0,37764624
3_1_3_4,0,0,-19098904
3_1_3_5,0,0,-108494712
3_1_3_6,0,0,133810056
3_1_3_7,0,0,-128090672
3_1_3_8,0,0,84058920
3_1_3_9,0,0,-73812184
3_1_5_0,0,0,70243232
3_1_5_1,0,0,48530008
3_1_5_2,0,0,-40985368
3_1_5_3,0,0,8549232
