Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1422,12541600,136300,6376904800,0
2_1_1_1,7,63823,26904100,160600,6028023900,0
2_1_1_2,7,2920,53775400,179300,6041408600,0
2_1_1_3,7,1642,85326700,147900,6138305900,0
2_1_1_4,7,174,363660900,149800,6073691400,0
2_1_1_5,7,1646,67045700,176800,6064137400,0
2_1_1_6,3,94362,44254800,117000,6076010900,0
2_1_1_7,7,29485,241387800,180200,6126478300,0
2_1_1_8,7,22776,49669900,192300,6057359800,0
2_1_1_9,5,75619,27155400,174600,6055424800,973
2_1_3_0,15,4745,27329700,203000,6183377600,0
2_1_3_1,13,146113,27338000,187900,6235456700,0
2_1_3_2,13,10538,27055500,204200,6315185000,0
2_1_3_3,11,10413,26620000,180300,6270865800,0
2_1_3_4,13,309598,27967900,206300,6435009500,0
2_1_3_5,15,95190,26714000,205900,5894519700,0
2_1_3_6,15,308974,26944100,232700,5928026900,0
2_1_3_7,11,24992,25222300,173700,5765669500,0
2_1_3_8,11,13932,25037900,215800,5838442300,0
2_1_3_9,13,150850,26564000,197500,6096503300,0
2_1_5_0,21,65085,28159200,299300,6209866200,0
2_1_5_1,21,521634,25424800,237000,5966351300,0
2_1_5_2,23,168204,26389200,253500,5923572300,0
2_1_5_3,23,120431,26886100,268600,5895043700,0
2_1_5_4,19,16297,27184900,233500,5902766500,0
2_1_5_5,21,12901,26658700,254800,5882660300,0
2_1_5_6,23,36148,26350400,256300,5711382000,0
2_1_5_7,23,14385,27176700,269000,5719673300,0
2_1_5_8,21,31830,28058600,210800,5798816200,0
2_1_5_9,19,354648,26543300,228900,5757882200,0
2_2_1_0,17,78218,26693600,196600,5797973400,0
2_2_1_1,17,917,26789000,207100,5730630100,0
2_2_1_2,9,22032,26526000,187000,5593801000,11016
2_2_1_3,17,5452,26965800,202600,5642846000,0
2_2_1_4,17,3994,25715900,180900,5815032600,0
2_2_1_5,17,331509,25834200,209900,6187649600,0
2_2_1_6,17,62453,25856400,206200,5929089600,0
2_2_1_7,17,2156,30480400,273200,5814219200,0
2_2_1_8,17,27370,26898600,205200,5766305800,0
2_2_1_9,17,23749,26491300,219900,5753242700,0
2_2_3_0,29,50693,26593400,286500,5561994000,0
2_2_3_1,27,83283,27378600,267400,5720141800,0
2_2_3_2,27,385535,28123500,258400,5836601000,0
2_2_3_3,31,132521,25718300,289900,5698054400,0
2_2_3_4,31,65516,26747000,279500,5616504900,0
2_2_3_5,25,48330,27933500,275500,5756460300,0
2_2_3_6,29,406506,28400900,345300,5816151100,0
2_2_3_7,27,68386,26759800,256700,5829979300,0
2_2_3_8,27,28424,26496800,281900,5788861900,0
2_2_3_9,27,90481,27226200,267400,5836035600,0
2_2_5_0,49,88385,30144600,464300,5656080400,0
2_2_5_1,45,495806,26612800,676500,5911846100,0
2_2_5_2,45,438971,26883100,622800,5841134400,0
2_2_5_3,47,19209,27781000,472400,5641354600,0
2_2_5_4,45,404794,28067800,440300,5736922200,0
2_2_5_5,45,339996,27078400,466700,5812382700,0
2_2_5_6,47,73838,26933400,468400,5726223200,0
2_2_5_7,43,262803,26918300,402100,5843613700,0
2_2_5_8,45,312609,27070300,434200,5826333800,0
2_2_5_9,43,40587,107386800,373400,5711324800,0
2_3_1_0,27,99573,98828600,265600,5658454100,0
2_3_1_1,27,4194,46863300,254000,5691430000,0
2_3_1_2,27,61271,51226000,298600,6008464600,0
2_3_1_3,27,66686,101930500,249100,5738897100,0
2_3_1_4,27,31256,38984600,243700,5596244700,0
2_3_1_5,27,43684,42428300,269400,5681926800,0
2_3_1_6,27,8864,55804900,264800,5689375200,0
2_3_1_7,21,5648,113120400,225500,5666829200,0
2_3_1_8,21,66381,36959300,267100,5834365900,362
2_3_1_9,27,2,36528500,250300,5591259700,0
2_3_3_0,49,262414,41187700,421800,5720543100,0
2_3_3_1,43,84578,49521800,828200,5689140800,0
2_3_3_2,45,76156,48779400,398000,5837522600,0
2_3_3_3,39,223902,404368200,313800,5790712400,0
2_3_3_4,45,551472,54138300,362400,5883913300,0
2_3_3_5,47,76234,58131500,459400,5609988800,0
2_3_3_6,49,135920,65299300,603600,5782308400,0
2_3_3_7,45,145302,71616700,372000,5808049700,0
2_3_3_8,43,83628,54344000,336200,5805084900,0
2_3_3_9,45,355202,51118400,376700,5937740400,0
2_3_5_0,71,179667,47647900,598200,5597335000,0
2_3_5_1,73,219140,44338500,616500,5745170600,0
2_3_5_2,71,159283,43389700,597100,5748914200,0
2_3_5_3,63,461885,41380800,500100,5740104200,0
2_3_5_4,67,175068,58609300,581100,5784775900,0
