Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,5493156,26082700,307900,9305504500,1
2_1_1_1,22,5535098,37806900,248500,8541268300,3616
2_1_1_2,22,5494956,38519700,328400,13739868600,177
2_1_1_3,22,5493134,39131400,219200,9667184400,157
2_1_1_4,22,5488940,38767200,259300,9195544300,0
2_1_1_5,22,5492135,38670500,303200,8881164900,5
2_1_1_6,18,5978774,50027200,221200,8628424600,0
2_1_1_7,22,5552074,38785400,247700,9302458200,1588
2_1_1_8,22,5558190,38870300,272900,11756439100,272
2_1_1_9,20,6003661,37624700,228000,11449625500,10174
2_1_3_0,30,5493790,38456200,314400,12881635600,0
2_1_3_1,28,5662932,41578900,359900,11117654100,0
2_1_3_2,28,5490334,38741700,340300,16073224600,0
2_1_3_3,26,5489156,38868900,231200,15022901600,0
2_1_3_4,28,7977154,38922500,308100,17382221000,413
2_1_3_5,30,5606046,38894800,273800,10749704300,0
2_1_3_6,30,6408492,38946900,309500,8880261100,0
2_1_3_7,26,5491898,38267500,259500,8717747400,0
2_1_3_8,26,5489096,38919200,266000,9050704600,7
2_1_3_9,28,5744596,38630900,292200,9720822000,0
2_1_5_0,36,5489198,39317300,320600,9291276100,0
2_1_5_1,36,6100248,38455400,343100,13095904100,2365
2_1_5_2,38,5488938,47303300,377900,11645847000,0
2_1_5_3,38,5668342,39157700,344500,16522458100,0
2_1_5_4,34,5524450,42303900,304500,13019970100,0
2_1_5_5,36,5488962,38801100,335500,16425095600,0
2_1_5_6,38,5554182,38149100,315700,15313014100,0
2_1_5_7,38,5489610,38505400,324400,16091639600,0
2_1_5_8,36,5489770,38876300,384700,15364270500,0
2_1_5_9,34,5568188,39194900,295800,16490288000,27
2_2_1_0,46,14168785,38722700,448400,10227785700,17
2_2_1_1,46,14116597,43438200,377000,13784791600,70
2_2_1_2,38,14444632,38420200,304500,11643188500,30826
2_2_1_3,46,14128764,38499100,341500,14905006500,2813
2_2_1_4,46,14126291,50301000,322900,9674923400,800
