Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1514,26745600,142900,9093013800,0
2_1_1_1,7,94846,39429000,157000,7906704800,0
2_1_1_2,7,2922,39548100,134700,14449881900,0
2_1_1_3,7,1628,40705800,168600,8244797600,0
2_1_1_4,7,185,40895600,130300,12238515300,0
2_1_1_5,7,1705,40169600,147100,8984526000,0
2_1_1_6,3,141436,40978200,110000,13247690700,0
2_1_1_7,7,45124,38993500,143200,14892974100,0
2_1_1_8,7,34218,49833200,143700,16502761900,0
2_1_1_9,5,113777,38837900,141900,15849837000,1350
2_1_3_0,15,4708,40924000,168500,15853448100,0
2_1_3_1,13,219476,39195700,225400,15927459300,0
2_1_3_2,13,15601,39624000,178500,15131394500,0
2_1_3_3,11,15435,39818100,143300,16312962600,0
2_1_3_4,13,461389,38935500,165600,16021208000,0
2_1_3_5,15,142977,39006800,173600,15688557900,0
2_1_3_6,15,460870,39544500,198200,14398174400,0
2_1_3_7,11,36853,38963000,155200,12020864800,0
2_1_3_8,11,20454,39799800,170600,9645581000,0
2_1_3_9,13,225768,39075600,186000,11698311500,0
2_1_5_0,21,95124,38438400,235200,14509299600,0
2_1_5_1,21,780109,53365300,232800,11504150000,0
2_1_5_2,23,251629,38852600,207200,10924252900,0
2_1_5_3,23,178446,39107700,245600,8467618400,0
2_1_5_4,19,21796,39009500,237500,7806153300,0
2_1_5_5,21,17981,38858800,319300,11328819600,0
2_1_5_6,23,52161,38991800,214600,12397803300,0
2_1_5_7,23,19956,39007500,231800,8358628700,0
2_1_5_8,21,47455,38729000,231000,10739321400,0
2_1_5_9,19,529626,39018900,221400,8488273400,0
2_2_1_0,17,117940,38756100,177500,9644105000,0
2_2_1_1,17,928,50606100,195000,8307591800,0
2_2_1_2,9,33022,39108200,117300,11839934100,16511
2_2_1_3,17,5475,38804400,200900,8468654600,0
2_2_1_4,17,4054,39226600,176800,8663222700,0
2_2_1_5,17,495688,46612900,212200,8561648100,0
2_2_1_6,17,92483,38632800,178500,12062796600,0
2_2_1_7,17,2264,38810500,169400,8314515400,0
2_2_1_8,17,41021,39186400,259600,10607787700,0
2_2_1_9,17,35517,39006300,193100,8415016100,0
2_2_3_0,29,73814,39809100,286800,9631283000,0
2_2_3_1,27,122886,52307100,241400,8493494200,0
2_2_3_2,27,573917,38961100,222300,12113407100,0
2_2_3_3,31,198588,38641600,273900,8606827300,0
2_2_3_4,31,98191,39340600,294100,8664893000,0
2_2_3_5,25,70522,37298700,268700,8454288300,0
2_2_3_6,29,609325,39237300,333300,12451171000,0
2_2_3_7,27,101271,39161300,256600,8324225500,0
2_2_3_8,27,41436,40332000,231800,9888012500,0
2_2_3_9,27,136284,39604100,258500,9097804700,0
2_2_5_0,49,132243,39166400,418300,11496992700,0
2_2_5_1,45,739922,40039000,373100,8641793000,0
2_2_5_2,45,655646,39123600,364800,7996443100,0
2_2_5_3,47,25741,39242200,520300,9175215900,0
