Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,1861367,22700500,210782200,4062589800,1
2_1_1_1,22,1876403,96221000,205697900,3141058700,1330
2_1_1_2,22,1863731,953044100,201582500,3353467100,218
2_1_1_3,22,1861407,55450500,200828100,3148396500,95
2_1_1_4,22,1857627,17945000,213701900,3158970000,0
2_1_1_5,22,1860807,97619900,350658700,3035652000,6
2_1_1_6,18,2020903,12928900,55094100,3248658700,0
2_1_1_7,22,1892717,16527700,106366000,3267387100,922
2_1_1_8,22,1880631,17284100,73059400,3186530000,80
2_1_1_9,20,2026999,16812700,62077900,3394022000,3362
2_1_3_0,30,1862525,17454300,162393100,3279129100,0
2_1_3_1,28,1915211,102336400,66377800,3224081600,0
2_1_3_2,28,1859233,149422200,47443700,3299091700,0
2_1_3_3,26,1857795,12751800,39110700,3164943800,0
2_1_3_4,28,2925684,16825400,42033600,3784049300,206
2_1_3_5,30,1896369,15114300,51550200,3217397400,0
2_1_3_6,30,2166835,20206600,37320200,2838927600,0
2_1_3_7,26,1860667,14374200,27301200,3072980200,0
2_1_3_8,26,1857695,10651000,29252100,3017015100,3
2_1_3_9,28,1944379,14195400,20979700,3211665500,0
2_1_5_0,36,1857821,8675700,29765200,3017428000,0
2_1_5_1,36,2068945,57330900,32167600,3366187700,1163
2_1_5_2,38,1857629,95662000,98015000,3415680600,0
2_1_5_3,38,1917189,15451800,47408800,3316941700,0
2_1_5_4,34,1871571,10102100,23786800,3007045800,0
2_1_5_5,36,1857641,12884000,34666200,3252143900,0
2_1_5_6,38,1880919,13145300,36847200,2957975900,0
2_1_5_7,38,1858369,12568800,32906100,3331195200,0
2_1_5_8,36,1858487,11706400,36876100,2973449300,0
2_1_5_9,34,1884309,10724900,32796200,3276525900,15
2_2_1_0,46,4795037,14659500,192756700,3072499700,23
2_2_1_1,46,4779051,8747500,34194300,3259071400,88
2_2_1_2,38,4888490,268107200,27321700,2935890500,10373
2_2_1_3,46,4790844,14648500,37225500,3260588800,2658
2_2_1_4,46,4786756,10270100,39013100,2991912700,607
2_2_1_5,46,6270026,13636400,41525500,3776764600,212889
2_2_1_6,46,4780781,517471200,29774000,2975508000,0
2_2_1_7,46,4783930,12401600,39662700,3227848700,0
2_2_1_8,46,4780978,13453600,40052800,3093308500,165
2_2_1_9,46,4776874,505383000,31883800,3300571800,0
2_2_3_0,58,4784599,67982800,80315800,3259039000,8
2_2_3_1,56,4823621,674403500,39655900,3395084300,0
2_2_3_2,56,5225302,185097400,92624800,3354856400,494
2_2_3_3,60,4803576,13618300,56144900,3325139500,66
2_2_3_4,60,4834515,14385300,53600600,3090301400,292
2_2_3_5,54,4859108,12903400,50423000,3340922000,0
2_2_3_6,83,9318091,228957700,69610400,4545946200,269146
2_2_3_7,56,4776758,54297600,85580700,3034123000,0
2_2_3_8,56,4818453,10403500,48993000,3376438900,41
2_2_3_9,56,4811472,11641000,46075200,3133745900,0
2_2_5_0,78,4916814,10088800,66244600,3094920400,195
2_2_5_1,74,5111662,34122900,77426900,3470078700,0
2_2_5_2,74,4777674,13122100,70749500,3124225900,0
2_2_5_3,76,4787674,14665000,93840200,3058976300,0
2_2_5_4,74,4783804,13006600,83715500,3270471000,0
2_2_5_5,74,4786973,11636000,71365100,3032788000,0
2_2_5_6,76,4776766,15991700,71200100,2989022600,0
2_2_5_7,72,4905310,9095400,83844800,3240093600,34
2_2_5_8,74,4937384,13253200,63851000,3154614000,0
2_2_5_9,72,4844133,12390200,179140300,3085580800,0
2_3_1_0,60,6253451,8864500,61572100,3555887400,3093
2_3_1_1,60,6106692,65132900,71240700,2954546500,36
2_3_1_2,60,6109528,279758300,49265100,3075924400,0
2_3_1_3,60,6198267,14076700,79017900,3356599500,555
2_3_1_4,60,6128601,11443000,44031000,3048487100,58
2_3_1_5,60,6207161,12707200,48900200,2983000300,0
2_3_1_6,60,6155559,114404800,49097600,3292156200,0
2_3_1_7,54,6112061,14232600,63307200,2998229700,2106
2_3_1_8,54,6120751,39905000,45597300,3019157000,432
2_3_1_9,60,6103637,740211900,42968400,3126346600,0
2_3_3_0,82,6174567,11278200,81727900,3067389000,158
2_3_3_1,76,6147631,6765300,71121900,3116811400,196
2_3_3_2,78,6116923,167377500,68118600,3237307400,2
2_3_3_3,72,6212765,11992000,63985900,3234199600,711
2_3_3_4,78,6696963,9861600,74182500,3319436300,55
2_3_3_5,80,6116741,10513200,66575900,3491304800,40
2_3_3_6,82,6524974,34838600,102882800,3565038300,4332
2_3_3_7,78,6103663,33315300,114731800,3260717400,0
2_3_3_8,76,6103671,96651500,107291300,3257400300,0
2_3_3_9,78,6962467,76530500,114648100,3840517500,0
2_3_5_0,104,6131049,55049900,143386400,3241583000,0
2_3_5_1,106,6227683,26140200,150189400,3236885400,0
2_3_5_2,104,6121469,32823300,163513400,3160123900,0
2_3_5_3,96,6253373,47880200,104874400,3570553200,26
2_3_5_4,100,6171577,182454000,142072400,3144553000,4
2_3_5_5,102,6122633,17126100,101835500,3201778000,0
2_3_5_6,104,6103649,11785200,98001300,3125982200,0
2_3_5_7,104,6103653,12527900,104209000,3390266100,0
2_3_5_8,98,6108989,71108500,211921800,3207106500,0
2_3_5_9,104,6110465,10519300,98003900,3179208400,0
3_1_1_0,30,2176750,10245200,13165000,3013611700,217
3_1_1_1,28,2134510,483589800,14310800,3241126100,0
3_1_1_2,30,2125420,12754300,14103500,2863326900,0
3_1_1_3,30,2480620,55175900,18375300,3012609500,0
3_1_1_4,30,2868070,36429600,16281900,3043025500,368
3_1_1_5,28,2147254,10917300,11597400,3198273500,0
3_1_1_6,26,2595276,13293200,8253700,3357057600,1015440
3_1_1_7,28,2153222,76713000,16967900,3128175300,0
3_1_1_8,26,2125502,34409400,20472900,2931852300,2
3_1_1_9,30,3233118,82939500,15696100,3518779700,0
3_1_3_0,40,2962910,13487500,33958500,3079497800,0
3_1_3_1,38,2216204,46986600,35186900,3189294000,0
3_1_3_2,40,2213992,97621100,31100500,3259482600,0
3_1_3_3,42,2128294,86947200,40376000,3557832900,0
3_1_3_4,42,2125402,85294500,59157100,3129880800,0
3_1_3_5,42,2150636,31702100,69319400,3372309400,0
