Query,NR,PM,TM
2_1_1_0,0,0,424452632
2_1_1_1,0,0,-62944
2_1_1_2,0,0,-4224
2_1_1_3,0,0,2704
2_1_1_4,0,0,-64
2_1_1_5,0,0,200
2_1_1_6,0,0,-496
2_1_1_7,0,0,1632
2_1_1_8,0,0,-592
2_1_1_9,0,0,-888
2_1_3_0,0,0,8160
2_1_3_1,0,0,-1176
2_1_3_2,0,0,-160
2_1_3_3,0,0,-1520
2_1_3_4,0,0,-2512
2_1_3_5,0,0,5800
2_1_3_6,0,0,-3544
2_1_3_7,0,0,23036640
2_1_3_8,0,0,-32975912
2_1_3_9,0,0,-8400688
2_1_5_0,0,0,9960992
2_1_5_1,0,0,-13290296
2_1_5_2,0,0,4920176
2_1_5_3,0,0,6689896
2_1_5_4,0,0,6684560
2_1_5_5,0,0,1698408
2_1_5_6,0,0,-14952536
2_1_5_7,0,0,6569376
2_1_5_8,0,0,-9946368
2_1_5_9,0,1680168,8263976
2_2_1_0,0,0,3383760
2_2_1_1,0,0,5001960
2_2_1_2,0,0,-5272
2_2_1_3,0,0,4832
2_2_1_4,0,0,-80
2_2_1_5,0,0,-1776
2_2_1_6,0,0,-520
2_2_1_7,0,0,2664
2_2_1_8,0,0,-288
2_2_1_9,0,0,-1856
2_2_3_0,0,0,1666512
2_2_3_1,0,0,-13280848
2_2_3_2,0,0,6576232
2_2_3_3,0,0,5049664
2_2_3_4,0,1673584,-3318408
2_2_3_5,0,0,24671368
2_2_3_6,0,1663216,-34631976
2_2_3_7,1679440,0,-3410872
2_2_3_8,0,0,-1678456
2_2_3_9,0,0,-6681856
2_2_5_0,0,0,8309624
2_2_5_1,0,1673048,6707024
2_2_5_2,0,0,-6640112
2_2_5_3,0,0,6638608
2_2_5_4,0,0,-7032
2_2_5_5,0,0,-8648
2_2_5_6,1672928,0,-6642000
2_2_5_7,0,0,1636776
2_2_5_8,0,0,-8300704
2_2_5_9,0,0,29660544
2_3_1_0,0,0,-32976568
2_3_1_1,0,0,-5056464
2_3_1_2,0,0,-10045808
2_3_1_3,0,1680096,1618320
2_3_1_4,0,0,11687336
2_3_1_5,0,0,-4938480
2_3_1_6,1677848,0,-8376816
2_3_1_7,0,0,11632016
2_3_1_8,0,0,-8271888
2_3_1_9,0,1679552,6597704
2_3_3_0,0,1672872,5041984
2_3_3_1,0,0,1682672
2_3_3_2,1673616,0,-11632512
2_3_3_3,0,1678304,44276160
2_3_3_4,0,1655608,-17313640
2_3_3_5,0,1680624,-30275624
2_3_3_6,0,0,1593056
2_3_3_7,0,0,6665608
2_3_3_8,0,0,-4991448
2_3_3_9,0,0,1639240
2_3_5_0,0,0,-9939032
2_3_5_1,0,1677896,-5033464
2_3_5_2,0,0,-3361824
2_3_5_3,0,1677528,4939080
2_3_5_4,1672904,0,8382256
2_3_5_5,0,0,-9955304
2_3_5_6,0,1677904,23069568
2_3_5_7,0,0,-28061784
2_3_5_8,0,1680376,1559616
2_3_5_9,0,0,8363800
3_1_1_0,0,0,-15021624
3_1_1_1,0,0,4909248
3_1_1_2,0,0,6712976
3_1_1_3,0,0,104
3_1_1_4,0,0,64
3_1_1_5,0,0,-1552
3_1_1_6,0,0,-1520
3_1_1_7,0,0,1328
3_1_1_8,0,0,-1504
3_1_1_9,0,0,3104
3_1_3_0,0,0,23042152
3_1_3_1,0,0,-32975480
3_1_3_2,0,0,3261600
3_1_3_3,0,0,6677456
3_1_3_4,0,0,3321336
3_1_3_5,0,0,-8286960
3_1_3_6,0,0,4964856
3_1_3_7,0,0,-2720
3_1_3_8,0,0,3504
3_1_3_9,0,0,1655856
3_1_5_0,0,0,-8272168
3_1_5_1,0,0,6625776
3_1_5_2,0,1673608,-4984848
3_1_5_3,0,0,3305392
3_1_5_4,0,1673640,39274376
3_1_5_5,0,0,-812872
3_1_5_6,0,0,-21449056
3_1_5_7,0,1681040,-26990136
3_1_5_8,0,0,3278568
3_1_5_9,0,1673584,-1674856
3_2_1_0,0,0,-11635368
3_2_1_1,0,0,-3377520
3_2_1_2,0,1677064,-11708496
3_2_1_3,0,1680304,-56576
3_2_1_4,0,0,13355256
3_2_1_5,0,0,-4926704
3_2_1_6,0,0,4939512
3_2_1_7,0,0,-6615176
3_2_1_8,0,1678776,4929072
3_2_1_9,0,0,-8277960
3_2_3_0,0,1679456,6614320
3_2_3_1,0,1672888,6704232
