Query,NR,PM,TM
2_1_1_0,0,0,-294468832
2_1_1_1,0,3932008,-72304272
2_1_1_2,0,0,-91752000
2_1_1_3,0,0,59257536
2_1_1_4,0,0,37256664
2_1_1_5,0,0,-19543320
2_1_1_6,0,0,33788512
2_1_1_7,0,0,5200112
2_1_1_8,0,0,-109069032
2_1_1_9,0,0,75118176
2_1_3_0,0,0,72914832
2_1_3_1,0,0,-114940600
2_1_3_2,0,0,47668848
2_1_3_3,0,0,87668632
2_1_3_4,0,0,-138351672
2_1_3_5,0,0,75453240
2_1_3_6,0,0,-116470360
2_1_3_7,0,0,70398136
2_1_3_8,0,0,52344928
2_1_3_9,0,0,-20444904
2_1_5_0,0,3544064,66470712
2_1_5_1,0,0,-101897512
2_1_5_2,0,0,73544520
2_1_5_3,0,0,-120782880
2_1_5_4,0,0,60064128
2_1_5_5,0,0,-80730488
2_1_5_6,0,0,70135640
2_1_5_7,0,0,64156736
2_1_5_8,0,0,-138591424
2_1_5_9,0,0,56305824
2_2_1_0,0,0,46479432
2_2_1_1,0,0,-101849240
2_2_1_2,0,0,48664984
2_2_1_3,0,0,75498328
2_2_1_4,0,0,-107377288
2_2_1_5,0,0,87799968
2_2_1_6,0,0,46885440
2_2_1_7,0,0,-99891832
2_2_1_8,0,0,53814160
2_2_1_9,0,0,75831120
2_2_3_0,0,0,-125445704
2_2_3_1,0,0,57000176
2_2_3_2,0,0,-3828304
2_2_3_3,0,0,-108766976
2_2_3_4,0,0,41387560
2_2_3_5,0,0,34471904
2_2_3_6,0,0,32867528
2_2_3_7,0,0,-90791688
2_2_3_8,0,0,87246256
2_2_3_9,0,0,-97354800
2_2_5_0,0,0,47795064
2_2_5_1,0,0,72820384
2_2_5_2,0,0,-94091752
2_2_5_3,0,0,86051472
2_2_5_4,0,0,41518840
2_2_5_5,0,0,-97704376
2_2_5_6,0,0,51622816
2_2_5_7,0,0,-96863672
2_2_5_8,0,3837680,71795816
2_2_5_9,0,0,82713848
2_3_1_0,0,0,-153632336
2_3_1_1,0,0,32180888
2_3_1_2,0,4225632,27285808
2_3_1_3,0,0,-95435000
2_3_1_4,0,0,91889776
2_3_1_5,0,0,53633744
2_3_1_6,0,0,-468728
2_3_1_7,0,0,-107660672
2_3_1_8,0,0,36734864
2_3_1_9,0,0,75793056
2_3_3_0,0,3942504,-93879344
2_3_3_1,0,0,55844592
2_3_3_2,0,0,4405048
2_3_3_3,0,0,-114589624
2_3_3_4,0,0,36637168
2_3_3_5,0,0,36001960
2_3_3_6,0,0,27770032
2_3_3_7,0,0,-90565320
2_3_3_8,0,3743520,83269104
2_3_3_9,0,0,-100936256
2_3_5_0,0,4005448,47380848
2_3_5_1,0,3544072,70056768
2_3_5_2,0,4026416,-98884400
2_3_5_3,0,0,86728952
2_3_5_4,0,0,37279352
2_3_5_5,0,0,-97985648
2_3_5_6,0,0,51919592
2_3_5_7,0,0,-97048440
2_3_5_8,3858592,0,71906792
2_3_5_9,0,0,82480320
3_1_1_0,0,0,-153424336
3_1_1_1,0,0,31826136
3_1_1_2,0,0,24907776
3_1_1_3,0,0,98901408
3_1_1_4,0,0,-98861144
3_1_1_5,0,0,48933248
3_1_1_6,0,0,-6477208
3_1_1_7,0,0,-110525056
3_1_1_8,0,0,36134312
3_1_1_9,0,0,40938304
3_1_3_0,0,0,22873752
3_1_3_1,0,0,-90567712
3_1_3_2,0,0,87024288
3_1_3_3,0,0,-101011472
3_1_3_4,0,0,51383640
3_1_3_5,0,0,65202672
3_1_3_6,0,0,41122728
3_1_3_7,0,0,-121872064
3_1_3_8,0,0,51031752
3_1_3_9,0,0,84351792
3_1_5_0,0,0,-133987760
3_1_5_1,0,0,66949176
3_1_5_2,0,0,35822560
3_1_5_3,0,0,-123908408
3_1_5_4,0,0,56574048
3_1_5_5,0,0,-81013488
3_1_5_6,3795680,0,70130112
3_1_5_7,0,0,64547648
3_1_5_8,0,0,-142553312
3_1_5_9,0,3544056,56530504
3_2_1_0,0,0,42721224
3_2_1_1,0,0,-98339024
3_2_1_2,0,0,52229424
3_2_1_3,0,0,71652728
3_2_1_4,0,0,-99979256
3_2_1_5,0,0,85460848
3_2_1_6,0,0,38606632
3_2_1_7,0,0,-100175384
3_2_1_8,0,0,50519224
3_2_1_9,0,0,78436528
3_2_3_0,0,0,-120942072
3_2_3_1,0,0,53271952
3_2_3_2,0,0,-3657232
3_2_3_3,0,3544064,-108831968
3_2_3_4,0,0,45067256
3_2_3_5,0,0,71663328
3_2_3_6,0,0,-107133632
3_2_3_7,0,0,86795272
3_2_3_8,0,0,47916392
3_2_3_9,0,0,-100327672
3_2_5_0,0,0,50803208
3_2_5_1,0,0,77843432
3_2_5_2,0,0,-135650328
3_2_5_3,0,0,75429976
3_2_5_4,0,0,-100320200
3_2_5_5,4036896,0,46696072
3_2_5_6,0,0,78089792
3_2_5_7,0,0,-117120728
3_2_5_8,0,0,35085936
3_2_5_9,0,4183720,6834856
3_3_1_0,0,0,80209144
3_3_1_1,0,0,-154702016
3_3_1_2,0,0,69722800
3_3_1_3,0,0,43695072
3_3_1_4,0,0,-90756752
3_3_1_5,0,3743272,83477448
3_3_1_6,0,0,-97116464
3_3_1_7,0,0,44297440
3_3_1_8,0,0,70607592
3_3_1_9,0,0,-92900544
3_3_3_0,0,0,71587376
3_3_3_1,3544024,0,-105304152
3_3_3_2,0,0,44604568
3_3_3_3,3544024,0,72590320
3_3_3_4,0,0,-104489560
3_3_3_5,0,0,85206496
3_3_3_6,0,3785288,38606184
3_3_3_7,0,0,-99886360
3_3_3_8,0,0,50256248
3_3_3_9,0,3543976,74880672
3_3_5_0,4015864,0,-121377976
3_3_5_1,0,0,33830552
3_3_5_2,0,0,-16108984
3_3_5_3,0,3544784,54839240
3_3_5_4,0,0,-2113320
3_3_5_5,0,0,38407048
3_3_5_6,0,0,-7101752
3_3_5_7,0,0,-137653344
3_3_5_8,0,0,39893480
3_3_5_9,0,0,20379896
