Query,DS,FQA,PT,TT,RT,NR
0,51,805493,64507500,358900,21001249800,0
1,37,238574,72797500,326400,20614995800,0
2,64,501763,72969900,555800,21298860400,0
3,33,177482,73582600,309500,20492366600,0
4,57,2904683,77160600,447100,22387610600,458
5,38,1191901,75725400,432900,21822080600,0
6,52,1884055,73787200,364300,22692372700,0
7,37,1875839,73053100,422100,22769524500,2335
8,42,706665,77053200,437400,21682875300,0
9,72,596228,71903100,471400,20844959800,0
10,55,1123135,73153200,547300,21897932800,0
11,34,4542502,70862500,356600,22337348200,0
12,32,1920738,71813500,218900,20733352600,0
13,32,1585810,72864800,332500,20754393700,0
14,51,2753182,71547900,557100,20393417000,0
15,35,2069214,55232700,362700,21240685100,0
16,37,9392747,71698100,392600,23084508300,75938
17,103,2131981,72266200,1012200,22091425700,0
18,38,746181,68588500,287600,21084856700,0
19,59,3112484,74922700,698100,22655683500,0
20,40,1751951,73649400,543700,22408164000,0
21,45,321818,74081500,418000,20468640000,0
22,39,134992,72356200,371600,21371750400,0
23,57,18349994,72647100,447000,26915578400,18080
24,45,801026,47854000,412500,20125250700,0
25,52,217265,75114600,430900,19775686500,0
26,57,2238356,75255500,483600,21562458300,329
27,40,742596,69565800,514700,21110899500,0
28,37,216715,71536400,324600,21311251500,0
29,30,8702760,74528100,303600,23286193100,9785
30,27,140258,74389200,290000,21082792800,0
31,41,2419307,75059000,408100,22574280400,0
32,28,3503259,74860300,329900,22221733800,49871
33,53,84439,70087300,461700,20472723300,0
34,27,220906,70951600,339500,21378173900,0
35,41,392956,79042900,715000,21242896000,10377
36,49,1332574,69914600,452700,21078075600,0
37,45,1835116,72778800,434800,21080647800,88
38,22,1140925,66399100,367200,21213399000,1
39,32,1199888,65428400,324300,20414325900,0
40,72,3396185,69506200,391547500,22141987400,0
41,74,12571581,75078300,796700,24153518100,0
42,29,1720858,72025200,443200,21771971700,0
43,45,1018185,74705200,805600,22061618800,0
44,49,234386,70206400,827600,21530706200,0
45,52,176374,71297100,611800,20900547200,0
46,46,217084,72740400,463000,21199640600,0
47,34,1470600,70558100,435800,21491684600,0
48,66,679151,76542300,540900,20928010300,0
49,50,4616579,72774900,592300,22784354700,76615
