Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,13,3136554,243086,202339,7953004284,0
2_1_1_1,13,3192578,155932,223279,7221137820,12
2_1_1_2,13,3137940,143399,168727,7638610870,0
2_1_1_3,13,3135806,132018,192762,7583255830,61
2_1_1_4,13,3133536,131958,180889,6884698919,0
2_1_1_5,13,3136724,147818,165520,7073630127,0
2_1_1_6,9,3512092,139702,152305,7204777880,0
2_1_1_7,13,3213684,139382,164789,7605851554,0
2_1_1_8,13,3225312,140244,186610,7178200876,195
2_1_1_9,11,3436176,146325,148549,7732181203,2059
2_1_3_0,21,3138464,152527,277240,7712121428,0
2_1_3_1,19,3363866,153448,243316,7655213455,0
2_1_3_2,19,3134878,145543,232035,7154782575,0
2_1_3_3,17,3133740,149251,211627,7664564319,0
2_1_3_4,19,6099198,207399,238808,8433254353,0
2_1_3_5,21,3288476,300634,341090,7777305740,0
2_1_3_6,21,4362742,171272,259206,7361157692,0
2_1_3_7,17,3136472,135314,245882,7038036976,0
2_1_3_8,17,3133654,142026,254708,7686450174,0
2_1_3_9,19,3473974,135414,234079,7662388321,0
2_1_5_0,27,3133766,169027,314701,7620078555,0
2_1_5_1,27,3953870,164028,335830,7958057502,0
2_1_5_2,29,3133536,157515,331542,7022814193,0
2_1_5_3,29,3373054,165251,334618,7704613608,0
2_1_5_4,25,3180122,163167,291988,7603452877,0
2_1_5_5,27,3133560,161613,311023,7653391399,0
2_1_5_6,29,3219822,168146,333045,7729656672,0
2_1_5_7,29,3134160,176421,329929,7672100758,0
2_1_5_8,27,3134310,193483,311374,7115236003,0
2_1_5_9,25,3238492,151094,296216,7792171516,0
2_2_1_0,27,7383808,144872,285986,7697926354,1
2_2_1_1,27,7313414,140033,286207,7719059472,5
2_2_1_2,19,7464597,133851,244879,7271759649,21859
2_2_1_3,27,7326001,153629,317245,7745000233,0
2_2_1_4,27,7319643,138430,293531,7669895018,321
2_2_1_5,27,13266884,164709,300003,8554188236,8245
2_2_1_6,27,7314934,163477,286087,7396077620,0
2_2_1_7,27,7315166,138239,316073,7689187727,0
2_2_1_8,27,7328520,145443,345288,7792549017,0
2_2_1_9,27,7311792,153287,295665,7756307281,0
2_2_3_0,39,7319009,173105,449503,7812496182,0
2_2_3_1,37,7491729,157505,415459,7692242308,0
2_2_3_2,37,8969791,163587,428044,7974765115,2
2_2_3_3,41,7418217,161714,457268,7655973123,0
2_2_3_4,41,7540462,194324,448702,7745987257,8
2_2_3_5,35,7631556,167935,440848,7760785059,0
2_2_3_6,39,8036976,159369,447781,7959179879,15520
2_2_3_7,37,7311584,176161,406834,6976231241,0
2_2_3_8,37,7473383,163648,404920,7690751942,1
2_2_3_9,37,7389238,151565,419378,7965792982,0
2_2_5_0,59,7849531,213100,661693,7809173210,351
2_2_5_1,55,8629930,198202,1066765,8057444678,0
2_2_5_2,55,7313152,317366,733428,8224750636,0
2_2_5_3,57,7323020,197461,613162,7950258679,0
2_2_5_4,55,7317396,236224,599938,7867805998,0
2_2_5_5,55,7322813,206468,651995,7866680857,0
2_2_5_6,57,7311616,230353,621007,7776940123,0
2_2_5_7,53,7832731,222919,586342,7754953084,0
2_2_5_8,55,7953704,195467,601560,7984794041,0
2_2_5_9,53,7568375,186721,622579,7763635640,0
2_3_1_0,41,12023448,155372,452901,7914890355,6510
2_3_1_1,41,11492571,150062,444245,7069391527,0
2_3_1_2,41,11495330,163286,430689,7224712298,0
2_3_1_3,41,11727985,171432,433825,7804006537,35
2_3_1_4,41,11561507,159801,421872,7344551102,8
2_3_1_5,41,11910346,167375,429958,7240586275,0
2_3_1_6,41,11515159,139923,486665,7749081201,0
2_3_1_7,35,11498662,156003,386285,7746657985,0
2_3_1_8,35,11499337,180750,368793,7780256448,301
2_3_1_9,41,11489632,157947,436891,6978950050,0
2_3_3_0,63,11776365,194716,671001,7827902852,0
2_3_3_1,57,11600884,154941,632478,7917108827,33
2_3_3_2,59,11535504,180800,622539,7637572783,0
2_3_3_3,53,11884764,185850,552007,7914522949,552
2_3_3_4,59,13814450,180469,659058,8323375886,0
2_3_3_5,61,11501547,184697,628811,8073217470,0
2_3_3_6,63,12875323,195698,677603,8029628750,3729
2_3_3_7,59,11489694,189817,624352,7935275992,0
2_3_3_8,57,11489688,177073,617399,7969782102,0
2_3_3_9,59,14817932,178135,621948,8441639842,0
2_3_5_0,85,11515636,256221,941639,8002179006,0
