Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,7316091,38264000,249200,40516127200,0
2_1_1_1,22,7372791,51088700,280300,39022337200,4978
2_1_1_2,22,7318365,50868900,221500,40772766300,182
2_1_1_3,22,7316019,56571300,293900,42126359000,109
2_1_1_4,22,7312137,49533200,256900,40885007500,0
2_1_1_5,22,7315189,52097200,251900,40637755800,1
2_1_1_6,18,7968793,52994200,214400,41528476300,0
2_1_1_7,22,7392293,52243400,212900,42100247100,2049
2_1_1_8,22,7404693,63320100,258200,42095414100,390
2_1_1_9,20,7986547,52103100,280200,41932493900,13333
2_1_3_0,30,7317065,52200200,258900,42157439800,0
2_1_3_1,28,7543127,51472300,284300,41539544900,0
2_1_3_2,28,7313479,52220900,294600,40972035900,0
2_1_3_3,26,7312341,50026700,354100,41696717200,0
2_1_3_4,28,10564047,52839700,338600,43548770600,236
2_1_3_5,30,7468217,50572900,328600,41335484000,0
2_1_3_6,30,8541343,52180400,307800,41523210900,0
2_1_3_7,26,7315073,52277800,261200,40691696800,0
2_1_3_8,26,7312255,51297000,304100,42139281100,7
2_1_3_9,28,7652575,51772900,280700,42189198000,0
2_1_5_0,36,7312367,57039600,799800,43192963400,0
2_1_5_1,36,8132479,53172900,328000,42125121800,2832
2_1_5_2,38,7312137,52914000,385500,41535754200,0
2_1_5_3,38,7551655,52439900,320400,41658174700,0
2_1_5_4,34,7358723,66002800,338400,41947893000,0
2_1_5_5,36,7312161,52407300,426700,41777510700,0
2_1_5_6,38,7398431,53751000,334900,42182925400,0
2_1_5_7,38,7312761,52678300,404700,41595624400,0
2_1_5_8,36,7312911,52041700,322800,41186294500,0
2_1_5_9,34,7417509,57621600,398500,41663349100,37
2_2_1_0,46,18874910,64774900,342600,42572201400,13
2_2_1_1,46,18804816,51261200,468400,41429200700,63
2_2_1_2,38,19239818,51380300,264100,41750363500,40881
2_2_1_3,46,18817943,50278600,540400,41803298000,2989
2_2_1_4,46,18813529,51824400,354300,41936663200,744
2_2_1_5,46,24774314,51455000,323400,43787645800,851872
2_2_1_6,46,18806156,51633400,459700,42372713000,0
2_2_1_7,46,18809388,52133100,432200,41516017000,0
2_2_1_8,46,18819574,52428000,317900,42381855400,629
2_2_1_9,46,18802858,53340300,409800,41758682600,0
2_2_3_0,58,18810063,52779400,520600,42759340500,1
2_2_3_1,56,18982845,51791900,465600,42180110200,0
2_2_3_2,56,20487245,53914800,404700,43296609700,528
2_2_3_3,60,18909271,52679700,439600,41758791600,261
2_2_3_4,60,19035920,49947900,432100,42128544300,1383
2_2_3_5,54,19123474,52006300,391800,42551880300,0
2_2_3_6,83,36707086,52658900,581400,43792073500,1060111
2_2_3_7,56,18802638,51544500,401600,40842626300,0
2_2_3_8,56,18964977,55800100,506500,42313163800,25
2_2_3_9,56,18880292,51489800,385700,41927187400,0
2_2_5_0,78,19361597,62480500,590500,42341367700,690
2_2_5_1,74,20121848,51840300,538600,42546723600,0
2_2_5_2,74,18804206,54387900,529200,42631720400,0
2_2_5_3,76,18814074,52725700,727500,41983755800,0
2_2_5_4,74,18808450,65243600,518300,42396092800,0
2_2_5_5,74,18813921,52275600,686600,41966528800,0
2_2_5_6,76,18802670,52716900,608600,42096213300,0
2_2_5_7,72,19323785,51993000,724000,41741608600,251
2_2_5_8,74,19446810,51002400,507400,43165186100,0
2_2_5_9,72,19059897,52915300,520900,42040865700,0
2_3_1_0,60,24630789,52769400,563500,42782498700,12734
2_3_1_1,60,24028532,51912500,482700,40953848300,13
2_3_1_2,60,24031291,51822200,443300,41829035800,0
2_3_1_3,60,24351942,52247900,494100,42027629500,489
2_3_1_4,60,24104605,52814000,487200,43134531000,233
