Query,NR,PM,TM
2_1_1_0,7859696,0,-393969632
2_1_1_1,0,0,464459504
2_1_1_2,0,0,-475526840
2_1_1_3,0,0,33742352
2_1_1_4,0,0,-45791360
2_1_1_5,0,0,191009768
2_1_1_6,0,0,-177427216
2_1_1_7,0,0,45545384
2_1_1_8,0,0,14710880
2_1_1_9,0,0,81023184
2_1_3_0,0,0,-158990408
2_1_3_1,0,0,34706144
2_1_3_2,0,0,25577048
2_1_3_3,0,0,77459560
2_1_3_4,0,0,-120022312
2_1_3_5,0,0,40078016
2_1_3_6,0,0,30840352
2_1_3_7,0,0,83749160
2_1_3_8,0,0,-137122160
2_1_3_9,0,0,34101584
2_1_5_0,0,0,22611024
2_1_5_1,0,0,-91648968
2_1_5_2,0,0,88081504
2_1_5_3,0,0,56950624
2_1_5_4,0,0,-3758280
2_1_5_5,0,0,-111425096
2_1_5_6,0,0,33421984
2_1_5_7,0,0,78519304
2_1_5_8,0,0,-117509040
2_1_5_9,0,0,37970080
2_2_1_0,0,0,22315168
2_2_1_1,0,0,87505568
2_2_1_2,0,0,-137130504
2_2_1_3,0,0,34661136
2_2_1_4,0,0,22018456
2_2_1_5,0,0,78847336
2_2_1_6,0,0,-124929776
2_2_1_7,0,0,36490664
2_2_1_8,0,0,-15216088
2_2_1_9,0,0,53437784
2_2_3_0,0,3995008,-717440
2_2_3_1,0,0,26627336
2_2_3_2,0,0,-5442320
2_2_3_3,0,0,-111331512
2_2_3_4,0,0,40408600
2_2_3_5,0,0,78280056
2_2_3_6,0,0,-106627336
2_2_3_7,0,3544056,54849112
2_2_3_8,0,0,1887880
2_2_3_9,0,0,80569888
2_2_5_0,0,0,-158526152
2_2_5_1,0,0,36706560
2_2_5_2,0,0,27080184
2_2_5_3,0,0,95247352
2_2_5_4,0,0,186094328
2_2_5_5,0,0,-155418480
2_2_5_6,0,0,57208000
2_2_5_7,0,0,13669488
2_2_5_8,0,0,-97721544
2_2_5_9,0,0,47918912
2_3_1_0,0,0,74601008
2_3_1_1,0,0,-118326728
2_3_1_2,0,4078784,39459464
2_3_1_3,0,0,67739952
2_3_1_4,0,0,-99293952
2_3_1_5,0,0,46096648
2_3_1_6,0,0,75720008
2_3_1_7,0,0,-125320480
2_3_1_8,0,0,13764752
2_3_1_9,0,0,21694296
2_3_3_0,0,0,58036608
2_3_3_1,0,0,9315912
2_3_3_2,0,0,29438664
2_3_3_3,0,0,-8207960
2_3_3_4,0,0,38936016
2_3_3_5,0,0,-177134056
2_3_3_6,0,0,32264384
2_3_3_7,0,0,20906464
2_3_3_8,0,3543960,75749816
2_3_3_9,0,0,-136043176
2_3_5_0,0,0,38650104
2_3_5_1,0,0,32299736
2_3_5_2,0,0,86263880
2_3_5_3,0,3732784,-137957176
2_3_5_4,0,0,72482920
2_3_5_5,0,3795720,-99417400
2_3_5_6,0,3544040,50216512
2_3_5_7,0,0,27301664
2_3_5_8,0,3544512,76226592
2_3_5_9,0,3900600,-164040408
3_1_1_0,0,0,66142320
3_1_1_1,0,0,59283000
3_1_1_2,0,0,23394904
3_1_1_3,0,0,-143447496
3_1_1_4,0,0,46559832
3_1_1_5,0,0,39504624
3_1_1_6,0,0,-4021384
3_1_1_7,3544056,0,-102343440
3_1_1_8,0,0,49136184
3_1_1_9,0,0,63964992
3_1_3_0,0,0,31717096
3_1_3_1,0,0,-95133600
3_1_3_2,0,0,59723064
3_1_3_3,0,3544056,77027136
3_1_3_4,0,0,-158584728
3_1_3_5,0,0,32707784
3_1_3_6,0,0,27574872
3_1_3_7,0,0,96692144
3_1_3_8,0,0,-107321912
3_1_3_9,0,0,53242784
3_1_5_0,0,0,-10702720
3_1_5_1,0,0,20381632
3_1_5_2,0,0,-130519832
3_1_5_3,0,0,17983296
3_1_5_4,0,0,50847920
3_1_5_5,0,0,12918936
3_1_5_6,0,0,87414920
3_1_5_7,0,0,-137003808
3_1_5_8,0,0,35085736
3_1_5_9,0,0,28745160
3_2_1_0,0,0,-98100152
3_2_1_1,0,0,76516592
3_2_1_2,0,3544080,83634680
3_2_1_3,0,3729064,-140563480
3_2_1_4,0,3544080,32648272
3_2_1_5,0,0,17005664
3_2_1_6,0,0,75667952
3_2_1_7,0,4068312,-137798616
3_2_1_8,0,0,75783448
3_2_1_9,0,0,-104726784
3_2_3_0,0,4078824,40403720
3_2_3_1,0,0,36495952
3_2_3_2,0,0,26618048
3_2_3_3,0,0,-90401728
3_2_3_4,0,0,79763384
3_2_3_5,0,0,81055560
3_2_3_6,0,0,-163857912
3_2_3_7,0,3827088,64800248
3_2_3_8,0,3544056,74603656
3_2_3_9,0,3942464,-125052440
3_2_5_0,0,0,64212696
3_2_5_1,0,3544096,-103702264
3_2_5_2,0,0,42954792
3_2_5_3,0,0,68611784
3_2_5_4,0,0,-125357776
3_2_5_5,0,0,81547800
3_2_5_6,0,0,31877664
3_2_5_7,0,3543984,-99156480
3_2_5_8,0,0,46017536
3_2_5_9,0,0,66368104
3_3_1_0,0,0,-130207840
3_3_1_1,0,0,53816792
3_3_1_2,0,0,31278960
3_3_1_3,0,0,79833904
3_3_1_4,0,0,-164080016
3_3_1_5,0,3827048,66242848
3_3_1_6,0,0,58968072
3_3_1_7,0,4257056,21840832
3_3_1_8,0,3544192,-140801224
3_3_1_9,0,0,34469160
3_3_3_0,0,0,34309976
3_3_3_1,0,0,-23685376
3_3_3_2,0,3544096,81541304
3_3_3_3,0,0,-108671424
3_3_3_4,0,0,30706496
3_3_3_5,0,0,79020712
3_3_3_6,0,0,-145166616
3_3_3_7,0,3743280,80087672
3_3_3_8,3552248,0,78395120
3_3_3_9,0,0,-168996872
3_3_5_0,0,3848000,64452448
3_3_5_1,0,3806184,68164328
3_3_5_2,0,3544040,-93384904
3_3_5_3,0,0,43739392
3_3_5_4,0,3544128,52153904
3_3_5_5,0,3932008,-90771704
3_3_5_6,0,0,-25541184
3_3_5_7,3544008,0,78298872
3_3_5_8,0,0,27995112
3_3_5_9,0,0,-101447680
