Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1473,52138300,129800,39619859700,0
2_1_1_1,7,126354,51836100,127100,40828514100,0
2_1_1_2,7,3008,52667600,133400,42145774400,0
2_1_1_3,7,1702,51320400,128400,41248073500,0
2_1_1_4,7,169,51084100,126100,40615141800,0
2_1_1_5,7,1658,51465200,122500,40908085900,0
2_1_1_6,3,189278,54217200,82300,40698307200,0
2_1_1_7,7,58162,51127900,110900,41054763300,0
2_1_1_8,7,45693,51377000,140300,41405830500,0
2_1_1_9,5,151056,49485300,135700,41391317300,1779
2_1_3_0,15,4892,50820100,176400,41538042500,0
2_1_3_1,13,291679,52447900,202400,41228384500,0
2_1_3_2,13,20615,51059900,148100,41230756900,0
2_1_3_3,11,20443,50912300,167300,40007619400,0
2_1_3_4,13,616430,51067300,157900,41640045000,0
2_1_3_5,15,190743,50683500,149000,40817507900,0
2_1_3_6,15,615765,50706400,170400,41226142500,0
2_1_3_7,11,48850,51182800,142200,40647180100,0
2_1_3_8,11,26814,52200000,135700,40910652600,0
2_1_3_9,13,300040,51021200,183100,40735993700,0
2_1_5_0,21,125232,51418600,253700,40777513200,0
2_1_5_1,21,1040935,51096500,198200,41393927600,0
2_1_5_2,23,335704,51274500,221800,40484537800,0
2_1_5_3,23,236297,51153900,229500,40801546400,0
2_1_5_4,19,27303,51144500,170100,40449154600,0
2_1_5_5,21,22943,51733100,233000,40687296400,0
2_1_5_6,23,68310,50913400,236100,40503514800,0
2_1_5_7,23,25549,50553600,239800,40716925900,0
2_1_5_8,21,60517,51653900,198600,41316646200,0
2_1_5_9,19,707846,51969800,180300,40630174200,0
2_2_1_0,17,156781,50571500,155900,40641907200,0
2_2_1_1,17,911,67816500,147300,40516776900,0
2_2_1_2,9,43718,52428700,135500,40960327900,21859
2_2_1_3,17,5548,50243400,188100,42549342200,0
2_2_1_4,17,4025,52004900,159200,41455408200,0
2_2_1_5,17,663286,51156000,150700,41074736400,0
2_2_1_6,17,122490,51535100,156100,40544211400,0
2_2_1_7,17,2140,50992800,181200,40933374100,0
2_2_1_8,17,54721,51824100,168400,41252759000,0
2_2_1_9,17,47503,50981400,169200,41063006700,0
2_2_3_0,29,95703,50803400,226100,40764637600,0
2_2_3_1,27,162440,51297200,245200,40966262500,0
2_2_3_2,27,765407,57372300,239200,41449663100,0
2_2_3_3,31,263990,51764800,262200,40663718800,0
2_2_3_4,31,130975,51244800,248700,40957519200,0
2_2_3_5,25,92879,51518300,248500,40646796600,0
2_2_3_6,29,813130,55090000,284700,40848099400,0
2_2_3_7,27,134430,61107700,256400,41031415100,0
2_2_3_8,27,53953,51749600,299100,41055056200,0
2_2_3_9,27,178747,51962300,234200,40653494400,0
2_2_5_0,49,176867,51003700,386600,40696140000,0
2_2_5_1,45,988197,50427200,379000,41359553300,0
2_2_5_2,45,875480,51369200,378500,41167886900,0
2_2_5_3,47,32203,51802900,397100,40493695900,0
