Query,DS,FQA,PT,TT,RT,NR
0,51,379024,33879200,431300,5342133000,0
1,37,113236,32694200,353200,4757107600,0
2,64,235296,32027300,1123700,5155010000,0
3,33,85639,38725600,320900,4323324100,0
4,57,1370148,37840300,634600,5393143600,203
5,38,562014,33579600,662700,4760654200,0
6,52,888886,34167000,475200,5292348000,0
7,37,884532,38114000,403100,5268028100,1058
8,42,334312,35330000,366000,5071379100,0
9,72,280069,33723600,535800,4476350200,0
10,55,530706,35099500,638900,5301255500,0
11,34,2141516,35636300,435400,5300610800,0
12,32,908242,35240100,346000,5024541100,0
13,32,748247,36056800,335200,4764055700,0
14,51,1304522,36871000,473900,5297069200,0
15,35,976909,36715500,280400,4569962000,0
16,37,4438721,35564700,420400,5824451900,35192
17,103,1004043,31392400,962600,4743195700,0
18,38,351971,34787800,352300,5250652400,0
19,59,1473009,34656000,562500,4966462000,0
20,40,826223,36803900,443900,5176287600,0
21,45,150761,24201600,392200,4377147200,0
22,39,69269,35677100,432600,5002505900,0
23,57,8638219,34110800,973200,7048566800,8628
24,45,374495,20992600,320300,4692881900,0
25,52,105547,35197600,527500,4536850200,0
26,57,1051144,34956500,577100,5404445700,157
27,40,350118,34148900,591800,4537892400,0
28,37,103021,35842800,469000,4946772600,0
29,30,4112894,34267900,405000,5618436100,4676
30,27,66210,34535700,263500,4731667200,0
31,41,1144145,22590200,357000,5119278800,0
32,28,1650667,35279800,553600,5253354900,23835
33,53,42319,35948900,498100,4219745300,0
34,27,103146,34000700,480400,4927281800,0
35,41,186537,35772300,390500,4669631200,5326
36,49,628306,35687600,380600,5261917700,0
37,45,868662,34408500,487700,4899453000,64
38,22,539479,34441900,310200,5204411200,0
39,32,564083,33429400,509100,4603023700,0
40,72,1608581,36890800,656600,5609425400,0
41,74,5940779,34968000,655400,5821708700,0
42,29,812142,25152200,247800,5060851000,0
43,45,485583,33788500,554400,4878701700,0
44,49,112172,33237900,422600,4941801700,0
45,52,86209,33005300,368400,4406069700,0
46,46,103122,38495000,590300,5089764200,0
47,34,694398,35244600,296800,4711647200,0
48,66,320222,33042800,499800,4694886100,0
49,50,2178098,33840000,507200,5419780100,35683
