Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_1_1_0,1314914304,435683328,1314914304,435683328,1314914304,435683328,1560281088,543684592,1560281088
2_1_1_1,1560281088,543684592,1560281088,543158256,1560281088,543158256,1560281088,529889248,1560281088
2_1_1_2,1560281088,529889248,1560281088,529367008,1560281088,529367008,1560281088,421130752,1560281088
2_1_1_3,1560281088,421130752,1560281088,420608512,1560281088,420608512,1560281088,392911032,1560281088
2_1_1_4,1560281088,392911032,1560281088,392388792,1560281088,392388792,1560281088,497023040,1560281088
2_1_1_5,1560281088,497023040,1560281088,496500800,1560281088,496500800,1560281088,531621856,1560281088
2_1_1_6,1560281088,531621856,1560281088,531621856,1560281088,531621856,1560281088,364198352,1560281088
2_1_1_7,1560281088,364198352,1560281088,364198352,1560281088,364198352,1560281088,572094448,1560281088
2_1_1_8,1560281088,572094448,1560281088,571572208,1560281088,571572208,1560281088,584842208,1560281088
2_1_1_9,1560281088,584842208,1560281088,584842208,1560281088,584842208,1560281088,439698384,1560281088
2_1_3_0,1560281088,439698384,1560281088,439176144,1560281088,439176144,1560281088,387307664,1560281088
2_1_3_1,1560281088,387307664,1560281088,386785424,1560281088,386785424,1560281088,458745824,1560281088
2_1_3_2,1560281088,458745824,1560281088,458223584,1560281088,458223584,1560281088,317542104,1560281088
2_1_3_3,1560281088,317542104,1560281088,317019864,1560281088,317019864,1560281088,338681808,1560281088
2_1_3_4,1560281088,338681808,1560281088,338159568,1560281088,338159568,1560281088,532562400,1560281088
2_1_3_5,1560281088,532562400,1560281088,532040160,1560281088,532040160,1560281088,422043600,1560281088
2_1_3_6,1560281088,422043600,1560281088,421521360,1560281088,421521360,1560281088,562732528,1560281088
2_1_3_7,1560281088,562732528,1560281088,562210288,1560281088,562210288,1560281088,576685536,1560281088
2_1_3_8,1560281088,576685536,1560281088,576163296,1560281088,576163296,1560281088,579464672,1560281088
2_1_3_9,1560281088,579464672,1560281088,578942432,1560281088,578942432,1560281088,529360672,1560281088
2_1_5_0,1560281088,529360672,1560281088,528838432,1560281088,528838432,1560281088,519563232,1560281088
2_1_5_1,1560281088,519563232,1560281088,519040992,1560281088,519040992,1560281088,587111920,1560281088
2_1_5_2,1560281088,587111920,1560281088,586589680,1560281088,586589680,1560281088,473150944,1560281088
2_1_5_3,1560281088,473150944,1560281088,472628704,1560281088,472628704,1560281088,526942176,1560281088
2_1_5_4,1560281088,526942176,1560281088,526419936,1560281088,526419936,1560281088,454551520,1560281088
2_1_5_5,1560281088,454551520,1560281088,454029280,1560281088,454029280,1560281088,546826208,1560281088
2_1_5_6,1560281088,546826208,1560281088,546303968,1560281088,546303968,1560281088,598390752,1560281088
2_1_5_7,1560281088,598390752,1560281088,597868512,1560281088,597868512,1560281088,551020512,1560281088
2_1_5_8,1560281088,551020512,1560281088,550498272,1560281088,550498272,1560281088,524118000,1560281088
2_1_5_9,1560281088,524118000,1560281088,523595760,1560281088,523595760,1560281088,530127248,1560281088
2_2_1_0,1560281088,530127248,1560281088,529605008,1560281088,529605008,1560281088,572782712,1560281088
2_2_1_1,1560281088,572782712,1560281088,572260472,1560281088,572260472,1560281088,433322056,1560281088
2_2_1_2,1560281088,433322056,1560281088,432799816,1560281088,432799816,1560281088,491255808,1560281088
2_2_1_3,1560281088,491255808,1560281088,490733568,1560281088,490733568,1560281088,304736616,1560281088
2_2_1_4,1560281088,304736616,1560281088,304214376,1560281088,304214376,1560281088,502393192,1560281088
2_2_1_5,1560281088,502393192,1560281088,501870952,1560281088,501870952,1560281088,511667808,1560281088
2_2_1_6,1560281088,511667808,1560281088,511145568,1560281088,511145568,1560281088,495970272,1560281088
2_2_1_7,1560281088,495970272,1560281088,495448032,1560281088,495448032,1560281088,336881376,1560281088
2_2_1_8,1560281088,336881376,1560281088,336359136,1560281088,336359136,1560281088,572258424,1560281088
2_2_1_9,1560281088,572258424,1560281088,571736184,1560281088,571736184,1560281088,435419176,1560281088
2_2_3_0,1560281088,435419176,1560281088,434370600,1560281088,434370600,1560281088,511306040,1560281088
2_2_3_1,1560281088,511306040,1560281088,510257464,1560281088,510257464,1560281088,479190992,1560281088
2_2_3_2,1560281088,479190992,1560281088,478142416,1560281088,478142416,1560281088,286384512,1560281088
2_2_3_3,1560281088,286384512,1560281088,285335936,1560281088,285335936,1560281088,431749216,1560281088
2_2_3_4,1560281088,431226976,1560281088,430700640,1560281088,430700640,1560281088,438824944,1560281088
2_2_3_5,1560281088,438302704,1560281088,437776368,1560281088,437776368,1560281088,562032624,1560281088
2_2_3_6,1560281088,562032624,1560281088,560984048,1560281088,560984048,1560281088,567797728,1560281088
2_2_3_7,1560281088,567797728,1560281088,566749152,1560281088,566749152,1560281088,523757536,1560281088
2_2_3_8,1560281088,523757536,1560281088,522708960,1560281088,522708960,1560281088,459796464,1560281088
2_2_3_9,1560281088,459796464,1560281088,458747888,1560281088,458747888,1560281088,491959264,1560281088
2_2_5_0,1560281088,491959264,1560281088,490388448,1560281088,490388448,1560281088,524808176,1560281088
2_2_5_1,1560281088,524285936,1560281088,523237360,1560281088,523237360,1560281088,501205472,1560281088
2_2_5_2,1560281088,500683232,1560281088,499634656,1560281088,499634656,1560281088,499640288,1560281088
2_2_5_3,1560281088,499118048,1560281088,498069472,1560281088,498069472,1560281088,424665040,1560281088
2_2_5_4,1560281088,424142800,1560281088,423094224,1560281088,423094224,1560281088,516417504,1560281088
2_2_5_5,1560281088,515895264,1560281088,514846688,1560281088,514846688,1560281088,439345104,1560281088
2_2_5_6,1560281088,438822864,1560281088,437774288,1560281088,437774288,1560281088,594131424,1560281088
2_2_5_7,1560281088,593609184,1560281088,592560608,1560281088,592560608,1560281088,589817824,1560281088
2_2_5_8,1560281088,589295584,1560281088,588247008,1560281088,588247008,1560281088,486008800,1560281088
2_2_5_9,1560281088,485486560,1560281088,484437984,1560281088,484437984,1560281088,473948112,1560281088
2_3_1_0,1560281088,473425872,1560281088,472899536,1560281088,472899536,1560281088,420470736,1560281088
2_3_1_1,1560281088,420470736,1560281088,419422160,1560281088,419422160,1560281088,495026640,1560281088
2_3_1_2,1560281088,495026640,1560281088,493978064,1560281088,493978064,1560281088,328599424,1560281088
2_3_1_3,1560281088,328599424,1560281088,327550848,1560281088,327550848,1560281088,450881504,1560281088
2_3_1_4,1560281088,450881504,1560281088,449832928,1560281088,449832928,1560281088,588674920,1560281088
2_3_1_5,1560281088,588674920,1560281088,587626344,1560281088,587626344,1560281088,521140384,1560281088
2_3_1_6,1560281088,521140384,1560281088,520091808,1560281088,520091808,1560281088,508045216,1560281088
2_3_1_7,1560281088,508045216,1560281088,506996640,1560281088,506996640,1560281088,536866800,1560281088
2_3_1_8,1560281088,536866800,1560281088,535818224,1560281088,535818224,1560281088,404494288,1560281088
2_3_1_9,1560281088,404494288,1560281088,403445712,1560281088,403445712,1560281088,398350336,1560281088
2_3_3_0,1560281088,398350336,1560281088,396779520,1560281088,396779520,1560281088,319807440,1560281088
2_3_3_1,1560281088,319285200,1560281088,318236624,1560281088,318236624,1560281088,532933104,1560281088
2_3_3_2,1560281088,532410864,1560281088,531362288,1560281088,531362288,1560281088,521700320,1560281088
2_3_3_3,1560281088,521178080,1560281088,520129504,1560281088,520129504,1560281088,405266384,1560281088
2_3_3_4,1560281088,404744144,1560281088,403695568,1560281088,403695568,1560281088,449678816,1560281088
2_3_3_5,1560281088,449156576,1560281088,448108000,1560281088,448108000,1560281088,563418608,1560281088
2_3_3_6,1560281088,562896368,1560281088,561847792,1560281088,561847792,1560281088,430179280,1560281088
2_3_3_7,1560281088,429657040,1560281088,428608464,1560281088,428608464,1560281088,372760528,1560281088
2_3_3_8,1560281088,372238288,1560281088,371189712,1560281088,371189712,1560281088,477618128,1560281088
2_3_3_9,1560281088,477095888,1560281088,476047312,1560281088,476047312,1560281088,464740320,1560281088
2_3_5_0,1560281088,464218080,1560281088,462643168,1560281088,462643168,1560281088,444065744,1560281088
2_3_5_1,1560281088,444065744,1560281088,441968592,1560281088,441968592,1560281088,479719064,1560281088
2_3_5_2,1560281088,479719064,1560281088,477621912,1560281088,477621912,1560281088,473950160,1560281088
2_3_5_3,1560281088,473950160,1560281088,472375248,1560281088,472375248,1560281088,407852496,1560281088
2_3_5_4,1560281088,407330256,1560281088,405233104,1560281088,405233104,1560281088,408938448,1560281088
2_3_5_5,1560281088,408938448,1560281088,406841296,1560281088,406841296,1560281088,414968272,1560281088
2_3_5_6,1560281088,414968272,1560281088,412871120,1560281088,412871120,1560281088,417792976,1560281088
2_3_5_7,1560281088,417792976,1560281088,415695824,1560281088,415695824,1560281088,486070384,1560281088
2_3_5_8,1560281088,486070384,1560281088,483973232,1560281088,483973232,1560281088,526903264,1560281088
2_3_5_9,1560281088,526381024,1560281088,524283872,1560281088,524283872,1560281088,367435680,1560281088
3_1_1_0,1560281088,367435680,1560281088,366909344,1560281088,366909344,1560281088,363847632,1560281088
3_1_1_1,1560281088,363847632,1560281088,363325392,1560281088,363325392,1560281088,505933808,1560281088
3_1_1_2,1560281088,505933808,1560281088,505411568,1560281088,505411568,1560281088,438479824,1560281088
3_1_1_3,1560281088,438479824,1560281088,437957584,1560281088,437957584,1560281088,475237328,1560281088
3_1_1_4,1560281088,475237328,1560281088,474715088,1560281088,474715088,1560281088,508405216,1560281088
3_1_1_5,1560281088,508405216,1560281088,507882976,1560281088,507882976,1560281088,449375200,1560281088
3_1_1_6,1560281088,449375200,1560281088,448852960,1560281088,448852960,1560281088,453500880,1560281088
3_1_1_7,1560281088,453500880,1560281088,452978640,1560281088,452978640,1560281088,403881424,1560281088
3_1_1_8,1560281088,403881424,1560281088,403359184,1560281088,403359184,1560281088,446160848,1560281088
3_1_1_9,1560281088,446160848,1560281088,445638608,1560281088,445638608,1560281088,565337584,1560281088
3_1_3_0,1560281088,565337584,1560281088,564815344,1560281088,564815344,1560281088,527427552,1560281088
3_1_3_1,1560281088,527427552,1560281088,526905312,1560281088,526905312,1560281088,490612704,1560281088
3_1_3_2,1560281088,490612704,1560281088,490090464,1560281088,490090464,1560281088,398450640,1560281088
3_1_3_3,1560281088,398450640,1560281088,397928400,1560281088,397928400,1560281088,584050656,1560281088
3_1_3_4,1560281088,584050656,1560281088,583528416,1560281088,583528416,1560281088,557367776,1560281088
3_1_3_5,1560281088,557367776,1560281088,556845536,1560281088,556845536,1560281088,406910416,1560281088
3_1_3_6,1560281088,406910416,1560281088,406388176,1560281088,406388176,1560281088,412686736,1560281088
3_1_3_7,1560281088,412686736,1560281088,412164496,1560281088,412164496,1560281088,444063696,1560281088
3_1_3_8,1560281088,444063696,1560281088,443541456,1560281088,443541456,1560281088,543682544,1560281088
3_1_3_9,1560281088,543682544,1560281088,543160304,1560281088,543160304,1560281088,415007696,1560281088
3_1_5_0,1560281088,415007696,1560281088,413959120,1560281088,413959120,1560281088,407887824,1560281088
3_1_5_1,1560281088,407365584,1560281088,406839248,1560281088,406839248,1560281088,567275504,1560281088
3_1_5_2,1560281088,566753264,1560281088,566226928,1560281088,566226928,1560281088,418897872,1560281088
3_1_5_3,1560281088,418897872,1560281088,417849296,1560281088,417849296,1560281088,492298192,1560281088
3_1_5_4,1560281088,492298192,1560281088,491249616,1560281088,491249616,1560281088,564127712,1560281088
3_1_5_5,1560281088,563605472,1560281088,563079136,1560281088,563079136,1560281088,582111216,1560281088
3_1_5_6,1560281088,581588976,1560281088,581062640,1560281088,581062640,1560281088,414809552,1560281088
3_1_5_7,1560281088,414287312,1560281088,413760976,1560281088,413760976,1560281088,447209424,1560281088
3_1_5_8,1560281088,447209424,1560281088,446160848,1560281088,446160848,1560281088,546828272,1560281088
3_1_5_9,1560281088,546306032,1560281088,545779696,1560281088,545779696,1560281088,459270112,1560281088
3_2_1_0,1560281088,458747872,1560281088,458221536,1560281088,458221536,1560281088,597613024,1560281088
3_2_1_1,1560281088,597613024,1560281088,596564448,1560281088,596564448,1560281088,552911344,1560281088
3_2_1_2,1560281088,552911344,1560281088,551862768,1560281088,551862768,1560281088,428335056,1560281088
3_2_1_3,1560281088,428335056,1560281088,427286480,1560281088,427286480,1560281088,386392016,1560281088
3_2_1_4,1560281088,386392016,1560281088,385343440,1560281088,385343440,1560281088,523233248,1560281088
3_2_1_5,1560281088,523233248,1560281088,522184672,1560281088,522184672,1560281088,558826464,1560281088
3_2_1_6,1560281088,558826464,1560281088,557777888,1560281088,557777888,1560281088,424140752,1560281088
3_2_1_7,1560281088,424140752,1560281088,423092176,1560281088,423092176,1560281088,444107760,1560281088
3_2_1_8,1560281088,444107760,1560281088,443059184,1560281088,443059184,1560281088,589066208,1560281088
3_2_1_9,1560281088,589066208,1560281088,588017632,1560281088,588017632,1560281088,437040592,1560281088
3_2_3_0,1560281088,437040592,1560281088,435469776,1560281088,435469776,1560281088,502610400,1560281088
