Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,17,798713,21342300,65791000,3970702800,0
2_1_1_1,17,809463,30578700,163666500,3130891100,0
2_1_1_2,17,799063,23042900,154636500,3247787200,0
2_1_1_3,17,797493,16593900,296636600,3195185400,0
2_1_1_4,17,796127,16991200,150939700,3110208900,0
2_1_1_5,17,799135,10982300,149563000,3174325600,0
2_1_1_6,13,890251,19520600,110971300,3152097400,0
2_1_1_7,17,829361,12566700,130544000,3160729000,0
2_1_1_8,17,818891,16833800,44167600,3106903900,0
2_1_1_9,15,871813,12538600,48424400,3142017600,471
2_1_3_0,25,800741,226814300,75563400,3097655900,0
2_1_3_1,23,843073,14296000,76658300,3131519200,0
2_1_3_2,23,797629,21595100,87618400,3149707000,0
2_1_3_3,21,796293,13943300,76720600,2840320400,0
2_1_3_4,23,1103725,12337400,27748800,3186733800,0
2_1_3_5,25,819985,16545300,41100000,2978541600,0
2_1_3_6,25,1103337,16103300,45527500,3237072600,0
2_1_3_7,21,798711,13450800,26819200,2905730100,0
2_1_3_8,21,796173,16462300,25860200,3100838200,0
2_1_3_9,23,858145,13517300,29218100,2897206100,0
2_1_5_0,31,796293,12035500,38026600,3062861600,0
2_1_5_1,31,909503,83373300,59106100,2992993700,0
2_1_5_2,33,796129,14231000,31059000,3062417100,0
2_1_5_3,33,855685,13655200,41017700,2938223100,0
2_1_5_4,29,809567,12185900,29895700,3080731500,0
2_1_5_5,31,796133,14307700,29639800,2811913400,0
2_1_5_6,33,809199,45936800,43777400,3057264100,0
2_1_5_7,33,796789,11361400,37608600,2821855300,0
2_1_5_8,31,796877,12354600,26827300,3127404400,0
2_1_5_9,29,819985,11194400,23025700,2802249500,0
2_2_1_0,31,1875825,11863500,34339200,3145978300,0
2_2_1_1,31,1859145,11108300,28494600,2836551300,0
2_2_1_2,23,1896734,12485600,11831200,3049767500,5587
2_2_1_3,31,1862593,10127000,19124600,2863165800,0
2_2_1_4,31,1863281,15262900,20965800,3157104900,0
2_2_1_5,31,2497729,745295800,21840000,3009865700,0
2_2_1_6,31,1860951,12583600,26786300,3034802600,0
2_2_1_7,31,1860053,9489100,18534800,2941876100,0
2_2_1_8,31,1861193,701071200,33508800,2847065900,0
2_2_1_9,31,1857721,12642800,41038900,2988588900,0
2_2_3_0,43,1861399,11088900,34981100,2944994700,0
2_2_3_1,41,1903415,13915000,30198600,3129461400,0
2_2_3_2,41,2229763,16637900,65465100,2947217800,0
2_2_3_3,45,1890851,11925500,35526200,2872215100,0
2_2_3_4,45,1888401,11617200,33941700,3161443800,0
2_2_3_5,39,1938455,12120300,29060900,2876070300,0
2_2_3_6,43,1995665,13369300,48459100,2922377900,0
2_2_3_7,41,1857633,11778200,30541000,3148790800,0
