Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1651,7875900,124000,5656679100,0
2_1_1_1,7,67154,26846700,150600,6625602800,15
2_1_1_2,7,3571,26345000,159100,5667193700,1
2_1_1_3,7,2113,26665900,153600,6028528300,61
2_1_1_4,7,174,26701200,144600,5878659200,0
2_1_1_5,7,1990,26792100,160400,6124451500,0
2_1_1_6,3,94362,26507400,139900,6105971600,0
2_1_1_7,7,30432,26722500,160800,6191828900,0
2_1_1_8,7,45552,28116100,152800,6284317600,95
2_1_1_9,5,75339,28272000,164800,6687654000,969
2_1_3_0,15,5897,28131700,274600,6328706600,0
2_1_3_1,13,168557,33389000,218000,6319925900,0
2_1_3_2,13,10745,26474400,196100,6176034400,0
2_1_3_3,11,10416,26525500,183900,6262067800,0
2_1_3_4,13,1058241,26785500,242000,6243400300,0
2_1_3_5,15,122955,27079000,253200,5911431500,0
2_1_3_6,15,616933,26648100,276800,6237216800,0
2_1_3_7,11,25200,27102100,194000,5939787900,0
2_1_3_8,11,26628,26023100,192600,6016186600,0
2_1_3_9,13,175738,26479900,199500,6161811300,0
2_1_5_0,21,65098,27800800,262900,6011216800,0
2_1_5_1,21,933419,27135600,274000,6614257600,0
2_1_5_2,23,230554,26481200,352100,5711763400,0
2_1_5_3,23,180148,27247500,337700,6104974800,0
2_1_5_4,19,16517,27138800,289400,6201862300,0
2_1_5_5,21,12901,27309700,347600,6132062700,0
2_1_5_6,23,57466,54976100,388000,6041219400,0
2_1_5_7,23,14591,27186300,293800,5986954500,0
2_1_5_8,21,31979,27033200,255400,6042974400,0
2_1_5_9,19,675238,26281500,311500,6243421000,0
2_2_1_0,17,78295,26476700,210900,5984900900,1
2_2_1_1,17,1291,25896200,224900,6078137800,7
2_2_1_2,9,22032,26879900,175100,5954872800,11016
2_2_1_3,17,11068,27258400,217000,5837091200,3
2_2_1_4,17,5487,27114700,215600,5913713600,272
2_2_1_5,17,1486002,27008100,215800,6451025300,4192
2_2_1_6,17,62487,26893900,234400,6063854200,0
2_2_1_7,17,2906,26231100,288000,5998627000,0
2_2_1_8,17,28008,26821900,269400,6139947100,0
2_2_1_9,17,23767,26694000,269700,6133161300,0
2_2_3_0,29,52537,27616400,311100,6305915100,0
2_2_3_1,27,84837,27428700,349400,6205751100,0
2_2_3_2,27,496100,26829800,285300,6216638600,16
2_2_3_3,31,185985,26540700,336800,6534406100,0
2_2_3_4,31,122208,26573700,503100,6028457400,4
2_2_3_5,25,57716,26646000,594100,5957880300,0
