Query,NR,PM,TM
2_1_1_0,3030344,0,440780232
2_1_1_1,0,0,-1378256
2_1_1_2,0,0,-6723128
2_1_1_3,0,0,-13402720
2_1_1_4,0,0,-47712
2_1_1_5,0,0,-5016328
2_1_1_6,0,0,-5039240
2_1_1_7,0,0,78882232
2_1_1_8,0,0,-40322736
2_1_1_9,0,0,-56640
2_1_3_0,0,0,4576
2_1_3_1,0,0,3160
2_1_3_2,0,0,-816
2_1_3_3,0,0,-1816
2_1_3_4,0,0,1888
2_1_3_5,0,0,23042088
2_1_3_6,0,0,-32978696
2_1_3_7,0,0,-8410312
2_1_3_8,0,1679200,8278440
2_1_3_9,0,0,-1599976
2_1_5_0,0,0,-10013144
2_1_5_1,0,0,11626920
2_1_5_2,0,0,-9938368
2_1_5_3,0,0,9940200
2_1_5_4,0,0,-8274288
2_1_5_5,0,0,8271552
2_1_5_6,0,0,5033536
2_1_5_7,0,1673432,1677560
2_1_5_8,0,0,-1216
2_1_5_9,0,1673624,-9972040
2_2_1_0,0,0,-5029576
2_2_1_1,0,0,1622336
2_2_1_2,0,0,-8334536
2_2_1_3,0,1678856,9970696
2_2_1_4,0,0,1709784
2_2_1_5,0,1674672,5003400
2_2_1_6,0,0,-1080
2_2_1_7,0,0,72
2_2_1_8,0,0,-560
2_2_1_9,0,0,1576
2_2_3_0,0,0,23042232
2_2_3_1,0,1663296,-34634136
2_2_3_2,0,1679624,4888992
2_2_3_3,0,1672792,1700144
2_2_3_4,0,1673768,-9971368
2_2_3_5,0,1677472,-8372448
2_2_3_6,0,0,6604416
2_2_3_7,0,0,-13292552
2_2_3_8,0,0,13290296
2_2_3_9,0,1672896,-3281640
2_2_5_0,0,1676488,-3317704
2_2_5_1,0,1676904,-34248
2_2_5_2,0,0,1664464
2_2_5_3,0,0,5006488
2_2_5_4,0,0,-19736
2_2_5_5,0,1673144,-11613896
2_2_5_6,0,0,4927280
2_2_5_7,0,1673424,1678912
2_2_5_8,0,1673744,-6641352
2_2_5_9,0,1676088,3290184
2_3_1_0,1673616,0,1623832
2_3_1_1,0,0,-11613152
2_3_1_2,0,0,3276568
2_3_1_3,0,0,3344968
2_3_1_4,0,0,29567760
2_3_1_5,0,0,-12666320
2_3_1_6,0,0,-21861984
2_3_1_7,0,1676800,3276808
2_3_1_8,0,0,616
2_3_1_9,0,0,4248
2_3_3_0,0,0,-14935520
2_3_3_1,1680456,0,-5082680
2_3_3_2,0,0,9976240
2_3_3_3,0,1672904,6703360
2_3_3_4,0,1673704,1304
2_3_3_5,0,0,-1658784
2_3_3_6,0,1673856,-11634280
2_3_3_7,0,0,4932856
2_3_3_8,0,0,5014616
2_3_3_9,0,1674312,-13287528
2_3_5_0,0,1679960,50787472
2_3_5_1,1651072,0,-12100736
2_3_5_2,0,1679608,-10206000
2_3_5_3,0,1675736,-3438664
2_3_5_4,0,1673680,-1665920
2_3_5_5,0,1673672,-1672784
2_3_5_6,0,1673816,-1670544
2_3_5_7,0,1673920,-1671784
2_3_5_8,0,1673712,-1687104
2_3_5_9,0,1673688,-1658136
3_1_1_0,0,0,-1741160
3_1_1_1,0,0,-18290856
3_1_1_2,0,1679368,-16777592
