Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,1861367,177184100,308793700,4689636700,1
2_1_1_1,22,1876403,16760100,230787000,3154643600,1330
2_1_1_2,22,1863731,22313200,254417300,3372626800,218
2_1_1_3,22,1861407,11935900,226896300,3186311800,95
2_1_1_4,22,1857627,12854400,204345700,3215696900,0
2_1_1_5,22,1860807,13156700,187465600,3090607600,6
2_1_1_6,18,2020903,24979200,70813900,3225066500,0
2_1_1_7,22,1892717,15164000,72027500,3274859800,922
2_1_1_8,22,1880631,13448000,78604600,3219776400,80
2_1_1_9,20,2026999,17203000,65137800,3369908900,3362
2_1_3_0,30,1862525,12086300,122081700,3457787500,0
2_1_3_1,28,1915211,13077900,71129900,3315437900,0
2_1_3_2,28,1859233,11228800,49577100,3286976400,0
2_1_3_3,26,1857795,14570500,73563900,3185328900,0
2_1_3_4,28,2925684,14754700,55953300,3709007900,206
2_1_3_5,30,1896369,15684600,71439300,3359835400,0
2_1_3_6,30,2166835,14069500,42960700,3173122000,0
2_1_3_7,26,1860667,9222000,24666200,2915215400,0
2_1_3_8,26,1857695,9953500,19041100,3152551400,3
2_1_3_9,28,1944379,9807000,22440600,3047007200,0
2_1_5_0,36,1857821,9725100,33320600,3277124300,0
2_1_5_1,36,2068945,7924900,41932000,3117967000,1163
2_1_5_2,38,1857629,16167700,92242300,3271986100,0
2_1_5_3,38,1917189,14975000,44289300,3105745200,0
2_1_5_4,34,1871571,9837700,29778400,3325541500,0
2_1_5_5,36,1857641,10964300,45569600,3001981600,0
2_1_5_6,38,1880919,10926900,37297200,3317875600,0
2_1_5_7,38,1858369,8686900,28962700,2976824200,0
2_1_5_8,36,1858487,7395600,30558100,3146709800,0
2_1_5_9,34,1884309,9200200,27403200,3051784800,15
2_2_1_0,41,3998906,32733800,77740400,3330993000,23
2_2_1_1,41,3982824,9634100,30289900,3060847600,88
2_2_1_2,33,4075604,8878700,24040900,3238984600,10373
2_2_1_3,41,3994488,8640000,33568900,3037405100,2658
2_2_1_4,41,3990046,12420900,29367100,3271304900,607
2_2_1_5,41,5472956,11512200,40309000,3565076400,212889
2_2_1_6,41,3984515,10208100,39789500,3336425700,0
2_2_1_7,41,3986935,7524200,30180000,2994353600,0
2_2_1_8,41,3984853,13291800,39554800,3271153700,165
2_2_1_9,41,3980749,11076300,53452200,3072900900,0
2_2_3_0,53,3988471,7782100,44500200,3394821400,8
2_2_3_1,51,4027445,8924100,48706600,3143582900,0
2_2_3_2,51,4426708,11382800,63915000,3625638400,494
2_2_3_3,55,4007451,10640700,99003000,3193217500,66
2_2_3_4,55,4038132,10375200,51680900,3140544200,292
2_2_3_5,49,4062779,8533000,48428000,3340346800,0
2_2_3_6,73,7703215,11211200,70842000,3616070800,269146
2_2_3_7,51,3980633,11432800,57438300,3059222300,0
2_2_3_8,51,4022238,10021400,46270000,3327380000,41
2_2_3_9,51,4015347,8799300,38961400,3079914300,0
2_2_5_0,73,4119285,10864100,79846400,3279802300,195
2_2_5_1,69,4315471,8776700,79245000,3396162900,0
2_2_5_2,69,3981549,12154000,71608000,3096603900,0
2_2_5_3,71,3991537,10213700,73214800,3036347500,0
2_2_5_4,69,3987679,8523300,81920800,3309362300,0
2_2_5_5,69,3990782,10684000,63253400,3032332000,0
2_2_5_6,71,3980641,12730100,80162000,2973066600,0
2_2_5_7,67,4109185,11030100,81741800,3606118600,34
2_2_5_8,69,4141133,9990300,87341400,3126264400,0
2_2_5_9,67,4047825,14344700,144682700,3041935700,0
2_3_1_0,55,5453582,14409600,54803400,3408316000,3093
2_3_1_1,55,5310567,11188500,41525600,2918457200,36
2_3_1_2,55,5313400,11188100,96685100,3009996800,0
2_3_1_3,55,5396181,11472800,53605300,3358141400,555
2_3_1_4,55,5331546,11145000,64373900,3079212700,58
2_3_1_5,55,5411036,8696100,45390100,3008703000,0
2_3_1_6,55,5353782,12218300,54681100,3372634500,0
2_3_1_7,49,5315930,8416200,38306600,3032088000,2106
2_3_1_8,49,5323036,11744400,55517400,3039930900,432
2_3_1_9,55,5307512,6978500,42574000,3114419500,0
2_3_3_0,77,5378442,10773500,76260400,3085184100,158
2_3_3_1,71,5350258,9702900,91974200,3105447000,196
2_3_3_2,73,5320798,9437700,76525900,3381903000,2
