Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,11,786177,25767900,176300,10076885500,1
2_1_1_1,11,884100,39287500,177000,8802821200,3616
2_1_1_2,11,788174,39165200,252600,8744466600,177
2_1_1_3,11,786689,44034300,214900,8743612200,157
2_1_1_4,11,784319,38793500,164700,8227896200,0
2_1_1_5,11,786196,39145700,179700,16170144400,5
2_1_1_6,7,977311,39001100,142500,11655191200,0
2_1_1_7,11,830846,38398700,175800,15117315900,1588
2_1_1_8,11,852706,40134400,152900,12981251000,272
2_1_1_9,9,963398,38897300,175600,13508430400,10174
2_1_3_0,19,789961,39427700,259600,9244313800,0
2_1_3_1,17,1037200,37951000,204300,9603388700,0
2_1_3_2,17,799954,38686500,203200,9121847800,0
2_1_3_3,15,799572,50433800,226100,12635826900,0
2_1_3_4,17,2362574,39687000,204800,9729199200,413
2_1_3_5,19,969061,38961200,246600,10743451800,0
2_1_3_6,19,1704756,38828200,250000,9327230200,0
2_1_3_7,15,821191,38967800,203600,10124167400,0
2_1_3_8,15,823699,38787100,194800,9337440600,7
2_1_3_9,17,1046730,38846600,203600,10837132800,0
2_1_5_0,25,879280,38708900,285300,9964691700,0
2_1_5_1,25,2178408,50027000,299800,11589106300,2363
2_1_5_2,27,1129177,40325100,323000,8919166500,0
2_1_5_3,27,1052275,39395300,324900,8756588600,0
2_1_5_4,23,806114,50803200,285100,9288083900,0
2_1_5_5,25,802115,38859500,274800,12009210200,0
2_1_5_6,27,867807,39333400,323100,9272736800,0
2_1_5_7,27,804270,39359900,288900,9452919200,0
2_1_5_8,25,831681,39324400,271900,9277891500,0
2_1_5_9,23,1792536,39027700,289900,13216292600,27
2_2_1_0,29,2470443,38458100,249700,10322349000,17
2_2_1_1,29,2353753,38786100,324700,9602622100,70
2_2_1_2,21,2434957,39113500,264200,10851797900,30826
2_2_1_3,29,3147889,51440000,260500,13927032300,2813
2_2_1_4,29,2358730,39335900,369400,10142796100,800
2_2_1_5,29,4569571,39064700,284500,11286137400,632521
2_2_1_6,29,3229079,38716400,292200,10656478000,0
2_2_1_7,29,3140142,39654700,234800,13417583900,0
2_2_1_8,29,3178579,38996900,273200,10803386300,511
2_2_1_9,29,2387967,38942100,286000,12423092800,0
2_2_3_0,41,3212412,39106400,445500,12606081600,0
2_2_3_1,39,3260954,39463600,366200,14336217600,0
2_2_3_2,39,3874879,38785300,341600,10884135900,528
2_2_3_3,43,3415740,40085600,415800,12825044200,178
2_2_3_4,43,3320355,38637300,412000,10777564900,1033
2_2_3_5,37,3220984,39833200,340900,10990803200,0
2_2_3_6,61,4619806,46030700,593500,12112276200,795743
2_2_3_7,39,3237807,39661200,362800,10543827500,0
2_2_3_8,39,3178646,38926400,356300,10660117700,40
2_2_3_9,39,3273243,38666900,348600,15496826700,3
2_2_5_0,61,3539208,39597600,657300,11155591700,527
2_2_5_1,57,3951123,39018900,568900,10672830200,0
2_2_5_2,57,4252659,39926200,567300,11151339900,0
2_2_5_3,59,3168533,39179400,572200,10028121700,0
2_2_5_4,57,3742097,38950900,563200,10669170300,0
2_2_5_5,57,3663178,39859700,583300,14491053400,0
2_2_5_6,59,3297300,38320200,564000,10738566300,0
2_2_5_7,55,3594464,39440000,591800,12063276600,150
2_2_5_8,57,3658671,38981200,486500,10908717000,0
2_2_5_9,55,3241623,39780100,510500,17794261500,0
2_3_1_0,39,4146393,38735900,343500,13700415500,10218
2_3_1_1,39,3140865,38833200,315400,13080923400,28
2_3_1_2,39,4011945,38653600,427800,10716410500,0
2_3_1_3,39,4043247,37615900,381300,11044085800,471
2_3_1_4,39,3979307,38741400,344600,10895243700,167
2_3_1_5,39,3254927,39671900,316100,10012539000,0
2_3_1_6,39,3941875,38774600,338700,11592193700,0
2_3_1_7,33,3141972,39465800,293400,17478312600,2111
2_3_1_8,33,4020576,39786900,323600,10754947100,436
2_3_1_9,39,3136538,38377500,351400,9085537600,0
2_3_3_0,61,4405341,39002800,564600,10653557200,551
2_3_3_1,55,4105593,38952900,499500,10494309400,269
2_3_3_2,57,4049695,38689400,564800,10309249100,0
2_3_3_3,51,4349586,39493900,419400,12959776400,2024
2_3_3_4,57,5072195,39137500,463500,11841007300,85
2_3_3_5,59,4034632,38724300,621000,13847108800,12
2_3_3_6,61,4503114,39092500,509600,11080970000,12798
2_3_3_7,57,4139717,38512300,506900,10374258300,0
2_3_3_8,55,4151192,49025700,471000,10319907500,0
2_3_3_9,57,4727042,39191200,490700,10873759600,0
2_3_5_0,83,4339559,39346000,821500,13681283600,0
2_3_5_1,85,4414241,39126200,803700,16848791200,0
