Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_1_1_0,853540864,580407744,853540864,579860480,853540864,579860480,853540864,540353808,1560281088
2_1_1_1,853540864,540353808,853540864,539831568,853540864,539831568,956301312,564129760,1560281088
2_1_1_2,956301312,564129760,956301312,563603424,956301312,563603424,956301312,637614544,1560281088
2_1_1_3,956301312,637614544,956301312,637614544,956301312,637614544,951058432,667373792,1560281088
2_1_1_4,951058432,667373792,951058432,667373792,951058432,667373792,1072693248,521664512,1560281088
2_1_1_5,1072693248,521664512,1072693248,521664512,1072693248,521664512,849346560,569108480,1560281088
2_1_1_6,849346560,568586240,849346560,568586240,849346560,568586240,832569344,284020960,1560281088
2_1_1_7,832569344,283498720,832569344,283498720,832569344,283498720,832569344,552924176,1560281088
2_1_1_8,832569344,552401936,832569344,552401936,832569344,552401936,832569344,519567360,1560281088
2_1_1_9,832569344,519045120,832569344,519045120,832569344,519045120,832569344,547878912,1560281088
2_1_3_0,832569344,547356672,832569344,547356672,832569344,547356672,832569344,565704704,1560281088
2_1_3_1,832569344,565182464,832569344,565182464,832569344,565182464,832569344,240051712,1560281088
2_1_3_2,832569344,239529472,832569344,239529472,832569344,239529472,832569344,519567360,1560281088
2_1_3_3,832569344,519045120,832569344,519045120,832569344,519045120,832569344,566753280,1560281088
2_1_3_4,832569344,566231040,832569344,566231040,832569344,566231040,832569344,244542976,1560281088
2_1_3_5,832569344,244020736,832569344,244020736,832569344,244020736,832569344,528480256,1560281088
2_1_3_6,832569344,527958016,832569344,527958016,832569344,527958016,832569344,235403264,1560281088
2_1_3_7,832569344,234881024,832569344,234881024,832569344,234881024,832569344,501217280,1560281088
2_1_3_8,832569344,500695040,832569344,500695040,832569344,500695040,832569344,567277568,1560281088
2_1_3_9,832569344,566755328,832569344,566755328,832569344,566755328,832569344,237954560,1560281088
2_1_5_0,832569344,237432320,832569344,236905984,832569344,236905984,832569344,504365056,1560281088
2_1_5_1,832569344,504365056,832569344,503838720,832569344,503838720,832569344,565706752,1560281088
2_1_5_2,832569344,565706752,832569344,565180416,832569344,565180416,832569344,241923584,1560281088
2_1_5_3,832569344,241923584,832569344,241397248,832569344,241397248,832569344,527433728,1560281088
2_1_5_4,832569344,527433728,832569344,526907392,832569344,526907392,832569344,234573312,1560281088
2_1_5_5,832569344,234573312,832569344,234046976,832569344,234046976,832569344,517996544,1560281088
2_1_5_6,832569344,517996544,832569344,517470208,832569344,517470208,832569344,567279616,1560281088
2_1_5_7,832569344,567279616,832569344,566753280,832569344,566753280,832569344,241172480,1560281088
2_1_5_8,832569344,241172480,832569344,240646144,832569344,240646144,832569344,526385152,1560281088
2_1_5_9,832569344,526385152,832569344,525858816,832569344,525858816,832569344,233524736,1560281088
2_2_1_0,832569344,233524736,832569344,232998400,832569344,232998400,832569344,498073600,1560281088
2_2_1_1,832569344,498073600,832569344,497547264,832569344,497547264,832569344,537395200,1560281088
2_2_1_2,832569344,537395200,832569344,537395200,832569344,537395200,832569344,243502080,1560281088
2_2_1_3,832569344,242979840,832569344,242453504,832569344,242453504,832569344,524288000,1560281088
2_2_1_4,832569344,524288000,832569344,523761664,832569344,523761664,832569344,558891008,1560281088
2_2_1_5,832569344,558891008,832569344,558364672,832569344,558364672,832569344,245828096,1560281088
2_2_1_6,832569344,245828096,832569344,245301760,832569344,245301760,832569344,529006592,1560281088
2_2_1_7,832569344,529006592,832569344,528480256,832569344,528480256,832569344,235929600,1560281088
2_2_1_8,832569344,235929600,832569344,235403264,832569344,235403264,832569344,522715136,1560281088
2_2_1_9,832569344,522715136,832569344,522188800,832569344,522188800,832569344,232783872,1560281088
2_2_3_0,832569344,232783872,832569344,232257536,832569344,232257536,832569344,517472256,1560281088
2_2_3_1,832569344,517472256,832569344,516423680,832569344,516423680,832569344,233528320,1560281088
2_2_3_2,832569344,233528320,832569344,233001984,832569344,233001984,832569344,489684992,1560281088
2_2_3_3,832569344,489684992,832569344,488636416,832569344,488636416,832569344,534773760,1560281088
2_2_3_4,832569344,534773760,832569344,533725184,832569344,533725184,832569344,242221056,1560281088
2_2_3_5,832569344,242221056,832569344,241694720,832569344,241694720,832569344,518520832,1560281088
2_2_3_6,832569344,518520832,832569344,517994496,832569344,517994496,832569344,232783872,1560281088
2_2_3_7,832569344,232783872,832569344,232257536,832569344,232257536,832569344,513277952,1560281088
2_2_3_8,832569344,513277952,832569344,512229376,832569344,512229376,832569344,567803904,1560281088
2_2_3_9,832569344,567803904,832569344,567277568,832569344,567277568,832569344,241923584,1560281088
2_2_5_0,832569344,241923584,832569344,240875008,832569344,240875008,832569344,525860864,1560281088
2_2_5_1,832569344,525860864,832569344,524285952,832569344,524285952,832569344,232475648,1560281088
2_2_5_2,832569344,232475648,832569344,231427072,832569344,231427072,832569344,515897344,1560281088
2_2_5_3,832569344,515375104,832569344,514326528,832569344,514326528,832569344,232176128,1560281088
