Query,NR,PM,TM
2_1_1_0,0,0,174052896
2_1_1_1,0,0,-15071744
2_1_1_2,0,0,-46160
2_1_1_3,0,0,-1672904
2_1_1_4,0,0,69009632
2_1_1_5,0,0,-35532768
2_1_1_6,0,0,-21669200
2_1_1_7,0,0,-10089248
2_1_1_8,0,0,-1718280
2_1_1_9,0,0,-5656
2_1_3_0,0,0,9848
2_1_3_1,0,0,-8376240
2_1_3_2,0,0,75532696
2_1_3_3,0,0,-13409528
2_1_3_4,0,0,-33565616
2_1_3_5,0,0,1594704
2_1_3_6,0,0,-8314896
2_1_3_7,0,0,8270568
2_1_3_8,0,0,-6603240
2_1_3_9,0,0,6604496
2_1_5_0,0,0,3386616
2_1_5_1,0,0,5011352
2_1_5_2,0,0,-1176
2_1_5_3,0,0,-2776
2_1_5_4,1689856,0,-3353720
2_1_5_5,0,0,-7608
2_1_5_6,0,0,-2392
2_1_5_7,0,0,-1808
2_1_5_8,1673960,0,-1660568
2_1_5_9,0,0,-11496
2_2_1_0,0,0,-5240
2_2_1_1,0,0,1864
2_2_1_2,0,0,-8672
2_2_1_3,0,0,2656
2_2_1_4,0,0,4088
2_2_1_5,0,0,23039576
2_2_1_6,0,0,-32978200
2_2_1_7,0,0,-13415760
2_2_1_8,0,0,1596608
2_2_1_9,0,1674216,5006176
2_2_3_0,0,0,6705840
2_2_3_1,0,0,-8273000
2_2_3_2,0,0,4922736
2_2_3_3,0,1672896,-4942512
2_2_3_4,0,0,6621800
2_2_3_5,0,0,-9945792
2_2_3_6,0,0,9941680
2_2_3_7,0,0,5035600
2_2_3_8,0,0,3347272
2_2_3_9,0,0,1663720
2_2_5_0,0,0,29928
2_2_5_1,0,0,-9954048
2_2_5_2,0,0,1612480
2_2_5_3,0,1674928,4997848
2_2_5_4,0,0,-4989448
2_2_5_5,0,0,1640880
2_2_5_6,0,0,-3325608
2_2_5_7,0,1674632,-26160
2_2_5_8,1689992,0,-6655592
2_2_5_9,0,0,28002296
2_3_1_0,0,0,-34662304
2_3_1_1,0,0,-63280
2_3_1_2,0,0,-8339328
2_3_1_3,0,0,9957000
2_3_1_4,0,0,-9946312
2_3_1_5,0,1680112,8264424
2_3_1_6,0,0,5015128
2_3_1_7,0,0,3365848
2_3_1_8,0,0,936
2_3_1_9,0,0,4304
2_3_3_0,0,0,26720
2_3_3_1,1673680,0,-11640528
2_3_3_2,0,1678504,6576048
2_3_3_3,0,0,1697152
2_3_3_4,0,1673736,-3314328
2_3_3_5,0,1674584,-19824
2_3_3_6,1681840,0,-4982544
2_3_3_7,0,0,3292872
2_3_3_8,0,1673744,-1660320
2_3_3_9,0,0,-11384
2_3_5_0,0,1673720,-11584688
2_3_5_1,0,1679480,-3386728
2_3_5_2,0,1677088,-6684416
2_3_5_3,0,0,23781776
2_3_5_4,0,1630952,-8718136
2_3_5_5,0,1675616,-41304
2_3_5_6,0,1673456,-13282512
2_3_5_7,0,1679840,-11745024
2_3_5_8,0,0,11607296
2_3_5_9,0,0,8393200
3_1_1_0,0,0,-16707264
3_1_1_1,0,0,-13438816
3_1_1_2,0,0,-45760
3_1_1_3,0,0,11660312
3_1_1_4,0,1670488,6729800
3_1_1_5,0,0,-6608848
3_1_1_6,0,0,-13407936
3_1_1_7,0,0,-45584
3_1_1_8,0,0,1668928
3_1_1_9,0,0,1678192
3_1_3_0,1682808,0,3345040
3_1_3_1,0,0,11696632
3_1_3_2,0,0,1720888
3_1_3_3,0,0,6671008
3_1_3_4,0,0,-704
3_1_3_5,0,0,432
3_1_3_6,0,0,-3912
3_1_3_7,0,0,-2768
3_1_3_8,0,0,4776
3_1_3_9,0,0,-328
3_1_5_0,0,0,23049576
3_1_5_1,0,1663256,-34637592
3_1_5_2,0,1679568,-6744680
3_1_5_3,0,1678016,4933152
3_1_5_4,0,1672888,-1609712
3_1_5_5,0,0,-8328920
3_1_5_6,0,1679560,6592400
3_1_5_7,0,1672880,-3276624
3_1_5_8,0,0,-18288
3_1_5_9,0,0,6649072
3_2_1_0,0,0,3345976
3_2_1_1,0,0,2712
3_2_1_2,0,0,-584
3_2_1_3,0,0,264
3_2_1_4,0,0,-6728
3_2_1_5,0,0,5048
3_2_1_6,0,0,1184
3_2_1_7,0,0,-1200
3_2_1_8,0,0,1368
3_2_1_9,0,0,-4816
3_2_3_0,0,0,1688184
3_2_3_1,0,0,-16631680
3_2_3_2,1688616,0,-8419816
3_2_3_3,0,0,-3381456
3_2_3_4,0,0,-1688376
3_2_3_5,0,1676816,-8365384
3_2_3_6,0,0,75617576
3_2_3_7,0,0,-8632544
3_2_3_8,0,0,-5085336
3_2_3_9,0,1673432,-9977496
3_2_5_0,0,0,-3374416
3_2_5_1,0,1673712,-13282376
3_2_5_2,0,1677256,-23433160
3_2_5_3,0,1680568,-10097872
3_2_5_4,0,1679976,-5059144
3_2_5_5,0,1677656,4985616
3_2_5_6,0,1673840,8350240
3_2_5_7,0,0,-28506312
3_2_5_8,0,1652720,-1576528
3_2_5_9,0,1677872,77218680
3_3_1_0,0,0,-13502448
3_3_1_1,0,0,-8446728
3_3_1_2,0,0,-3429904
3_3_1_3,0,0,-30019664
3_3_1_4,0,0,141556888
3_3_1_5,3544032,0,-104966848
3_3_1_6,0,0,-10042752
3_3_1_7,1684104,0,-3427096
3_3_1_8,0,1673952,-23266968
3_3_1_9,1697880,0,1478328
3_3_3_0,0,1673728,-16621672
3_3_3_1,0,0,6596960
3_3_3_2,1672840,0,8383424
3_3_3_3,0,0,-4975400
3_3_3_4,0,0,3300904
3_3_3_5,0,0,-3309712
3_3_3_6,0,0,3311136
3_3_3_7,0,0,-11635128
3_3_3_8,0,1678912,-11720752
3_3_3_9,0,1680768,9943416
3_3_5_0,0,1672920,6754256
3_3_5_1,0,1673456,-9958888
3_3_5_2,0,1678064,6605104
3_3_5_3,0,1673448,4953952
3_3_5_4,0,1671000,-1678472
3_3_5_5,0,1671168,-18230576
3_3_5_6,0,1678728,31289808
3_3_5_7,0,1663296,-1253152
3_3_5_8,0,1673448,-13274032
3_3_5_9,1677480,0,-18483032
