Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1473,81529300,108200,43151130400,0
2_1_1_1,7,126354,53445500,136000,41749618800,0
2_1_1_2,7,3008,52379800,170600,42017289400,0
2_1_1_3,7,1702,54566300,145300,42355794600,0
2_1_1_4,7,169,230930500,138900,42173948700,0
2_1_1_5,7,1658,147732500,129400,41804900100,0
2_1_1_6,3,189278,52726400,65500,41857044900,0
2_1_1_7,7,58162,52438700,116000,41718287400,0
2_1_1_8,7,45693,65232300,131300,41994509200,0
2_1_1_9,5,151056,53049800,115300,41597263600,1779
2_1_3_0,15,4892,85169600,187700,41995656900,0
2_1_3_1,13,291679,52384000,166000,41437113400,0
2_1_3_2,13,20615,50845700,144200,42055549200,0
2_1_3_3,11,20443,50931600,192600,41298172300,0
2_1_3_4,13,616430,186322500,178900,42145476800,0
2_1_3_5,15,190743,75969000,160600,41712661100,0
2_1_3_6,15,615765,52023300,149400,41985862100,0
2_1_3_7,11,48850,52254200,140400,41502600800,0
2_1_3_8,11,26814,51773500,150900,42092941300,0
2_1_3_9,13,300040,51093700,129800,41745990500,0
2_1_5_0,21,125232,86182500,230100,42084131200,0
2_1_5_1,21,1040935,51633000,204900,41795986700,0
2_1_5_2,23,335704,51084500,233500,41920875200,0
2_1_5_3,23,236297,51370000,217200,41608411200,0
2_1_5_4,19,27303,138367800,177800,42585645600,0
2_1_5_5,21,22943,137596800,246500,41762202000,0
2_1_5_6,23,68310,51016800,223200,42475779600,0
2_1_5_7,23,25549,53298700,196500,41767349000,0
2_1_5_8,21,60517,67181400,208000,42118048200,0
2_1_5_9,19,707846,50971300,186200,41841230400,0
2_2_1_0,17,156781,145465500,177000,42198248700,0
2_2_1_1,17,911,51216900,193000,41787689200,0
2_2_1_2,9,43718,51489800,143800,42296065000,21859
2_2_1_3,17,5548,53437500,314800,41885532300,0
2_2_1_4,17,4025,216759300,158600,42095809100,0
2_2_1_5,17,663286,71225600,201400,41863032500,0
2_2_1_6,17,122490,52120600,154300,41967586200,0
2_2_1_7,17,2140,50978500,189700,41538992800,0
2_2_1_8,17,54721,52264500,192700,42119914400,0
2_2_1_9,17,47503,51863400,181300,41546146300,0
2_2_3_0,29,95703,142337500,256400,42151780300,0
2_2_3_1,27,162440,52359900,240500,41485942400,0
2_2_3_2,27,765407,52857300,241200,42339531200,0
2_2_3_3,31,263990,53008600,271500,41657130100,0
2_2_3_4,31,130975,63712500,262000,42203758300,0
2_2_3_5,25,92879,100512300,217800,41544667800,0
2_2_3_6,29,813130,52548400,256000,42187512000,0
2_2_3_7,27,134430,51095500,288500,41471462300,0
2_2_3_8,27,53953,54059000,225400,41963884200,0
2_2_3_9,27,178747,54505700,244000,41769022600,0
2_2_5_0,49,176867,1006187000,373600,42245173500,0
2_2_5_1,45,988197,62955800,351900,42081727600,0
2_2_5_2,45,875480,68516300,376000,42224046500,0
2_2_5_3,47,32203,51201300,373700,41826322500,0
2_2_5_4,45,802491,70244300,393900,42271151400,0
2_2_5_5,45,670741,70586800,371300,41726901700,0
2_2_5_6,47,142828,52336300,393900,42370852900,0
2_2_5_7,43,525947,52848900,333000,41779221000,0
2_2_5_8,45,626474,53872400,395100,42197023400,0
2_2_5_9,43,62742,53300900,383800,41542234000,0
2_3_1_0,27,185222,136989600,202400,42297208700,0
2_3_1_1,27,4267,51488200,201300,41419000500,0
2_3_1_2,27,121294,52487900,303900,42019756500,0
2_3_1_3,27,129246,51198600,234500,41623899100,0
2_3_1_4,27,61007,156219400,220600,42022671300,0
2_3_1_5,27,88123,138418900,208600,41484162900,0
2_3_1_6,27,9169,52776100,224400,42123428400,0
2_3_1_7,21,5766,53645200,179900,42627076400,0
2_3_1_8,21,128751,52464700,171100,42015434700,342
2_3_1_9,27,4,52888800,209400,41684350000,0
2_3_3_0,49,522556,51019500,371300,42574863100,0
2_3_3_1,43,164347,51069200,440700,41762467500,0
2_3_3_2,45,147138,57758700,392900,41987440400,0
2_3_3_3,39,446540,52746600,288400,41697599000,0
2_3_3_4,45,1097449,116862400,327000,42775049900,0
2_3_3_5,47,143336,52608800,318200,41649169100,0
2_3_3_6,49,272093,57849800,387900,42188736400,0
2_3_3_7,45,289976,52580600,359500,41835722600,0
2_3_3_8,43,167870,51121200,312800,42334946100,0
2_3_3_9,45,706847,67633100,346000,42003487300,0
2_3_5_0,71,351794,137366200,535100,42267527300,0
2_3_5_1,73,430893,55294400,598100,41792377800,0
2_3_5_2,71,299052,51309200,559600,42306319500,0
2_3_5_3,63,918533,55164400,528100,42166759400,0
2_3_5_4,67,343464,225319700,521700,42082284700,0
2_3_5_5,69,344548,141719000,724500,42035769900,0
2_3_5_6,71,253666,52937600,537800,41764441800,0
2_3_5_7,71,372631,62173900,580600,42685843100,0
2_3_5_8,65,124925,53278700,535800,41510048800,0
2_3_5_9,71,240867,51410800,622100,42100959800,0
3_1_1_0,10,202956,188821500,139800,41672039700,0
3_1_1_1,8,20372,52317700,143600,42408232900,0
3_1_1_2,10,1058,50970500,127100,41466838500,0
3_1_1_3,10,695369,52431300,115200,42250332300,0
3_1_1_4,10,659529,131378600,144700,42183856100,0
3_1_1_5,8,114077,137900800,146400,42152625200,0
3_1_1_6,6,651608,51956400,93600,41783132900,0
3_1_1_7,8,89107,51642600,102700,42186087100,0
3_1_1_8,6,511,51554400,105100,41621202000,0
3_1_1_9,10,710281,52427400,142100,42621733700,0
3_1_3_0,20,705004,154696600,188800,41923731900,0
3_1_3_1,18,235959,51890300,150200,42307011200,0
3_1_3_2,20,312927,62436300,192200,41644734600,0
3_1_3_3,22,121240,51379800,183400,42022047700,0
3_1_3_4,22,3837,138265800,203600,41586682000,0
3_1_3_5,22,138224,94063400,206300,42123601300,0
3_1_3_6,18,1724,52427500,179100,41486830000,0
3_1_3_7,16,141534,52086700,149500,42281486200,0
3_1_3_8,20,55441,51520600,158600,41972964400,0
3_1_3_9,20,70194,54611800,186700,42055857200,0
3_1_5_0,34,396144,69205800,276800,41609487400,0
3_1_5_1,32,146970,50898900,258500,42288129000,0
3_1_5_2,30,302460,51964100,256200,41787894000,0
3_1_5_3,28,242139,51054600,215600,42097725000,0
3_1_5_4,32,927868,53091300,281000,41775176100,0
3_1_5_5,32,95855,155874200,249400,42100131600,0
3_1_5_6,32,260856,52718700,267300,41619948400,0
3_1_5_7,30,52279,52854200,263900,42002244300,0
3_1_5_8,32,124436,51370200,279300,41601573600,0
3_1_5_9,32,275395,51471600,237400,42121578000,0
3_2_1_0,25,192,73016300,200800,41601951600,0
3_2_1_1,25,662739,52662100,217100,42627447100,0
3_2_1_2,25,139644,51580500,192300,41497495300,0
3_2_1_3,25,4550,51150000,245400,42019481200,0
3_2_1_4,19,118778,149314500,169900,41615827500,0
3_2_1_5,25,47504,135525500,237800,41995046400,0
3_2_1_6,25,777925,51610300,189900,41893574300,0
3_2_1_7,25,3175,52476000,201100,42009597700,0
3_2_1_8,25,269594,51440200,188400,41833023600,0
3_2_1_9,21,827581,52815300,219100,42317687200,0
3_2_3_0,45,603967,52528800,322600,41920204600,0
3_2_3_1,41,977472,52200400,287000,42468813100,0
3_2_3_2,47,1031210,51511500,472500,42180189700,0
3_2_3_3,43,113179,51942000,432300,42497790100,0
3_2_3_4,41,368152,171511300,311200,41868014500,0
3_2_3_5,43,1007470,141025800,308600,42555493000,0
3_2_3_6,45,674584,51457800,321400,41597143200,0
3_2_3_7,41,148904,50833800,300200,42125100200,0
3_2_3_8,43,963735,60122900,297000,42079977600,0
3_2_3_9,45,778775,52363100,303500,42212235900,0
3_2_5_0,65,623420,63682500,487600,42269907200,0
3_2_5_1,71,276268,52363800,579900,42497945100,0
3_2_5_2,69,918144,52599700,525900,42111344200,0
3_2_5_3,65,126524,51099400,524700,42103210700,0
3_2_5_4,65,859548,148475900,456900,41678216400,0
3_2_5_5,71,330652,139587100,517200,42167500500,0
3_2_5_6,65,593456,52021000,491900,42376787700,0
3_2_5_7,63,750681,63538300,461700,42504015500,0
3_2_5_8,65,981120,53282100,456400,42314566500,0
3_2_5_9,61,272459,52760900,445700,42123016500,0
3_3_1_0,40,901482,159221600,252400,41980390600,0
3_3_1_1,40,183038,52350300,272500,42193120700,0
3_3_1_2,34,102211,51164800,290300,41469391900,0
3_3_1_3,40,4373,53257600,298000,42290563200,0
3_3_1_4,40,141642,117959800,286800,41560341200,0
3_3_1_5,40,3140,52083000,252700,42480795300,0
3_3_1_6,36,891,52325500,235400,41644169100,0
3_3_1_7,40,950568,52223500,315300,42765558200,0
3_3_1_8,40,3339,53795200,273100,41735160300,0
3_3_1_9,40,8170,51894000,245800,42511280500,0
3_3_3_0,64,348672,49843500,406200,41629607800,0
3_3_3_1,70,117111,51157600,462200,42245205500,0
3_3_3_2,66,748837,53349600,432200,41938458300,0
3_3_3_3,70,188680,51923900,474700,42070366600,0
3_3_3_4,68,53240,51373700,630600,41602511300,0
3_3_3_5,68,752957,52039800,453500,42253952700,0
3_3_3_6,70,453567,52593800,564600,41846592400,0
3_3_3_7,64,519152,51269700,405500,42160952900,0
3_3_3_8,68,349802,51681700,442700,41800762300,0
3_3_3_9,72,837930,51547800,500500,42270993000,0
3_3_5_0,104,992359,146997900,752200,41855448500,0
3_3_5_1,102,1036896,144404800,730100,42558677200,0
3_3_5_2,104,641661,308667000,784300,42499655600,0
3_3_5_3,102,1151904,327096200,796700,42498367600,0
3_3_5_4,98,471002,52975100,711300,42119971000,0
3_3_5_5,104,1307831,172677600,805700,42712976000,0
3_3_5_6,106,296825,148690900,756300,42376734100,0
3_3_5_7,108,1340856,147627300,808400,42523629800,0
3_3_5_8,100,1310857,147698900,735900,42843729900,0
3_3_5_9,100,906526,167567500,788400,42272485400,0
