Query,NR,PM,TM
2_1_1_0,0,0,-365786352
2_1_1_1,0,0,-92693552
2_1_1_2,0,0,24769480
2_1_1_3,0,0,43244192
2_1_1_4,0,0,75710120
2_1_1_5,0,0,-162756312
2_1_1_6,0,0,69329944
2_1_1_7,0,0,63989112
2_1_1_8,0,0,13950872
2_1_1_9,0,0,-131963952
2_1_3_0,0,4110456,18027200
2_1_3_1,0,0,80254808
2_1_3_2,0,0,-94434288
2_1_3_3,0,0,27575784
2_1_3_4,0,0,11381576
2_1_3_5,0,0,65066536
2_1_3_6,0,0,-153681960
2_1_3_7,0,0,60071360
2_1_3_8,0,0,32100072
2_1_3_9,0,3544184,57382480
2_1_5_0,0,0,-131832920
2_1_5_1,0,0,38803208
2_1_5_2,0,0,28567008
2_1_5_3,0,0,68827360
2_1_5_4,0,0,-153896848
2_1_5_5,0,0,56501888
2_1_5_6,0,0,31658768
2_1_5_7,0,3544088,77622056
2_1_5_8,0,0,-123705056
2_1_5_9,0,3543920,21142816
2_2_1_0,0,0,7196896
2_2_1_1,0,0,64917000
2_2_1_2,0,0,23679400
2_2_1_3,0,0,-121269744
2_2_1_4,0,0,32748200
2_2_1_5,0,0,60723656
2_2_1_6,0,0,-142274408
2_2_1_7,0,3544048,33196648
2_2_1_8,3992616,0,37239064
2_2_1_9,0,3543960,64761768
2_2_3_0,0,0,-149955856
2_2_3_1,0,0,55942920
2_2_3_2,0,3963512,32241448
2_2_3_3,0,3544032,57792680
2_2_3_4,0,0,-132191688
2_2_3_5,0,0,35084632
2_2_3_6,0,0,28718560
2_2_3_7,0,0,68144000
2_2_3_8,0,0,-149705912
2_2_3_9,0,0,56506016
2_2_5_0,0,0,35279432
2_2_5_1,0,0,77558184
2_2_5_2,0,0,-123665112
2_2_5_3,0,0,25410264
2_2_5_4,0,0,-567664
2_2_5_5,3560416,0,68564024
2_2_5_6,0,0,-153674392
2_2_5_7,0,0,53443928
2_2_5_8,0,0,24529752
2_2_5_9,0,3544312,76596664
2_3_1_0,0,0,-115580776
2_3_1_1,0,0,23803088
2_3_1_2,0,0,8090248
2_3_1_3,0,0,67616056
2_3_1_4,0,0,28084704
2_3_1_5,0,0,-117736672
2_3_1_6,0,0,32678496
2_3_1_7,0,0,60325768
2_3_1_8,0,0,-141853264
2_3_1_9,0,3544032,33196992
2_3_3_0,0,3984440,37244136
2_3_3_1,0,3544192,64869472
2_3_3_2,0,3743280,-153640032
2_3_3_3,0,0,56456248
2_3_3_4,0,3973936,31752840
2_3_3_5,3560360,0,59484728
2_3_3_6,0,0,-144623800
2_3_3_7,0,3544008,23935664
2_3_3_8,0,4110568,21598104
2_3_3_9,0,0,70942128
2_3_5_0,0,0,28301008
2_3_5_1,0,0,-117905816
2_3_5_2,0,4015960,28864360
2_3_5_3,0,3543992,59556720
2_3_5_4,0,0,-130486488
2_3_5_5,0,0,66281752
2_3_5_6,0,3816688,25635216
2_3_5_7,0,0,63030064
2_3_5_8,0,0,-90269296
2_3_5_9,0,4309288,-37347568
3_1_1_0,0,0,83788344
3_1_1_1,0,0,15398680
3_1_1_2,0,0,-120048040
3_1_1_3,0,0,27862560
3_1_1_4,0,0,58982464
3_1_1_5,0,0,33167808
3_1_1_6,0,0,-113986408
3_1_1_7,0,0,53740832
3_1_1_8,0,0,62200920
3_1_1_9,0,0,5170264
3_1_3_0,0,0,-123182144
3_1_3_1,0,0,26968328
3_1_3_2,0,0,58136512
3_1_3_3,0,0,26966360
3_1_3_4,0,0,-114030080
3_1_3_5,0,0,53774728
3_1_3_6,0,0,62165360
3_1_3_7,0,0,5145056
3_1_3_8,0,0,-122966512
3_1_3_9,0,0,27275832
3_1_5_0,0,0,59778304
3_1_5_1,0,0,39476704
3_1_5_2,0,0,-113155688
3_1_5_3,0,0,45840368
3_1_5_4,0,0,62524368
3_1_5_5,0,0,4822264
3_1_5_6,0,0,-150548904
3_1_5_7,0,0,15823312
3_1_5_8,0,0,14366976
3_1_5_9,0,0,3397248
3_2_1_0,0,0,61488824
3_2_1_1,0,0,30642472
3_2_1_2,0,3544032,-114899352
3_2_1_3,0,0,61777736
3_2_1_4,0,0,58304200
3_2_1_5,3858600,0,1592440
3_2_1_6,0,0,-119522200
3_2_1_7,0,4047288,23322624
3_2_1_8,0,0,55859008
3_2_1_9,0,3973960,39374440
3_2_3_0,0,3544512,-116360920
3_2_3_1,0,3837720,41664528
3_2_3_2,0,0,62844608
3_2_3_3,0,0,8033960
3_2_3_4,0,0,-129084600
3_2_3_5,0,0,22211280
3_2_3_6,0,0,76508328
3_2_3_7,0,0,-90690520
3_2_3_8,0,0,28069080
3_2_3_9,0,0,7446864
3_2_5_0,0,0,68141680
3_2_5_1,0,3732840,-153432288
3_2_5_2,0,0,50203504
3_2_5_3,0,0,24260152
3_2_5_4,0,3544088,76097288
3_2_5_5,0,3837648,-118954400
3_2_5_6,0,0,24368520
3_2_5_7,0,0,4015040
3_2_5_8,0,3544376,68223296
3_2_5_9,0,0,20381056
3_3_1_0,0,3544128,-132395704
3_3_1_1,0,0,18871704
3_3_1_2,0,3544024,55773816
3_3_1_3,0,3985000,36013384
3_3_1_4,0,0,-113313376
3_3_1_5,0,0,45940216
3_3_1_6,0,0,62227320
3_3_1_7,0,3858640,1256608
3_3_1_8,0,0,-151170832
3_3_1_9,0,0,16485408
3_3_3_0,0,0,17792192
3_3_3_1,0,0,7077000
3_3_3_2,0,0,57656400
3_3_3_3,0,0,34045192
3_3_3_4,0,0,-107548544
3_3_3_5,0,0,65012808
3_3_3_6,0,0,64999632
3_3_3_7,0,0,-164244936
3_3_3_8,0,0,50163424
3_3_3_9,0,4089304,23757768
3_3_5_0,0,0,81973096
3_3_5_1,0,0,-103230712
3_3_5_2,3543952,0,40533072
3_3_5_3,0,0,-5047080
3_3_5_4,0,0,72666208
3_3_5_5,0,0,-156571496
3_3_5_6,0,0,55346616
3_3_5_7,0,3543976,50335320
3_3_5_8,0,0,27579880
3_3_5_9,0,0,-106907416
