Query,NR,PM,TM
2_1_1_0,0,0,-297128920
2_1_1_1,0,0,179785872
2_1_1_2,0,0,-299503744
2_1_1_3,0,0,-151962912
2_1_1_4,0,0,11148512
2_1_1_5,0,0,-32252736
2_1_1_6,0,0,84743144
2_1_1_7,0,0,50126288
2_1_1_8,0,0,-14670472
2_1_1_9,0,0,22071632
2_1_3_0,0,0,-11436936
2_1_3_1,0,0,-108401048
2_1_3_2,0,0,75355776
2_1_3_3,0,0,72061560
2_1_3_4,0,3537136,-93687144
2_1_3_5,0,0,51175048
2_1_3_6,0,0,-81290272
2_1_3_7,0,0,67107032
2_1_3_8,0,0,-93673440
2_1_3_9,0,0,79498040
2_1_5_0,0,0,78371496
2_1_5_1,0,3848112,-153159200
2_1_5_2,0,0,29369624
2_1_5_3,0,0,20295968
2_1_5_4,0,0,98142000
2_1_5_5,0,0,-94611584
2_1_5_6,0,0,53067872
2_1_5_7,0,0,-3467944
2_1_5_8,0,0,-113379112
2_1_5_9,0,0,35430472
2_2_1_0,0,0,37416256
2_2_1_1,0,0,26379056
2_2_1_2,0,0,76839072
2_2_1_3,0,0,-148337856
2_2_1_4,0,0,71529440
2_2_1_5,0,0,-100083096
2_2_1_6,0,0,50421048
2_2_1_7,0,0,75799568
2_2_1_8,3961144,0,-97473672
2_2_1_9,0,0,55180744
2_2_3_0,0,3994984,-2449688
2_2_3_1,0,0,-112878152
2_2_3_2,0,0,38442568
2_2_3_3,0,0,31410944
2_2_3_4,0,0,14695088
2_2_3_5,0,0,95043856
2_2_3_6,0,0,-95074512
2_2_3_7,0,0,53060576
2_2_3_8,0,0,-7047432
2_2_3_9,0,3544064,-113469824
2_2_5_0,0,0,39091584
2_2_5_1,0,3544032,73221952
2_2_5_2,0,0,-98028640
2_2_5_3,0,0,84493904
2_2_5_4,0,0,25413192
2_2_5_5,0,0,-100475832
2_2_5_6,0,0,50857816
2_2_5_7,0,3544048,74822744
2_2_5_8,0,4026376,-27381408
2_2_5_9,0,0,-49472
2_3_1_0,0,0,-101107128
2_3_1_1,0,0,35574640
2_3_1_2,0,0,-7154688
2_3_1_3,0,0,54625992
2_3_1_4,0,0,1907208
2_3_1_5,0,0,-101336816
2_3_1_6,0,0,51751712
2_3_1_7,0,0,76958584
2_3_1_8,0,0,-119506760
2_3_1_9,0,0,52054112
2_3_3_0,0,0,4688800
2_3_3_1,0,0,82509672
2_3_3_2,0,0,-149847584
2_3_3_3,0,0,37578144
2_3_3_4,0,0,29729984
2_3_3_5,0,0,-91158784
2_3_3_6,0,0,94735008
2_3_3_7,0,0,-97384400
2_3_3_8,0,0,47729544
2_3_3_9,0,0,65542816
2_3_5_0,0,0,33768832
2_3_5_1,0,3544296,-126342440
2_3_5_2,0,0,47922288
2_3_5_3,0,0,87482184
2_3_5_4,0,0,-137175712
2_3_5_5,0,3544072,36241512
2_3_5_6,0,0,16102936
2_3_5_7,0,3544048,-74399984
2_3_5_8,0,0,27003432
2_3_5_9,0,0,19148224
3_1_1_0,3544520,0,83076696
3_1_1_1,0,0,-132808584
3_1_1_2,0,0,35684552
3_1_1_3,0,0,28083096
