Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1663,101013700,205897100,4527393100,0
2_1_1_1,7,34349,14696100,100529700,3011483500,10
2_1_1_2,7,3611,19642200,73169500,3141296100,2
2_1_1_3,7,2078,12577500,86159300,2976060100,52
2_1_1_4,7,189,17838800,89848200,3014573200,0
2_1_1_5,7,2028,12246900,71279700,3061357800,0
2_1_1_6,3,47063,12332400,35825900,3034112100,0
2_1_1_7,7,22706,11563700,107021300,2982098000,0
2_1_1_8,7,22766,16241400,69542200,3099800500,40
2_1_1_9,5,37888,13834600,47040000,3031060200,492
2_1_3_0,15,5940,15541000,175382800,3030299800,0
2_1_3_1,13,84036,18392000,125663200,3030623700,0
2_1_3_2,13,5880,25200900,158961700,3118460900,0
2_1_3_3,11,5438,12376600,67216100,3157640200,0
2_1_3_4,13,538209,24159100,86217900,3226692100,0
2_1_3_5,15,61398,11894100,41758500,2789600000,0
2_1_3_6,15,310357,11829300,44897200,3224007800,0
2_1_3_7,11,13411,10018300,34996100,2773970900,0
2_1_3_8,11,13997,18795300,39164100,3020492300,0
2_1_3_9,13,88219,14731200,36770300,2862894900,0
2_1_5_0,21,35057,12642900,54308500,3006253900,0
2_1_5_1,21,476409,12965500,54756200,2800521400,0
2_1_5_2,23,115275,13462800,55628200,3004917100,0
2_1_5_3,23,92281,15820000,4578000,2765819900,0
2_1_5_4,19,11039,14150900,4457000,2907015600,0
2_1_5_5,21,7900,20027500,4585600,2717526100,0
2_1_5_6,23,30744,16352000,4344600,2976497500,0
2_1_5_7,23,9186,17613000,3315300,2772015500,0
2_1_5_8,21,24187,22762300,4210800,2995896800,0
2_1_5_9,19,338420,14038700,3916200,2863826300,0
2_2_1_0,17,39284,119523300,4140200,2916070000,2
2_2_1_1,17,1355,16546300,3747900,2883778900,9
2_2_1_2,9,11174,13859900,3908800,2915975300,5587
2_2_1_3,17,10828,10808400,3886400,2659245900,1
2_2_1_4,17,5332,12247900,4075900,2882102800,197
2_2_1_5,17,744129,17228900,3295300,2856259500,2068
2_2_1_6,17,32640,17098200,3927500,3005345400,0
2_2_1_7,17,3044,8572900,3425300,2649227700,0
2_2_1_8,17,13882,13511700,3763100,2934054700,0
2_2_1_9,17,11798,15106200,3000700,2637056700,0
2_2_3_0,29,29867,24844900,4738300,2992012800,0
2_2_3_1,27,44861,14240800,3924700,2707153500,0
2_2_3_2,27,254778,17956800,4296800,2780077200,19
2_2_3_3,31,93750,13649200,4284400,2947530400,0
2_2_3_4,31,61001,12049700,4426200,2736346400,1
2_2_3_5,25,31308,10790900,3511800,2708348600,0
2_2_3_6,29,229798,10632800,4151700,2985440000,3771
2_2_3_7,27,35365,13931900,4262900,2670163100,0
2_2_3_8,27,16370,12336300,4005500,2702383400,0
2_2_3_9,27,53604,10807900,2508200,2985467000,0
2_2_5_0,49,133447,14337500,4721300,2799989100,105
2_2_5_1,45,276141,17542500,4665100,2880736100,0
2_2_5_2,45,376055,12495100,4615900,3127869600,0
2_2_5_3,47,19259,10989700,3479700,2759030000,0
2_2_5_4,45,209954,14052500,4514100,2801686600,0
2_2_5_5,45,184737,12173900,4294800,3087349200,0
2_2_5_6,47,56692,11361600,4118700,2810358300,0
2_2_5_7,43,153558,8782800,4224600,2820257900,0
2_2_5_8,45,173505,13601000,4500300,3072494400,0
2_2_5_9,43,41778,13086500,3827800,2760116000,0
2_3_1_0,27,72275,13953700,3453200,2708409500,1547
2_3_1_1,27,4218,19277900,3928800,2979982000,0
2_3_1_2,27,31331,15086600,3627100,2720902500,0
