Query,NR,PM,TM
2_1_1_0,6290320,2044808,83614632
2_1_1_1,0,486680,38763984
2_1_1_2,0,0,-7677496
2_1_1_3,0,316344,81376608
2_1_1_4,0,0,-88839616
2_1_1_5,0,0,81553560
2_1_1_6,0,0,-92127024
2_1_1_7,0,0,77231576
2_1_1_8,0,0,5943024
2_1_1_9,0,0,-9180512
2_1_3_0,0,93832,-16427232
2_1_3_1,0,0,13263248
2_1_3_2,0,0,-130767496
2_1_3_3,0,41064,23509448
2_1_3_4,0,3932048,43040856
2_1_3_5,0,0,85076464
2_1_3_6,0,0,-92194672
2_1_3_7,0,0,262692152
2_1_3_8,0,23880,-255657736
2_1_3_9,0,0,227256448
2_1_5_0,0,0,-238576760
2_1_5_1,0,0,127014920
2_1_5_2,0,19424,-169918024
2_1_5_3,0,0,217654312
2_1_5_4,0,0,-78400592
2_1_5_5,0,0,46528344
2_1_5_6,0,3544040,-80170688
2_1_5_7,0,0,44688264
2_1_5_8,0,0,-77829056
2_1_5_9,0,0,198322912
2_2_1_0,0,0,-290529000
2_2_1_1,0,0,183745064
2_2_1_2,0,0,-179506232
2_2_1_3,0,0,187030352
2_2_1_4,0,0,-103071728
2_2_1_5,0,0,250889280
2_2_1_6,0,0,-334587128
2_2_1_7,0,0,179526792
2_2_1_8,0,0,164080624
2_2_1_9,0,0,-148296904
2_2_3_0,0,0,-15588944
2_2_3_1,0,0,205557928
2_2_3_2,0,0,-213461256
2_2_3_3,0,0,67765488
2_2_3_4,0,0,227075208
2_2_3_5,0,0,-322653888
2_2_3_6,0,0,178528480
2_2_3_7,0,0,138828272
2_2_3_8,0,0,-306798048
2_2_3_9,0,0,134437248
2_2_5_0,0,0,175332648
2_2_5_1,0,0,-360871944
2_2_5_2,0,0,159096400
2_2_5_3,0,0,169004504
2_2_5_4,0,0,-365068072
2_2_5_5,0,0,208276048
2_2_5_6,0,0,105884256
2_2_5_7,0,4781352,-248020040
2_2_5_8,0,0,168449152
2_2_5_9,0,0,125263816
2_3_1_0,0,0,-337496528
2_3_1_1,0,0,169701320
2_3_1_2,0,0,125349288
2_3_1_3,0,0,-269639528
2_3_1_4,0,0,117192616
2_3_1_5,0,4781872,197624120
2_3_1_6,0,0,100667640
2_3_1_7,0,4792320,-399342912
2_3_1_8,0,0,185571944
2_3_1_9,0,0,136249744
2_3_3_0,0,0,181972816
2_3_3_1,0,0,-509993200
2_3_3_2,0,0,183244064
2_3_3_3,0,0,139497936
2_3_3_4,0,0,191044576
2_3_3_5,0,0,-475012464
2_3_3_6,0,4236160,-31505488
2_3_3_7,0,0,188244000
2_3_3_8,0,0,143357096
2_3_3_9,4393344,0,-302433624
2_3_5_0,0,4372352,141642624
2_3_5_1,0,0,118273320
2_3_5_2,0,0,225689696
2_3_5_3,0,0,-657869232
2_3_5_4,0,4152616,347521464
2_3_5_5,0,0,117839360
2_3_5_6,0,0,116390704
2_3_5_7,0,0,-423851968
2_3_5_8,0,4340984,4748728
2_3_5_9,0,0,320212288
3_1_1_0,0,0,52412840
3_1_1_1,0,0,-448461304
3_1_1_2,0,0,161927744
3_1_1_3,0,0,157034720
3_1_1_4,0,0,133966152
3_1_1_5,0,0,-503100808
3_1_1_6,0,0,191295216
3_1_1_7,0,0,109516864
3_1_1_8,0,0,256280952
3_1_1_9,0,4676496,-478139360
3_1_3_0,0,4498336,139769040
3_1_3_1,0,0,182958360
3_1_3_2,0,0,139594488
3_1_3_3,0,0,-470205696
3_1_3_4,0,0,134490536
3_1_3_5,0,0,175270392
3_1_3_6,0,0,125535240
3_1_3_7,0,0,-496384768
3_1_3_8,0,0,169890608
3_1_3_9,0,0,125348544
3_1_5_0,0,0,216627560
3_1_5_1,0,0,-537308744
3_1_5_2,0,0,224063176
3_1_5_3,0,0,125005456
3_1_5_4,0,0,169181976
3_1_5_5,0,4970120,-534285032
3_1_5_6,0,0,229925352
3_1_5_7,0,0,122389096
3_1_5_8,0,0,192917512
3_1_5_9,0,0,-548657536
3_2_1_0,2088,0,248358696
3_2_1_1,0,0,166692584
3_2_1_2,0,0,125486528
3_2_1_3,0,4676648,-499642152
3_2_1_4,2088,0,164280016
3_2_1_5,0,4928184,124925432
3_2_1_6,0,0,212870880
3_2_1_7,0,0,-547663768
3_2_1_8,0,0,239971800
3_2_1_9,0,0,153159344
3_2_3_0,0,0,129585048
3_2_3_1,0,0,-497361640
3_2_3_2,0,0,180989336
3_2_3_3,0,0,114718664
3_2_3_4,0,4697504,237292712
3_2_3_5,0,0,-509501224
3_2_3_6,0,0,138818848
3_2_3_7,0,0,150663256
3_2_3_8,0,0,191158288
3_2_3_9,0,0,-544399920
3_2_5_0,0,0,257795768
3_2_5_1,0,0,171042096
3_2_5_2,0,4529760,134827496
3_2_5_3,0,0,-483114320
3_2_5_4,0,0,124955232
3_2_5_5,0,0,157975472
3_2_5_6,0,0,169727232
3_2_5_7,0,0,-524004816
3_2_5_8,0,0,212734824
3_2_5_9,0,0,110972408
3_3_1_0,0,0,227102048
3_3_1_1,0,0,-514306360
3_3_1_2,0,0,138535856
3_3_1_3,0,0,150435504
3_3_1_4,0,0,196222264
3_3_1_5,0,0,-549424528
3_3_1_6,0,0,264975312
3_3_1_7,0,4655784,183843264
3_3_1_8,0,0,180597656
3_3_1_9,0,0,-483792928
3_3_3_0,0,0,-22357072
3_3_3_1,0,0,168207216
3_3_3_2,0,0,146590952
3_3_3_3,0,4330608,-294116680
3_3_3_4,0,0,146355968
3_3_3_5,0,0,118179304
3_3_3_6,0,0,225414424
3_3_3_7,0,0,-657914552
3_3_3_8,0,4141784,323703936
3_3_3_9,0,0,66440800
3_3_5_0,0,0,199444384
3_3_5_1,0,0,-486487744
3_3_5_2,0,4645352,174103320
3_3_5_3,0,0,129218512
3_3_5_4,0,4624112,175707728
3_3_5_5,0,0,-524836520
3_3_5_6,0,0,159145992
3_3_5_7,0,4676992,159092424
3_3_5_8,0,4886264,130617840
3_3_5_9,0,0,-459730312
