Query,NR,PM,TM
2_1_1_0,0,0,-80546032
2_1_1_1,0,0,-85031464
2_1_1_2,0,0,177863584
2_1_1_3,0,0,-175744856
2_1_1_4,0,0,15613976
2_1_1_5,0,0,23406152
2_1_1_6,0,0,29168784
2_1_1_7,0,0,-790456
2_1_1_8,0,0,67934032
2_1_1_9,0,0,24153432
2_1_3_0,0,0,-121124808
2_1_3_1,0,4005296,28559504
2_1_3_2,0,0,60339232
2_1_3_3,0,0,-138358776
2_1_3_4,0,0,33347952
2_1_3_5,0,0,41118976
2_1_3_6,0,0,64684432
2_1_3_7,3743256,0,-48627176
2_1_3_8,0,0,-33986072
2_1_3_9,0,3544080,36824672
2_1_5_0,0,0,-4917288
2_1_5_1,0,0,69122344
2_1_5_2,0,0,-150639904
2_1_5_3,0,0,46137864
2_1_5_4,0,0,14120896
2_1_5_5,0,0,77218408
2_1_5_6,0,0,-98489648
2_1_5_7,0,0,39268664
2_1_5_8,0,0,3236984
2_1_5_9,0,0,69110512
2_2_1_0,0,0,-154184056
2_2_1_1,3544032,0,51935896
2_2_1_2,0,0,26074304
2_2_1_3,0,0,80026696
2_2_1_4,0,0,-12563448
2_2_1_5,0,0,-159650944
2_2_1_6,0,0,41746016
2_2_1_7,0,0,32685208
2_2_1_8,0,0,64710552
2_2_1_9,0,3743352,20152816
2_2_3_0,0,0,-117696904
2_2_3_1,0,0,32643528
2_2_3_2,0,0,60771200
2_2_3_3,0,0,-142287232
2_2_3_4,0,0,33637024
2_2_3_5,0,0,23065792
2_2_3_6,0,0,65308336
2_2_3_7,0,0,19797784
2_2_3_8,0,0,-116572424
2_2_3_9,0,0,27931136
2_2_5_0,0,0,58986008
2_2_5_1,0,0,36719136
2_2_5_2,0,3544048,-113315072
2_2_5_3,0,0,46007576
2_2_5_4,0,0,63008200
2_2_5_5,0,0,-2780896
2_2_5_6,0,0,37996904
2_2_5_7,0,0,-176227192
2_2_5_8,0,0,12334096
2_2_5_9,0,0,1835128
2_3_1_0,0,0,59388728
2_3_1_1,0,0,36214816
2_3_1_2,0,0,56153880
2_3_1_3,0,0,-134156816
2_3_1_4,0,0,27907992
2_3_1_5,0,0,7570032
2_3_1_6,0,0,67957352
2_3_1_7,0,0,24151600
2_3_1_8,0,0,-128144024
2_3_1_9,0,0,25401600
2_3_3_0,0,0,77000024
2_3_3_1,0,0,-94742688
2_3_3_2,0,0,31880256
2_3_3_3,0,0,3560952
2_3_3_4,0,0,68857912
2_3_3_5,0,0,-50823080
2_3_3_6,0,0,-42844832
2_3_3_7,0,0,70923096
2_3_3_8,0,0,-129889544
2_3_3_9,0,0,12920544
2_3_5_0,0,3544040,13406184
2_3_5_1,0,0,7147152
2_3_5_2,0,0,55342768
2_3_5_3,0,4036824,25716288
2_3_5_4,0,3544056,-111946720
2_3_5_5,0,3753736,65632520
2_3_5_6,0,0,30790424
2_3_5_7,0,0,-34836136
2_3_5_8,0,0,49615432
2_3_5_9,0,0,-120499432
3_1_1_0,0,0,9702816
3_1_1_1,0,0,-2672864
3_1_1_2,0,0,60233728
3_1_1_3,0,0,31895096
3_1_1_4,0,0,57644584
3_1_1_5,0,0,-149806704
3_1_1_6,0,0,37485104
3_1_1_7,0,0,12175888
