Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_1_1_0,1009778688,435955200,1009778688,435955200,1009778688,435955200,1363148800,547626480,1560281088
2_1_1_1,1363148800,547626480,1363148800,547626480,1363148800,547626480,1391460352,558360544,1560281088
2_1_1_2,1391460352,558360544,1391460352,558360544,1391460352,558360544,1391460352,573040592,1560281088
2_1_1_3,1391460352,573040592,1391460352,573040592,1391460352,573040592,1391460352,628090848,1560281088
2_1_1_4,1391460352,628090848,1391460352,628090848,1391460352,628090848,1391460352,523978208,1560281088
2_1_1_5,1391460352,523978208,1391460352,523451872,1391460352,523451872,1427111936,607107024,1560281088
2_1_1_6,1427111936,606584784,1427111936,606584784,1427111936,606584784,1427111936,635850560,1560281088
2_1_1_7,1427111936,635850560,1427111936,635850560,1427111936,635850560,1433403392,661125104,1560281088
2_1_1_8,1433403392,661125104,1433403392,661125104,1433403392,661125104,1560281088,594672424,1560281088
2_1_1_9,1560281088,594672424,1560281088,594672424,1560281088,594672424,1560281088,626011608,1560281088
2_1_3_0,1560281088,626011608,1560281088,625485272,1560281088,625485272,1560281088,707786736,1560281088
2_1_3_1,1560281088,707786736,1560281088,707260400,1560281088,707260400,1560281088,791221728,1560281088
2_1_3_2,1560281088,791221728,1560281088,790695392,1560281088,790695392,1560281088,714271728,1560281088
2_1_3_3,1560281088,714271728,1560281088,713745392,1560281088,713745392,1560281088,712736224,1560281088
2_1_3_4,1560281088,712736224,1560281088,712209888,1560281088,712209888,1560281088,738274256,1560281088
2_1_3_5,1560281088,738274256,1560281088,737747920,1560281088,737747920,1560281088,588061184,1560281088
2_1_3_6,1560281088,588061184,1560281088,587534848,1560281088,587534848,1560281088,648540128,1560281088
2_1_3_7,1560281088,648540128,1560281088,648013792,1560281088,648013792,1560281088,743888336,1560281088
2_1_3_8,1560281088,743888336,1560281088,743888336,1560281088,743888336,1560281088,760210016,1560281088
2_1_3_9,1560281088,760210016,1560281088,759683680,1560281088,759683680,1560281088,719651720,1560281088
2_1_5_0,1560281088,719651720,1560281088,719125384,1560281088,719125384,1560281088,521954456,1560281088
2_1_5_1,1560281088,521954456,1560281088,521428120,1560281088,521428120,1560281088,754446304,1560281088
2_1_5_2,1560281088,754446304,1560281088,753919968,1560281088,753919968,1560281088,644870112,1560281088
2_1_5_3,1560281088,644870112,1560281088,644343776,1560281088,644343776,1560281088,779474928,1560281088
2_1_5_4,1560281088,779474928,1560281088,778948592,1560281088,778948592,1560281088,460466368,1560281088
2_1_5_5,1560281088,460466368,1560281088,459940032,1560281088,459940032,1560281088,782759920,1560281088
2_1_5_6,1560281088,782759920,1560281088,782233584,1560281088,782233584,1560281088,693106672,1560281088
2_1_5_7,1560281088,693106672,1560281088,692580336,1560281088,692580336,1560281088,681699808,1560281088
2_1_5_8,1560281088,681699808,1560281088,681173472,1560281088,681173472,1560281088,768602080,1560281088
2_1_5_9,1560281088,768602080,1560281088,768075744,1560281088,768075744,1560281088,761727968,1560281088
2_2_1_0,1560281088,761727968,1560281088,761201632,1560281088,761201632,1560281088,756019168,1560281088
2_2_1_1,1560281088,756019168,1560281088,755492832,1560281088,755492832,1560281088,657453024,1560281088
2_2_1_2,1560281088,657453024,1560281088,656926688,1560281088,656926688,1560281088,689376224,1560281088
2_2_1_3,1560281088,689376224,1560281088,688849888,1560281088,688849888,1560281088,502387640,1560281088
2_2_1_4,1560281088,502387640,1560281088,501861304,1560281088,501861304,1560281088,757062944,1560281088
2_2_1_5,1560281088,757062944,1560281088,756536608,1560281088,756536608,1560281088,782757856,1560281088
2_2_1_6,1560281088,782757856,1560281088,782231520,1560281088,782231520,1560281088,798729712,1560281088
2_2_1_7,1560281088,798729712,1560281088,798203376,1560281088,798203376,1560281088,805826528,1560281088
2_2_1_8,1560281088,805826528,1560281088,805300192,1560281088,805300192,1560281088,694325712,1560281088
2_2_1_9,1560281088,694325712,1560281088,693799376,1560281088,693799376,1560281088,511989304,1560281088
2_2_3_0,1560281088,511989304,1560281088,511462968,1560281088,511462968,1560281088,599781344,1560281088
2_2_3_1,1560281088,599781344,1560281088,598732768,1560281088,598732768,1560281088,756019168,1560281088
2_2_3_2,1560281088,756019168,1560281088,754970592,1560281088,754970592,1560281088,730855208,1560281088
2_2_3_3,1560281088,730855208,1560281088,729806632,1560281088,729806632,1560281088,693626832,1560281088
2_2_3_4,1560281088,693626832,1560281088,692578256,1560281088,692578256,1560281088,754594800,1560281088
2_2_3_5,1560281088,754594800,1560281088,753546224,1560281088,753546224,1560281088,803366896,1560281088
2_2_3_6,1560281088,803366896,1560281088,802318320,1560281088,802318320,1560281088,702634480,1560281088
2_2_3_7,1560281088,702634480,1560281088,701585904,1560281088,701585904,1560281088,764409840,1560281088
2_2_3_8,1560281088,764409840,1560281088,763361264,1560281088,763361264,1560281088,666135008,1560281088
2_2_3_9,1560281088,666135008,1560281088,665086432,1560281088,665086432,1560281088,498205984,1560281088
2_2_5_0,1560281088,498205984,1560281088,496631072,1560281088,496631072,1560281088,574060064,1560281088
2_2_5_1,1560281088,573519376,1560281088,572485152,1560281088,572485152,1560281088,695724352,1560281088
2_2_5_2,1560281088,695722304,1560281088,694149440,1560281088,694149440,1560281088,700444640,1560281088
2_2_5_3,1560281088,700444640,1560281088,698869728,1560281088,698869728,1560281088,768604144,1560281088
2_2_5_4,1560281088,768077808,1560281088,767029232,1560281088,767029232,1560281088,513312560,1560281088
2_2_5_5,1560281088,513312560,1560281088,511737648,1560281088,511737648,1560281088,672347312,1560281088
2_2_5_6,1560281088,672345264,1560281088,670772400,1560281088,670772400,1560281088,723515376,1560281088
2_2_5_7,1560281088,722989040,1560281088,721940464,1560281088,721940464,1560281088,646112120,1560281088
2_2_5_8,1560281088,646112120,1560281088,644537208,1560281088,644537208,1560281088,526874160,1560281088
2_2_5_9,1560281088,526874160,1560281088,525299248,1560281088,525299248,1560281088,717582496,1560281088
2_3_1_0,1560281088,717582496,1560281088,716533920,1560281088,716533920,1560281088,805297152,1560281088
2_3_1_1,1560281088,805297152,1560281088,804248576,1560281088,804248576,1560281088,687339504,1560281088
2_3_1_2,1560281088,687339504,1560281088,686290928,1560281088,686290928,1560281088,689522144,1560281088
2_3_1_3,1560281088,689522144,1560281088,688473568,1560281088,688473568,1560281088,738755024,1560281088
2_3_1_4,1560281088,738755024,1560281088,737706448,1560281088,737706448,1560281088,663378912,1560281088
2_3_1_5,1560281088,663378912,1560281088,809112400,1560281088,809112400,1560281088,642176048,1560281088
2_3_1_6,1560281088,642176048,1560281088,641127472,1560281088,641127472,1560281088,517054512,1560281088
2_3_1_7,1560281088,517054512,1560281088,516528176,1560281088,516528176,1560281088,803724928,1560281088
2_3_1_8,1560281088,803724928,1560281088,803198592,1560281088,803198592,1560281088,600827824,1560281088
2_3_1_9,1560281088,600827824,1560281088,599779248,1560281088,599779248,1560281088,512715168,1560281088
2_3_3_0,1560281088,512715168,1560281088,511140256,1560281088,511140256,1560281088,652736496,1560281088
2_3_3_1,1560281088,652179408,1560281088,651161584,1560281088,651161584,1560281088,686207520,1560281088
2_3_3_2,1560281088,686207520,1560281088,684632608,1560281088,684632608,1560281088,562002032,1560281088
2_3_3_3,1560281088,561475696,1560281088,560427120,1560281088,560427120,1560281088,695717240,1560281088
2_3_3_4,1560281088,695717240,1560281088,694142328,1560281088,694142328,1560281088,554691120,1560281088
2_3_3_5,1560281088,554164784,1560281088,553116208,1560281088,553116208,1560281088,554342136,1560281088
2_3_3_6,1560281088,553801448,1560281088,552767224,1560281088,552767224,1560281088,581924208,1560281088
2_3_3_7,1560281088,581367120,1560281088,580349296,1560281088,580349296,1560281088,542598304,1560281088
2_3_3_8,1560281088,542071968,1560281088,541023392,1560281088,541023392,1560281088,641726448,1560281088
2_3_3_9,1560281088,641726448,1560281088,640151536,1560281088,640151536,1560281088,643821536,1560281088
2_3_5_0,1560281088,643295200,1560281088,641724384,1560281088,641724384,1560281088,649589328,1560281088
2_3_5_1,1560281088,649062992,1560281088,646965840,1560281088,646965840,1560281088,569798896,1560281088
2_3_5_2,1560281088,569272560,1560281088,567175408,1560281088,567175408,1560281088,589045040,1560281088
2_3_5_3,1560281088,588518704,1560281088,586947888,1560281088,586947888,1560281088,584547072,1560281088
2_3_5_4,1560281088,584020736,1560281088,582449920,1560281088,582449920,1560281088,781430048,1560281088
2_3_5_5,1560281088,780903712,1560281088,779332896,1560281088,779332896,1560281088,629110080,1560281088
2_3_5_6,1560281088,628583744,1560281088,626486592,1560281088,626486592,1560281088,778039264,1560281088
2_3_5_7,1560281088,777512928,1560281088,775415776,1560281088,775415776,1560281088,726199264,1560281088
2_3_5_8,1560281088,725672928,1560281088,724102112,1560281088,724102112,1560281088,769652720,1560281088
2_3_5_9,1560281088,769126384,1560281088,767555568,1560281088,767029232,1560281088,760598496,1560281088
3_1_1_0,1560281088,760072160,1560281088,759549920,1560281088,759549920,1560281088,671610336,1560281088
3_1_1_1,1560281088,671610336,1560281088,671610336,1560281088,671610336,1560281088,784330720,1560281088
3_1_1_2,1560281088,784330720,1560281088,784330720,1560281088,784330720,1560281088,674230240,1560281088
3_1_1_3,1560281088,674230240,1560281088,673703904,1560281088,673703904,1560281088,682618848,1560281088
3_1_1_4,1560281088,682618848,1560281088,682092512,1560281088,682092512,1560281088,735338960,1560281088
3_1_1_5,1560281088,735338960,1560281088,735338960,1560281088,735338960,1560281088,678426608,1560281088
3_1_1_6,1560281088,678426608,1560281088,678426608,1560281088,678426608,1560281088,731836920,1560281088
3_1_1_7,1560281088,731836920,1560281088,731836920,1560281088,731836920,1560281088,635943496,1560281088
3_1_1_8,1560281088,635943496,1560281088,635943496,1560281088,635943496,1560281088,659596256,1560281088
3_1_1_9,1560281088,659596256,1560281088,659596256,1560281088,659596256,1560281088,687915488,1560281088
3_1_3_0,1560281088,687915488,1560281088,687389152,1560281088,687389152,1560281088,615827816,1560281088
3_1_3_1,1560281088,615827816,1560281088,615301480,1560281088,615301480,1560281088,760733120,1560281088
3_1_3_2,1560281088,760733120,1560281088,760206784,1560281088,760206784,1560281088,785953632,1560281088
3_1_3_3,1560281088,785953632,1560281088,785427296,1560281088,785427296,1560281088,454346432,1560281088
3_1_3_4,1560281088,454346432,1560281088,453820096,1560281088,453820096,1560281088,711452624,1560281088
3_1_3_5,1560281088,711452624,1560281088,710926288,1560281088,710926288,1560281088,735045584,1560281088
3_1_3_6,1560281088,735045584,1560281088,734519248,1560281088,734519248,1560281088,805682672,1560281088
3_1_3_7,1560281088,805682672,1560281088,805156336,1560281088,805156336,1560281088,676614112,1560281088
3_1_3_8,1560281088,676614112,1560281088,676087776,1560281088,676087776,1560281088,557087432,1560281088
3_1_3_9,1560281088,557087432,1560281088,556561096,1560281088,556561096,1560281088,766504928,1560281088
3_1_5_0,1560281088,766504928,1560281088,765456352,1560281088,765456352,1560281088,742959072,1560281088
3_1_5_1,1560281088,742959072,1560281088,741910496,1560281088,741910496,1560281088,778631648,1560281088
3_1_5_2,1560281088,778631648,1560281088,777583072,1560281088,777583072,1560281088,486312176,1560281088
3_1_5_3,1560281088,486312176,1560281088,485263600,1560281088,485263600,1560281088,529479424,1560281088
3_1_5_4,1560281088,529479424,1560281088,528430848,1560281088,528430848,1560281088,730326992,1560281088
3_1_5_5,1560281088,730326992,1560281088,729278416,1560281088,729278416,1560281088,673429472,1560281088
3_1_5_6,1560281088,673429472,1560281088,672380896,1560281088,672380896,1560281088,768140784,1560281088
3_1_5_7,1560281088,768140784,1560281088,767092208,1560281088,767092208,1560281088,719676400,1560281088
3_1_5_8,1560281088,719676400,1560281088,718627824,1560281088,718627824,1560281088,804777952,1560281088
3_1_5_9,1560281088,804777952,1560281088,803729376,1560281088,803729376,1560281088,577917600,1560281088
3_2_1_0,1560281088,577917600,1560281088,576869024,1560281088,576869024,1560281088,661647328,1560281088
3_2_1_1,1560281088,661647328,1560281088,660598752,1560281088,660598752,1560281088,590346024,1560281088
3_2_1_2,1560281088,590346024,1560281088,589297448,1560281088,589297448,1560281088,763883488,1560281088
3_2_1_3,1560281088,763883488,1560281088,762834912,1560281088,762834912,1560281088,637755488,1560281088
3_2_1_4,1560281088,637755488,1560281088,637229152,1560281088,637229152,1560281088,802680800,1560281088
3_2_1_5,1560281088,802680800,1560281088,801632224,1560281088,801632224,1560281088,537209368,1560281088
3_2_1_6,1560281088,537209368,1560281088,536160792,1560281088,536160792,1560281088,767024720,1560281088
3_2_1_7,1560281088,767024720,1560281088,765976144,1560281088,765976144,1560281088,627572544,1560281088
3_2_1_8,1560281088,627572544,1560281088,626523968,1560281088,626523968,1560281088,714193888,1560281088
3_2_1_9,1560281088,714193888,1560281088,713667552,1560281088,713667552,1560281088,652687824,1560281088
3_2_3_0,1560281088,652687824,1560281088,651639248,1560281088,651639248,1560281088,710930400,1560281088
3_2_3_1,1560281088,710397904,1560281088,709355488,1560281088,709355488,1560281088,753541584,1560281088
3_2_3_2,1560281088,753541584,1560281088,751966672,1560281088,751966672,1560281088,666583768,1560281088
3_2_3_3,1560281088,666043080,1560281088,665008856,1560281088,665008856,1560281088,800152544,1560281088
3_2_3_4,1560281088,799626208,1560281088,798577632,1560281088,798577632,1560281088,697823200,1560281088
3_2_3_5,1560281088,697823200,1560281088,696248288,1560281088,696248288,1560281088,617988672,1560281088
3_2_3_6,1560281088,617462336,1560281088,616413760,1560281088,616413760,1560281088,704638944,1560281088
3_2_3_7,1560281088,704106448,1560281088,703064032,1560281088,703064032,1560281088,798089824,1560281088
3_2_3_8,1560281088,798089824,1560281088,796514912,1560281088,796514912,1560281088,769126368,1560281088
3_2_3_9,1560281088,768600032,1560281088,767551456,1560281088,767551456,1560281088,739239888,1560281088
3_2_5_0,1560281088,738707392,1560281088,737142736,1560281088,737142736,1560281088,642815848,1560281088
3_2_5_1,1560281088,642289512,1560281088,640192360,1560281088,640192360,1560281088,539981536,1560281088
3_2_5_2,1560281088,539455200,1560281088,537358048,1560281088,537358048,1560281088,774262848,1560281088
3_2_5_3,1560281088,773736512,1560281088,772165696,1560281088,772165696,1560281088,550990976,1560281088
3_2_5_4,1560281088,550464640,1560281088,548893824,1560281088,548893824,1560281088,653258720,1560281088
3_2_5_5,1560281088,652732384,1560281088,650635232,1560281088,650635232,1560281088,800144352,1560281088
3_2_5_6,1560281088,799618016,1560281088,798047200,1560281088,798047200,1560281088,690405160,1560281088
3_2_5_7,1560281088,689878824,1560281088,688308008,1560281088,688308008,1560281088,570932072,1560281088
3_2_5_8,1560281088,570405736,1560281088,568834920,1560281088,568834920,1560281088,746376656,1560281088
3_2_5_9,1560281088,745850320,1560281088,744279504,1560281088,744279504,1560281088,718324704,1560281088
