Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,11,532102,6194200,199500,6665324700,0
2_1_1_1,11,597790,24582500,211400,6366822700,2494
2_1_1_2,11,534251,23559600,151000,6387475700,194
2_1_1_3,11,532749,23538700,181000,6235719900,118
2_1_1_4,11,530396,28505000,227500,6023642500,0
2_1_1_5,11,532215,23803600,173300,6343840800,157
2_1_1_6,7,659229,23629700,153500,6332456800,0
2_1_1_7,11,560654,23422200,170600,6484120900,947
2_1_1_8,11,575869,23439100,172100,6441502000,190
2_1_1_9,9,647869,23640800,154700,6438134600,6472
2_1_3_0,19,536119,23550400,211200,6367836600,0
2_1_3_1,17,698883,23495200,224400,6667595300,0
2_1_3_2,17,540967,24033500,234300,6138293500,0
2_1_3_3,15,540638,23640800,216900,6052840500,0
2_1_3_4,17,1598552,23583200,216200,6579871500,152
2_1_3_5,19,653338,23514600,243600,6097460300,0
2_1_3_6,19,1147155,23592000,223800,6168519600,0
2_1_3_7,15,555422,23620700,193400,5947372700,0
2_1_3_8,15,556850,23814500,197300,6118614500,7
2_1_3_9,17,705960,23716500,217100,6159235600,0
2_1_5_0,25,595320,23364500,298400,6342734000,0
2_1_5_1,25,1463641,27420900,330900,6395572000,1528
2_1_5_2,27,760776,23440900,315200,5789096600,0
2_1_5_3,27,710370,24314900,372000,6121784400,0
2_1_5_4,23,546739,24487000,265100,6301120400,0
2_1_5_5,25,543123,23612300,293600,6107577700,0
2_1_5_6,27,587688,23583900,296900,6037970300,0
2_1_5_7,27,544813,23373200,303200,6018688700,0
2_1_5_8,25,562201,23515700,311000,6087624900,0
2_1_5_9,23,1205541,23584300,305600,6274404200,21
2_2_1_0,21,608522,23890300,224600,6174396200,18
2_2_1_1,21,531553,24082700,232700,6242830900,63
2_2_1_2,17,563270,24613300,278800,6373745100,541238
2_2_1_3,21,541352,23558000,227000,6064992100,2749
2_2_1_4,21,535927,23734600,216300,6111208100,706
2_2_1_5,21,2016841,23621000,241000,6741282900,425035
2_2_1_6,21,592726,23508500,234900,6207117000,0
2_2_1_7,21,533358,23603900,225300,5975963000,0
2_2_1_8,21,558230,23630900,240700,6154476200,319
2_2_1_9,21,553990,23794100,251800,6075921400,0
2_2_3_0,33,582759,23426900,330500,6281985600,7
2_2_3_1,31,615061,23612900,322100,6098929100,0
2_2_3_2,31,1027241,23357100,298700,6415346400,556
2_2_3_3,35,716207,23418600,370500,6308935400,110
2_2_3_4,35,652602,23593700,418800,6063366700,656
2_2_3_5,29,588010,23789000,279100,6121428100,0
2_2_3_6,37,980079,24009800,828300,6574814800,537550
2_2_3_7,31,598608,23620700,490400,5907200200,0
2_2_3_8,31,559373,23845300,375900,6032511700,46
2_2_3_9,31,621178,23798300,417700,6165600200,0
2_2_5_0,53,798160,24685200,627200,6296176400,360
2_2_5_1,49,1076409,23579300,504500,6423320200,0
2_2_5_2,49,1277923,24140400,533000,6305801600,0
2_2_5_3,51,555753,23704800,576700,6094723000,0
2_2_5_4,49,937851,23676400,519600,6318467800,0
2_2_5_5,49,886788,23581700,515000,6294112900,0
2_2_5_6,51,638767,24324500,582300,6124833400,0
2_2_5_7,47,836048,23677000,576200,6240828300,110
2_2_5_8,49,877876,23706900,500500,6327197100,0
2_2_5_9,47,609593,30263500,542300,6238175900,0
2_3_1_0,31,684941,23422800,307100,6267183100,8648
2_3_1_1,31,534477,23800300,332100,6268261700,22
2_3_1_2,31,591493,23511900,313300,6343938100,0
2_3_1_3,31,611909,25616800,371100,6170295800,479
2_3_1_4,31,569964,23884300,321700,6258093400,112
2_3_1_5,31,608588,23980800,323500,5953897500,0
2_3_1_6,31,550612,23556400,312400,6183941900,0
2_3_1_7,25,535870,28064100,362900,6027028600,2191
2_3_1_8,25,598390,24019600,318400,6119896200,425
2_3_1_9,35,530224,23791700,326000,6115355000,530222
2_3_3_0,53,854636,23638600,589700,6283600600,343
2_3_3_1,47,657332,23922000,478700,6144016600,233
2_3_3_2,49,618269,23733100,560900,6168204500,2
2_3_3_3,43,815512,30941000,424700,6388298200,1312
2_3_3_4,49,1297674,24427100,718500,6492673500,48
2_3_3_5,51,610668,23869100,563000,6126594800,18
2_3_3_6,53,921307,23524400,635700,6376017800,8649
2_3_3_7,49,675526,24415500,454000,6243768800,0
2_3_3_8,47,683018,23805100,432000,6225449000,0
2_3_3_9,49,1074961,23363200,450100,6476489800,0
2_3_5_0,75,815011,23388000,731400,6193269400,0
2_3_5_1,77,862073,23792000,756100,6189495500,0
2_3_5_2,75,741616,23630700,738000,6116328500,0
2_3_5_3,67,1061905,28679000,677400,6544228000,25
2_3_5_4,71,710472,23722100,678900,6184796500,0
2_3_5_5,73,709370,24182200,715300,6192320800,0
2_3_5_6,75,738803,23639400,743800,6166699400,0
2_3_5_7,75,752095,23890500,760200,6250561600,0
2_3_5_8,69,642502,23464300,762300,6146876000,0
2_3_5_9,75,668578,32432000,734000,6135840200,0
3_1_1_0,14,637858,23626400,223600,6160310200,476
3_1_1_1,12,540559,23743400,220700,6065683200,0
3_1_1_2,14,531556,23525700,199300,6062640500,0
3_1_1_3,14,880870,24096500,290800,6214800700,0
3_1_1_4,14,1593810,23301200,165700,6452311000,825
3_1_1_5,12,588641,30759900,227600,6133795400,0
3_1_1_6,10,857019,23530200,137500,7239769100,2022371
3_1_1_7,12,595244,23456900,167300,6068007000,0
3_1_1_8,10,531199,30327300,222600,6193723300,0
3_1_1_9,14,1628576,23513700,205000,6660711800,0
3_1_3_0,24,1110290,30788300,265500,6518209600,0
3_1_3_1,22,670360,23635400,239600,6049244000,0
3_1_3_2,24,707212,23460200,273100,6200907400,0
3_1_3_3,26,605546,23499700,238900,6170996100,0
3_1_3_4,26,535387,23669400,243200,6153859300,0
3_1_3_5,26,629362,23684800,247600,6096133700,0
3_1_3_6,22,533686,23530900,209400,6140274500,0
3_1_3_7,20,616021,23594200,207800,6264439000,1
3_1_3_8,24,577521,24092700,241800,6156399400,0
3_1_3_9,24,593882,23612200,241900,5992861600,1
3_1_5_0,38,793741,23715300,343200,6115614800,0
3_1_5_1,36,614728,23631300,390200,6300189400,0
3_1_5_2,34,724968,26895200,512400,6213230100,0
3_1_5_3,32,671447,23536300,293100,5991530100,0
3_1_5_4,36,1437012,24058400,347100,6298704400,0
3_1_5_5,36,583666,23640200,324900,6338342300,0
3_1_5_6,36,662642,23328000,338700,6200859500,0
3_1_5_7,34,562242,23751300,316900,6067448700,0
3_1_5_8,36,611823,25771200,398700,6066618100,0
3_1_5_9,36,669354,23708300,348700,6254168000,0
3_2_1_0,29,530401,23504700,240800,5844082100,0
3_2_1_1,29,2036111,31473500,285200,6437799200,11820
3_2_1_2,29,681204,23768900,260000,6089026500,2
3_2_1_3,29,539417,23365000,296400,6241054900,45
3_2_1_4,23,591128,23995400,334000,6251534600,448
3_2_1_5,29,705263,23486600,258100,6263391500,0
3_2_1_6,29,1052339,24096500,265200,6319220000,52
3_2_1_7,29,535224,31119800,259200,6152524300,96
3_2_1_8,29,665187,23792200,270600,6204145700,0
3_2_1_9,25,1476078,23626400,290500,6299507100,557
3_2_3_0,49,934295,30354300,467300,6310700100,0
3_2_3_1,45,1036768,23513500,359900,6483026200,0
3_2_3_2,51,1094935,23908700,404800,6377021400,0
3_2_3_3,47,640231,23551000,365300,6178061000,84
3_2_3_4,45,838660,23391700,406400,6242412100,50
3_2_3_5,47,1038487,29147700,429200,6469707000,15
3_2_3_6,49,890612,23320100,422100,6250720600,0
3_2_3_7,45,617177,24210600,408200,6229098500,0
3_2_3_8,47,1029168,23602400,388700,6330741500,0
3_2_3_9,49,1253582,23463100,458300,6376288900,0
3_2_5_0,69,869567,23579300,668100,6378900400,0
3_2_5_1,75,727284,23642400,694500,6083808800,0
3_2_5_2,73,1311965,23820900,644800,6155029100,0
3_2_5_3,69,610018,23712600,606200,6054663000,0
3_2_5_4,69,1033603,23510800,586200,6155939300,0
3_2_5_5,75,733219,23797500,693900,6103967400,0
3_2_5_6,69,887899,24290300,732300,6412934500,0
3_2_5_7,67,912909,23420100,559600,6188827800,0
3_2_5_8,69,1112490,23657400,600000,6177512400,0
3_2_5_9,65,686654,23687800,550500,6267395400,0
3_3_1_0,44,2164461,23414800,319500,6691113400,19473
3_3_1_1,44,631980,23650900,329400,5988777700,0
3_3_1_2,42,581487,24119400,330300,6099135400,0
3_3_1_3,44,537368,23519400,324700,6110705000,0
3_3_1_4,44,613532,23556900,373000,6160663200,0
3_3_1_5,44,534472,28843300,346700,6127019800,0
3_3_1_6,40,535233,23520000,324500,6100178800,878
3_3_1_7,44,2684264,23838600,354000,6560463900,1
3_3_1_8,44,533437,23470300,338400,6094543300,6
3_3_1_9,44,553736,23624300,334400,6188101200,28
