Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_1_1_0,967835648,553648128,967835648,553648128,967835648,553648128,1431306240,573566944,1560281088
2_1_1_1,1431306240,573566944,1431306240,573566944,1431306240,573566944,1560281088,582505952,1560281088
2_1_1_2,1560281088,582505952,1560281088,581979616,1560281088,581979616,1560281088,623902720,1560281088
2_1_1_3,1560281088,623902720,1560281088,623902720,1560281088,623902720,1560281088,707774616,1560281088
2_1_1_4,1560281088,707774616,1560281088,707774616,1560281088,707774616,1560281088,561394576,1560281088
2_1_1_5,1560281088,561394576,1560281088,561394576,1560281088,561394576,1560281088,793239312,1560281088
2_1_1_6,1560281088,793239312,1560281088,793239312,1560281088,793239312,1560281088,634386416,1560281088
2_1_1_7,1560281088,634386416,1560281088,634386416,1560281088,634386416,1560281088,665371632,1560281088
2_1_1_8,1560281088,665371632,1560281088,665371632,1560281088,665371632,1560281088,743552464,1560281088
2_1_1_9,1560281088,743552464,1560281088,743552464,1560281088,743552464,1560281088,697298912,1560281088
2_1_3_0,1560281088,697298912,1560281088,696772576,1560281088,696772576,1560281088,789049312,1560281088
2_1_3_1,1560281088,789049312,1560281088,788522976,1560281088,788522976,1560281088,806160864,1560281088
2_1_3_2,1560281088,806160864,1560281088,805634528,1560281088,805634528,1560281088,706806768,1560281088
2_1_3_3,1560281088,706806768,1560281088,706280432,1560281088,706280432,1560281088,680521696,1560281088
2_1_3_4,1560281088,680521696,1560281088,679995360,1560281088,679995360,1560281088,814170592,1560281088
2_1_3_5,1560281088,814170592,1560281088,813644256,1560281088,813644256,1560281088,656696816,1560281088
2_1_3_6,1560281088,656696816,1560281088,656170480,1560281088,656170480,1560281088,640272880,1560281088
2_1_3_7,1560281088,640272880,1560281088,639746544,1560281088,639746544,1560281088,689434592,1560281088
2_1_3_8,1560281088,689434592,1560281088,689434592,1560281088,689434592,1560281088,804255320,1560281088
2_1_3_9,1560281088,804255320,1560281088,803728984,1560281088,803728984,1560281088,815063536,1560281088
2_1_5_0,1560281088,815063536,1560281088,814537200,1560281088,814537200,1560281088,735800104,1560281088
2_1_5_1,1560281088,735800104,1560281088,735273768,1560281088,735273768,1560281088,808897384,1560281088
2_1_5_2,1560281088,808897384,1560281088,808371048,1560281088,808371048,1560281088,808141696,1560281088
2_1_5_3,1560281088,808141696,1560281088,807615360,1560281088,807615360,1560281088,774369248,1560281088
2_1_5_4,1560281088,774369248,1560281088,773842912,1560281088,773842912,1560281088,588692048,1560281088
2_1_5_5,1560281088,588692048,1560281088,588165712,1560281088,588165712,1560281088,704123456,1560281088
2_1_5_6,1560281088,704123456,1560281088,703597120,1560281088,703597120,1560281088,763878720,1560281088
2_1_5_7,1560281088,763878720,1560281088,763352384,1560281088,763352384,1560281088,750774224,1560281088
2_1_5_8,1560281088,750774224,1560281088,750247888,1560281088,750247888,1560281088,624477992,1560281088
2_1_5_9,1560281088,624477992,1560281088,623951656,1560281088,623951656,1560281088,784578528,1560281088
2_2_1_0,1560281088,784578528,1560281088,784052192,1560281088,784052192,1560281088,673556960,1560281088
2_2_1_1,1560281088,673556960,1560281088,673030624,1560281088,673030624,1560281088,692568000,1560281088
2_2_1_2,1560281088,692568000,1560281088,692041664,1560281088,692041664,1560281088,742389744,1560281088
2_2_1_3,1560281088,742389744,1560281088,741863408,1560281088,741863408,1560281088,772299248,1560281088
2_2_1_4,1560281088,772299248,1560281088,771772912,1560281088,771772912,1560281088,674404832,1560281088
2_2_1_5,1560281088,674404832,1560281088,673878496,1560281088,673878496,1560281088,805454880,1560281088
2_2_1_6,1560281088,805454880,1560281088,804928544,1560281088,804928544,1560281088,648856560,1560281088
2_2_1_7,1560281088,648856560,1560281088,648330224,1560281088,648330224,1560281088,554498328,1560281088
2_2_1_8,1560281088,554498328,1560281088,553971992,1560281088,553971992,1560281088,585096336,1560281088
2_2_1_9,1560281088,585096336,1560281088,584570000,1560281088,584570000,1560281088,791175648,1560281088
2_2_3_0,1560281088,791175648,1560281088,790649312,1560281088,790649312,1560281088,685387232,1560281088
2_2_3_1,1560281088,685387232,1560281088,684338656,1560281088,684338656,1560281088,772322272,1560281088
2_2_3_2,1560281088,772322272,1560281088,771273696,1560281088,771273696,1560281088,728758256,1560281088
2_2_3_3,1560281088,728758256,1560281088,727709680,1560281088,727709680,1560281088,763924976,1560281088
2_2_3_4,1560281088,763924976,1560281088,762876400,1560281088,762876400,1560281088,650896864,1560281088
2_2_3_5,1560281088,650896864,1560281088,649848288,1560281088,649848288,1560281088,772358112,1560281088
2_2_3_6,1560281088,772358112,1560281088,771309536,1560281088,771309536,1560281088,782877152,1560281088
2_2_3_7,1560281088,782877152,1560281088,781828576,1560281088,781828576,1560281088,590344160,1560281088
2_2_3_8,1560281088,590344160,1560281088,589295584,1560281088,589295584,1560281088,557275928,1560281088
2_2_3_9,1560281088,557275928,1560281088,556227352,1560281088,556227352,1560281088,766493008,1560281088
2_2_5_0,1560281088,766493008,1560281088,764918096,1560281088,764918096,1560281088,674241536,1560281088
2_2_5_1,1560281088,673700848,1560281088,672666624,1560281088,672666624,1560281088,611265664,1560281088
2_2_5_2,1560281088,611263616,1560281088,609690752,1560281088,609690752,1560281088,677895456,1560281088
2_2_5_3,1560281088,677895456,1560281088,676320544,1560281088,676320544,1560281088,791670752,1560281088
2_2_5_4,1560281088,791144416,1560281088,790095840,1560281088,790095840,1560281088,806867424,1560281088
2_2_5_5,1560281088,806867424,1560281088,805292512,1560281088,805292512,1560281088,799224800,1560281088
2_2_5_6,1560281088,799222752,1560281088,797649888,1560281088,797649888,1560281088,589455744,1560281088
2_2_5_7,1560281088,588929408,1560281088,587880832,1560281088,587880832,1560281088,656404448,1560281088
2_2_5_8,1560281088,656404448,1560281088,654829536,1560281088,654829536,1560281088,798486496,1560281088
2_2_5_9,1560281088,798486496,1560281088,796911584,1560281088,796911584,1560281088,611911344,1560281088
2_3_1_0,1560281088,611911344,1560281088,610862768,1560281088,610862768,1560281088,750774224,1560281088
2_3_1_1,1560281088,750774224,1560281088,749725648,1560281088,749725648,1560281088,787461104,1560281088
2_3_1_2,1560281088,787461104,1560281088,786412528,1560281088,786412528,1560281088,693669872,1560281088
2_3_1_3,1560281088,693669872,1560281088,692621296,1560281088,692621296,1560281088,684949488,1560281088
2_3_1_4,1560281088,684949488,1560281088,683900912,1560281088,683900912,1560281088,732193744,1560281088
2_3_1_5,1560281088,732193744,1560281088,731145168,1560281088,731145168,1560281088,668391904,1560281088
2_3_1_6,1560281088,668391904,1560281088,667343328,1560281088,667343328,1560281088,769650656,1560281088
2_3_1_7,1560281088,769650656,1560281088,769124320,1560281088,769124320,1560281088,633497312,1560281088
2_3_1_8,1560281088,633497312,1560281088,632970976,1560281088,632970976,1560281088,623898816,1560281088
2_3_1_9,1560281088,623898816,1560281088,622850240,1560281088,622850240,1560281088,815788000,1560281088
2_3_3_0,1560281088,815788000,1560281088,814213088,1560281088,814213088,1560281088,654959408,1560281088
2_3_3_1,1560281088,654402320,1560281088,653384496,1560281088,653384496,1560281088,586595280,1560281088
2_3_3_2,1560281088,586595280,1560281088,585020368,1560281088,585020368,1560281088,591885008,1560281088
2_3_3_3,1560281088,591358672,1560281088,590310096,1560281088,590310096,1560281088,642746560,1560281088
