Query,NR,PM,TM
2_1_1_0,0,7717496,-460981896
2_1_1_1,0,0,102751216
2_1_1_2,0,0,-89881088
2_1_1_3,0,0,-137217504
2_1_1_4,0,0,-60755784
2_1_1_5,0,0,38004328
2_1_1_6,0,0,57455144
2_1_1_7,0,0,25106144
2_1_1_8,0,0,-96764296
2_1_1_9,0,0,85061544
2_1_3_0,0,3544104,-116029392
2_1_3_1,0,0,30971048
2_1_3_2,0,0,33199576
2_1_3_3,0,4246616,22841488
2_1_3_4,0,0,-90599520
2_1_3_5,0,0,83478608
2_1_3_6,0,0,-101314288
2_1_3_7,0,0,48138704
2_1_3_8,0,0,69280664
2_1_3_9,0,0,-111769504
2_1_5_0,0,0,86751256
2_1_5_1,0,0,47912016
2_1_5_2,0,0,-100364272
2_1_5_3,0,0,50744856
2_1_5_4,0,0,78838904
2_1_5_5,0,0,-124959248
2_1_5_6,0,0,32079872
2_1_5_7,0,4225656,-15005176
2_1_5_8,0,3544016,57188632
2_1_5_9,0,0,3070304
2_2_1_0,0,0,34470264
2_2_1_1,0,0,-2603560
2_2_1_2,0,0,-128814016
2_2_1_3,0,0,43784528
2_2_1_4,0,0,96111080
2_2_1_5,0,0,-106746360
2_2_1_6,0,0,55915840
2_2_1_7,0,0,-9878920
2_2_1_8,0,0,22042544
2_2_1_9,0,0,-11401016
2_2_3_0,0,0,24003200
2_2_3_1,0,0,-9900672
2_2_3_2,0,0,-99282456
2_2_3_3,0,0,77933552
2_2_3_4,0,0,-116875208
2_2_3_5,0,0,84252384
2_2_3_6,0,0,39765752
2_2_3_7,3560384,0,-80803496
2_2_3_8,0,0,66641464
2_2_3_9,0,0,-93274264
2_2_5_0,0,0,71982248
2_2_5_1,0,0,80060504
2_2_5_2,0,0,-161581448
2_2_5_3,0,3544080,31122592
2_2_5_4,0,0,22084504
2_2_5_5,0,0,95199544
2_2_5_6,0,0,-98787312
2_2_5_7,0,0,48957376
2_2_5_8,0,0,-20567392
2_2_5_9,0,3544048,19120336
2_3_1_0,0,0,-8501392
2_3_1_1,0,0,28719880
2_3_1_2,0,0,-10991376
2_3_1_3,0,0,31259192
2_3_1_4,0,0,-10031800
2_3_1_5,0,0,38304592
2_3_1_6,0,0,-173400904
2_3_1_7,0,0,30658584
2_3_1_8,0,0,21809552
2_3_1_9,0,0,98827880
2_3_3_0,0,0,-98838704
2_3_3_1,0,0,49919504
2_3_3_2,0,0,-14475296
2_3_3_3,0,0,22244288
2_3_3_4,0,0,-15125840
2_3_3_5,0,0,19974400
2_3_3_6,0,0,-27782176
2_3_3_7,0,0,43243376
2_3_3_8,0,0,-99079576
2_3_3_9,0,0,74275608
2_3_5_0,0,3543984,-121649168
2_3_5_1,0,0,47441120
2_3_5_2,0,0,60012136
2_3_5_3,0,0,-99046976
2_3_5_4,0,0,45879280
2_3_5_5,0,0,66430416
2_3_5_6,0,0,-130224064
2_3_5_7,0,0,57683384
2_3_5_8,0,0,30921848
2_3_5_9,0,0,80209528
3_1_1_0,0,0,-167975216
3_1_1_1,0,0,66492320
3_1_1_2,0,0,62170048
3_1_1_3,0,0,24077024
3_1_1_4,0,0,-143414016
3_1_1_5,0,4162584,42327704
3_1_1_6,0,0,33859976
3_1_1_7,0,0,-19679584
3_1_1_8,0,0,57953256
3_1_1_9,0,0,2335704
3_1_3_0,0,0,29992624
3_1_3_1,0,0,1909160
3_1_3_2,0,0,-132596400
3_1_3_3,4110272,0,36313872
3_1_3_4,0,3544056,95835024
3_1_3_5,0,0,-102893280
3_1_3_6,0,0,51882368
3_1_3_7,0,0,-9391896
3_1_3_8,0,0,21903128
3_1_3_9,0,0,-11257992
3_1_5_0,0,0,23509888
3_1_5_1,0,0,-9325640
3_1_5_2,0,0,28753168
3_1_5_3,0,0,-7488768
3_1_5_4,0,0,-133117120
3_1_5_5,0,0,33880152
3_1_5_6,0,0,28845640
3_1_5_7,0,4372424,9340936
3_1_5_8,0,0,-67369720
3_1_5_9,0,0,44577040
3_2_1_0,0,0,-2016072
3_2_1_1,0,0,82074952
3_2_1_2,0,0,-160083088
3_2_1_3,0,0,32044432
3_2_1_4,0,0,24692752
3_2_1_5,0,0,75030688
3_2_1_6,0,0,-124654624
3_2_1_7,0,0,-684312
3_2_1_8,4257008,0,35387584
3_2_1_9,0,0,57654064
3_2_3_0,0,0,9737568
3_2_3_1,0,0,-115662376
3_2_3_2,0,0,30404760
3_2_3_3,0,0,63952704
3_2_3_4,0,0,83884192
3_2_3_5,0,0,-133504664
3_2_3_6,0,3544064,38800056
3_2_3_7,0,0,-3936856
3_2_3_8,0,0,87748784
3_2_3_9,0,0,-142212592
3_2_5_0,0,0,75507344
3_2_5_1,0,0,-97244832
3_2_5_2,0,3869128,68610056
3_2_5_3,0,0,79679440
3_2_5_4,0,0,-163561888
3_2_5_5,0,0,66163152
3_2_5_6,0,3544016,56460088
3_2_5_7,0,4288536,18894184
3_2_5_8,0,3743264,-164250840
3_2_5_9,0,0,45372792
3_3_1_0,0,0,32888136
3_3_1_1,0,0,-25806272
3_3_1_2,0,3544440,102773704
3_3_1_3,0,0,-119140512
3_3_1_4,0,0,21455256
3_3_1_5,0,0,69336072
3_3_1_6,0,0,-99426272
3_3_1_7,0,3879520,56567320
3_3_1_8,3544024,0,79567480
3_3_1_9,0,0,-157543152
3_3_3_0,0,0,35105000
3_3_3_1,0,0,21659416
3_3_3_2,0,3544096,96753312
3_3_3_3,0,0,-117852064
3_3_3_4,0,0,74229992
3_3_3_5,0,0,-101483736
3_3_3_6,0,4078816,40723088
3_3_3_7,0,0,60358488
3_3_3_8,0,0,22348704
3_3_3_9,0,0,47441704
3_3_5_0,0,0,-192285584
3_3_5_1,0,0,72436232
3_3_5_2,0,3544016,80681296
3_3_5_3,0,3827296,-156580864
3_3_5_4,0,3879560,178666432
3_3_5_5,0,0,-206059840
3_3_5_6,0,0,35044064
3_3_5_7,0,0,21594304
3_3_5_8,0,0,27778976
3_3_5_9,0,0,13964072
