Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1470,52032500,418923100,3789102700,0
2_1_1_1,7,32405,14257300,77976900,2915745500,0
2_1_1_2,7,2939,21164000,111320700,3088480400,0
2_1_1_3,7,1647,522551200,72968400,2864966400,0
2_1_1_4,7,188,13280100,74115100,2946051300,0
2_1_1_5,7,1679,14471300,73093600,2941632100,0
2_1_1_6,3,47063,24152300,28110700,2931171200,0
2_1_1_7,7,21784,70653900,76198000,2912416800,0
2_1_1_8,7,11383,19887300,65549000,3009099500,0
2_1_1_9,5,37844,13934300,39916000,2926530000,471
2_1_3_0,15,4730,203043800,136138300,2940557200,0
2_1_3_1,13,73208,16830200,132998100,2930107600,0
2_1_3_2,13,5645,22431200,131869000,2904477000,0
2_1_3_3,11,5437,17057000,72224300,2950363600,0
2_1_3_4,13,156251,14985800,82854200,3002416700,0
2_1_3_5,15,47593,15516400,41498300,2768883300,0
2_1_3_6,15,155764,23955400,40064000,2937516100,0
2_1_3_7,11,13183,169028800,23266600,2926747000,0
2_1_3_8,11,7643,17977800,31583800,2675139400,0
2_1_3_9,13,75856,69945700,33187300,3035341300,0
2_1_5_0,21,35043,106407900,88941500,2725485700,0
2_1_5_1,21,268257,16058000,58165400,3006325800,0
2_1_5_2,23,84345,19470300,53137900,2747229100,0
2_1_5_3,23,62506,15741100,4600500,2850051500,0
2_1_5_4,19,10805,16086100,4497300,2677601500,0
2_1_5_5,21,7900,22428600,4692900,2834149100,0
2_1_5_6,23,20219,15210600,4282200,2695933000,0
2_1_5_7,23,8986,14066500,3619500,2940078500,0
2_1_5_8,21,24132,23031000,4370000,2590581700,0
2_1_5_9,19,178120,295539800,3886400,2809477200,0
2_2_1_0,17,39194,285546700,4051600,2603097800,0
2_2_1_1,17,934,14316200,3652600,2801645400,0
2_2_1_2,9,11174,17084000,3731700,2539395600,5587
2_2_1_3,17,5360,21576900,3967500,2810294200,0
2_2_1_4,17,3955,16021200,2928800,2596704700,0
2_2_1_5,17,165923,210299500,3038600,3088399700,0
2_2_1_6,17,32546,48569200,2503400,2624912700,0
2_2_1_7,17,2196,22131100,3859400,2872980900,0
2_2_1_8,17,13552,36898900,4187600,2573288400,0
2_2_1_9,17,11784,23158200,3290300,2822005000,0
2_2_3_0,29,27831,32238900,2925200,2625477200,0
2_2_3_1,27,43363,19824600,3879700,2640617200,0
2_2_3_2,27,196019,16881600,4078800,2925407400,0
2_2_3_3,31,66822,24013800,4139000,2660570000,0
2_2_3_4,31,32747,14960400,4081600,2618039300,0
2_2_3_5,25,26416,14370400,4015100,2886239000,0
2_2_3_6,29,210340,14862400,4425100,2655766300,0
2_2_3_7,27,35365,13120000,4122300,2622815200,0
2_2_3_8,27,15775,18049800,4244500,2894054900,0
2_2_3_9,27,53196,12009900,2648900,2681205700,0
2_2_5_0,49,44147,43347200,4834400,2709927500,0
2_2_5_1,45,250058,21806200,5130900,2989123900,0
2_2_5_2,45,220971,13859500,4344000,2699071900,0
2_2_5_3,47,12847,577816600,3722000,2778544900,0
2_2_5_4,45,206613,21412900,4422600,3041838400,0
2_2_5_5,45,174824,12054000,3971200,2716764600,0
2_2_5_6,47,39227,13995500,4052700,2708006300,0
2_2_5_7,43,131727,15037400,4301400,3011958600,0
2_2_5_8,45,155836,120928600,4552400,2696235300,0
2_2_5_9,43,20591,111165700,4185700,2647570700,0
2_3_1_0,27,46013,193101500,5305100,2803419300,0
2_3_1_1,27,4117,20423700,3581000,2611584500,0
2_3_1_2,27,31328,19895600,3903800,2586082800,0
2_3_1_3,27,35368,16118600,3600300,2894019000,0
2_3_1_4,27,16512,104324000,4657200,2580016300,0
2_3_1_5,27,21758,22669600,3651000,2643343700,0
2_3_1_6,27,8923,57304100,4042400,2909510000,0
2_3_1_7,21,5413,16504100,3731600,2566775500,0
2_3_1_8,21,34784,12511900,2366800,2619367200,342
2_3_1_9,27,3,18103300,2374700,2515567300,0
2_3_3_0,49,132011,477588200,3940200,2958863100,0
2_3_3_1,43,44450,95165600,3933200,2741415400,0
2_3_3_2,45,40823,24661400,3564100,2906058600,0
2_3_3_3,39,112134,25890000,3666700,2675653200,0
2_3_3_4,45,283477,79894800,3888800,3065836700,0
2_3_3_5,47,42693,102985700,4622900,2697581700,0
2_3_3_6,49,68284,198538000,642300,2705076700,0
2_3_3_7,45,79769,11863100,523300,2737841900,0
2_3_3_8,43,41881,16314700,600100,2960757500,0
2_3_3_9,45,179639,17311400,615700,2826626500,0
2_3_5_0,71,93204,199832500,842900,2921000600,0
2_3_5_1,73,113339,14471200,927300,2810015300,0
2_3_5_2,71,87265,15056800,923400,2924763700,0
2_3_5_3,63,234151,12504700,869000,2757617200,0
2_3_5_4,67,91221,1039854800,1125500,2718726700,0
2_3_5_5,69,96969,51307900,2117000,2709379700,0
2_3_5_6,71,66430,10414100,824700,2966177300,0
2_3_5_7,71,94587,12091900,688900,2695741000,0
2_3_5_8,65,38266,12959500,658100,2669674200,0
2_3_5_9,71,66594,7011100,750800,2694946400,0
3_1_1_0,10,51375,16281200,302000,2829568000,0
3_1_1_1,8,5413,77724900,217300,2591805900,0
3_1_1_2,10,1079,224204600,183300,2579691500,0
3_1_1_3,10,182432,278319100,217500,2649640300,0
3_1_1_4,10,165054,12721200,221500,2880293400,0
3_1_1_5,8,29573,9936100,148400,2555010200,0
3_1_1_6,6,163094,11877800,151600,2568118800,0
3_1_1_7,8,29170,10684400,189800,2556385400,0
3_1_1_8,6,578,11257900,184000,2792730900,0
3_1_1_9,10,178569,8381300,218700,2689090800,0
