Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,7316091,38363600,228300,39539627100,0
2_1_1_1,22,7372791,74507100,233000,39970399500,4978
2_1_1_2,22,7318365,68966400,199400,40260869900,182
2_1_1_3,22,7316019,52950400,235300,41409425400,109
2_1_1_4,22,7312137,285644000,194500,40173495200,0
2_1_1_5,22,7315189,168641900,252600,39724795700,1
2_1_1_6,18,7968793,139019800,201900,39837765300,0
2_1_1_7,22,7392293,156026600,229700,40242332900,2049
2_1_1_8,22,7404693,54268000,210700,40829144900,390
2_1_1_9,20,7986547,138132500,206700,40529127500,13333
2_1_3_0,30,7317065,142982800,277500,40610518400,0
2_1_3_1,28,7543127,103641500,260300,40485246800,0
2_1_3_2,28,7313479,51244400,244100,39636931600,0
2_1_3_3,26,7312341,52882900,244500,40545166900,0
2_1_3_4,28,10564047,80876100,245400,41946118400,236
2_1_3_5,30,7468217,210443500,259000,40391385500,0
2_1_3_6,30,8541343,53586000,294200,39990009700,0
2_1_3_7,26,7315073,56627600,247100,39652447300,0
2_1_3_8,26,7312255,53000900,235900,40307602000,7
2_1_3_9,28,7652575,66499500,284400,40493237800,0
2_1_5_0,36,7312367,52495500,273500,40563089900,0
2_1_5_1,36,8132479,51044500,339100,41629190000,2832
2_1_5_2,38,7312137,51243300,369700,40018587800,0
2_1_5_3,38,7551655,51540800,310600,40735095400,0
2_1_5_4,34,7358723,52162300,303800,40842279700,0
2_1_5_5,36,7312161,51040000,359200,40803492200,0
2_1_5_6,38,7398431,51055500,398400,40826377800,0
2_1_5_7,38,7312761,58060000,347200,40760231800,0
2_1_5_8,36,7312911,52709500,322500,39892816200,0
2_1_5_9,34,7417509,51656300,282000,41052275600,37
2_2_1_0,41,15741125,52366800,306000,41867896500,13
2_2_1_1,41,15670956,51367200,275200,41098449100,63
2_2_1_2,33,16040468,51102600,266600,40402195700,40881
2_2_1_3,41,15683948,51915800,308400,41380111300,2989
2_2_1_4,41,15679048,50993000,301500,41429492000,744
2_2_1_5,41,21636710,67208100,370500,42967768000,851872
2_2_1_6,41,15672341,52056700,371100,41044422200,0
2_2_1_7,41,15674823,51937700,314400,40671840100,0
2_2_1_8,41,15685801,51156800,275600,40803496400,629
2_2_1_9,41,15669082,50740500,315800,41024065400,0
2_2_3_0,53,15676290,51558100,446100,41152200100,1
2_2_3_1,51,15849057,53697800,438200,41183135300,0
2_2_3_2,51,17350451,53088600,373100,41809169200,528
2_2_3_3,55,15775498,52985200,436500,41735361300,261
2_2_3_4,55,15901046,51085000,512100,40783258200,1383
2_2_3_5,49,15989485,51652400,343200,41292942300,0
2_2_3_6,73,30346420,51284100,468900,42293084600,1060111
2_2_3_7,51,15668865,56202400,348500,39995345300,0
2_2_3_8,51,15831069,63595300,374300,40855007900,25
2_2_3_9,51,15746519,52177000,330700,40842799000,0
2_2_5_0,73,16222571,138905900,528900,41193207400,690
2_2_5_1,69,16987859,52042800,458600,41426196100,0
2_2_5_2,69,15670433,51965700,489500,41573458400,0
2_2_5_3,71,15680301,52900600,500800,40777296400,0
2_2_5_4,69,15674677,54870000,504600,41060678400,0
2_2_5_5,69,15680136,75036000,460200,41104666500,0
2_2_5_6,71,15668897,52699400,494900,41601536300,0
2_2_5_7,67,16190012,51678400,549700,40793594600,251
2_2_5_8,69,16312524,53573600,545600,40243704200,0
2_2_5_9,67,15926007,60738000,523000,39953380600,0
2_3_1_0,55,21481947,51120400,336400,39985354500,12734
