Query,NR,PM,TM
2_1_1_0,0,0,444847928
2_1_1_1,0,0,41894160
2_1_1_2,0,0,-30282800
2_1_1_3,0,0,37161208
2_1_1_4,0,0,-53807272
2_1_1_5,0,0,40317792
2_1_1_6,0,1680384,-40372696
2_1_1_7,0,0,38692712
2_1_1_8,0,1680440,-40369040
2_1_1_9,0,0,38689960
2_1_3_0,0,1680472,-40360976
2_1_3_1,0,0,38686728
2_1_3_2,0,0,-40371184
2_1_3_3,0,0,38685112
2_1_3_4,0,0,-40363272
2_1_3_5,0,0,38691904
2_1_3_6,0,0,-40371496
2_1_3_7,0,0,38684680
2_1_3_8,1680360,0,-40368880
2_1_3_9,0,0,38691272
2_1_5_0,0,0,-40361056
2_1_5_1,0,1677704,38695248
2_1_5_2,0,0,-40370248
2_1_5_3,0,1678136,38695240
2_1_5_4,0,0,-40378064
2_1_5_5,0,1677672,38693584
2_1_5_6,0,0,-40365760
2_1_5_7,0,1677680,38693304
2_1_5_8,0,0,-40374440
2_1_5_9,0,1677680,38691544
2_2_1_0,0,0,-40375552
2_2_1_1,0,0,38689376
2_2_1_2,1680384,0,-40377000
2_2_1_3,0,0,40377744
2_2_1_4,0,0,-40369776
2_2_1_5,0,0,38688856
2_2_1_6,1680432,0,-40371032
2_2_1_7,0,0,40367576
2_2_1_8,0,0,-40367840
2_2_1_9,0,0,38690352
2_2_3_0,1680352,0,-40355824
2_2_3_1,0,1677744,38691616
2_2_3_2,0,0,-40371456
2_2_3_3,0,1677728,38701992
2_2_3_4,0,0,-40374344
2_2_3_5,0,1677728,38689336
2_2_3_6,0,0,-40368624
2_2_3_7,0,0,40366432
2_2_3_8,0,0,-40369928
2_2_3_9,0,1677736,38695832
2_2_5_0,0,0,-38666160
2_2_5_1,0,0,38688456
2_2_5_2,0,0,-38694032
2_2_5_3,0,0,38702112
2_2_5_4,0,0,-38703944
2_2_5_5,0,0,38700320
2_2_5_6,0,0,-38695872
2_2_5_7,0,0,38689952
2_2_5_8,0,0,-38691952
2_2_5_9,0,0,38691056
2_3_1_0,0,0,-40397272
2_3_1_1,0,0,40369384
2_3_1_2,0,0,-40366232
2_3_1_3,0,0,40373504
2_3_1_4,0,0,-40376464
2_3_1_5,0,1677680,38693184
2_3_1_6,0,0,-40370024
2_3_1_7,0,1677944,37008104
2_3_1_8,1680432,0,-40371928
2_3_1_9,0,0,38699544
2_3_3_0,0,1680456,-38669280
2_3_3_1,0,0,38690152
2_3_3_2,0,0,-38695296
2_3_3_3,0,0,38682024
2_3_3_4,0,0,-38680680
2_3_3_5,0,0,38694280
2_3_3_6,0,0,-38691128
2_3_3_7,0,0,38686080
2_3_3_8,0,0,-40371680
2_3_3_9,0,0,38703272
2_3_5_0,0,1680408,-40345080
2_3_5_1,0,1677576,50224480
2_3_5_2,0,1675088,-43532152
2_3_5_3,0,1676424,-21854200
2_3_5_4,0,1671360,55199800
2_3_5_5,0,1672080,-35053464
2_3_5_6,0,1674712,-25152408
2_3_5_7,0,1671352,48624768
2_3_5_8,0,1675248,-35195352
2_3_5_9,0,1675176,-18451568
3_1_1_0,0,0,36985560
3_1_1_1,0,0,-28678680
3_1_1_2,0,0,38752776
3_1_1_3,1680352,0,-40368552
3_1_1_4,0,0,38689152
3_1_1_5,0,1680408,-40372528
3_1_1_6,0,0,38684376
3_1_1_7,1680344,0,-40363712
3_1_1_8,0,0,38687080
3_1_1_9,0,1680440,-40365448
3_1_3_0,0,0,38702872
3_1_3_1,1680416,0,-40376656
3_1_3_2,0,0,40370400
3_1_3_3,0,0,-40365776
3_1_3_4,0,0,40367568
3_1_3_5,0,0,-40367144
3_1_3_6,0,0,40363240
3_1_3_7,0,0,-40369656
3_1_3_8,0,0,40375728
3_1_3_9,0,0,-40371560
3_1_5_0,0,1677720,38716688
3_1_5_1,0,0,-40379592
3_1_5_2,0,1677880,38695880
3_1_5_3,0,0,-40378696
3_1_5_4,0,1677696,38703240
