Query,NR,PM,TM
2_1_1_0,0,0,-365167816
2_1_1_1,0,0,193871280
2_1_1_2,0,0,-252777656
2_1_1_3,0,0,83056368
2_1_1_4,0,0,-59971168
2_1_1_5,0,0,-94151400
2_1_1_6,0,0,-94360
2_1_1_7,0,0,56905456
2_1_1_8,0,0,35255496
2_1_1_9,0,0,56165072
2_1_3_0,0,0,-141220624
2_1_3_1,0,0,27715048
2_1_3_2,0,0,7792136
2_1_3_3,0,0,67726936
2_1_3_4,0,0,-44458640
2_1_3_5,0,0,-33973952
2_1_3_6,0,0,74463744
2_1_3_7,0,0,-132767184
2_1_3_8,0,0,12234256
2_1_3_9,0,0,13103664
2_1_5_0,0,0,11585784
2_1_5_1,0,0,57716304
2_1_5_2,0,0,34471976
2_1_5_3,0,3544072,-114531576
2_1_5_4,0,0,61360184
2_1_5_5,0,0,62207600
2_1_5_6,0,0,5140984
2_1_5_7,0,0,-122998464
2_1_5_8,0,4057728,23250488
2_1_5_9,0,0,59362408
2_2_1_0,0,0,43351552
2_2_1_1,0,0,-112671896
2_2_1_2,0,0,41856648
2_2_1_3,0,0,59080080
2_2_1_4,0,3869112,849808
2_2_1_5,0,0,-151156992
2_2_1_6,0,0,12931992
2_2_1_7,0,0,12918504
2_2_1_8,0,0,4802328
2_2_1_9,0,0,56919896
2_2_3_0,0,0,35126336
2_2_3_1,0,0,-115797392
2_2_3_2,0,0,73256136
2_2_3_3,0,0,33108288
2_2_3_4,0,0,-25983456
2_2_3_5,0,0,46049048
2_2_3_6,0,0,-133410584
2_2_3_7,4210480,0,12236552
2_2_3_8,0,0,9719488
2_2_3_9,0,0,872680
2_2_5_0,0,0,56712912
2_2_5_1,0,4005424,27944624
2_2_5_2,0,0,58204800
2_2_5_3,0,0,-144537576
2_2_5_4,0,0,61489848
2_2_5_5,0,0,68057504
2_2_5_6,0,0,-166970072
2_2_5_7,0,0,48998768
2_2_5_8,0,0,46085384
2_2_5_9,0,0,20691392
2_3_1_0,0,0,-108899120
2_3_1_1,0,0,73474464
2_3_1_2,0,3544128,30755104
2_3_1_3,0,0,-34298776
2_3_1_4,0,0,7686312
2_3_1_5,0,0,-11229552
2_3_1_6,0,0,58825264
2_3_1_7,0,0,1390096
2_3_1_8,0,0,18511808
2_3_1_9,0,0,-28858024
2_3_3_0,0,0,21026752
2_3_3_1,0,0,-127634168
2_3_3_2,0,3543920,46390912
2_3_3_3,0,0,20405832
2_3_3_4,0,3544104,78412512
2_3_3_5,0,0,-16697200
2_3_3_6,0,0,9782480
2_3_3_7,0,0,-34993712
2_3_3_8,0,0,-14983912
2_3_3_9,0,0,-132574248
2_3_5_0,0,0,85115200
2_3_5_1,0,3544040,53102032
2_3_5_2,0,3544488,-135353928
2_3_5_3,0,0,5895576
2_3_5_4,0,0,51502136
2_3_5_5,0,0,49840536
2_3_5_6,0,0,17480472
2_3_5_7,0,3544040,-118051800
2_3_5_8,0,0,54281336
2_3_5_9,0,0,29461016
3_1_1_0,0,0,-37206368
3_1_1_1,0,0,53169176
3_1_1_2,0,0,63400384
3_1_1_3,0,0,-183051608
3_1_1_4,0,0,52346248
3_1_1_5,0,0,49831808
3_1_1_6,0,0,28139064
3_1_1_7,0,3544064,-111655928
3_1_1_8,0,0,65514464
3_1_1_9,0,0,64049144
3_1_3_0,0,3795768,10201928
3_1_3_1,-173542480,0,49461432
3_1_3_2,0,0,21293240
3_1_3_3,0,0,76996288
3_1_3_4,0,3785248,-98534016
3_1_3_5,0,0,31883104
3_1_3_6,0,0,3564656
3_1_3_7,0,0,68817312
3_1_3_8,0,0,-157423056
3_1_3_9,3560392,0,49887416
3_1_5_0,0,0,24568696
3_1_5_1,0,0,80113376
3_1_5_2,0,0,-119135712
3_1_5_3,0,0,23235280
3_1_5_4,0,4110272,8133184
3_1_5_5,0,0,67581592
3_1_5_6,0,0,28072376
3_1_5_7,0,0,-117406944
3_1_5_8,0,0,28808784
3_1_5_9,0,0,57506008
3_2_1_0,0,0,27583328
3_2_1_1,0,0,-145328160
3_2_1_2,0,0,42518664
3_2_1_3,0,0,15877072
3_2_1_4,4139432,0,-12899480
3_2_1_5,0,0,67987368
3_2_1_6,0,0,20626016
3_2_1_7,0,0,-132984680
3_2_1_8,0,0,12444872
3_2_1_9,0,0,14427992
3_2_3_0,0,0,-241792
3_2_3_1,0,3544008,77011992
3_2_3_2,0,0,-94726144
3_2_3_3,0,0,16019328
3_2_3_4,0,4141728,1125080
3_2_3_5,0,0,67247568
3_2_3_6,0,0,28428272
3_2_3_7,0,0,-117770216
3_2_3_8,0,0,25608968
3_2_3_9,0,0,15226616
3_2_5_0,0,0,6063000
3_2_5_1,0,3544416,76363768
3_2_5_2,0,3816616,-112051368
3_2_5_3,0,3543944,33780896
3_2_5_4,0,4026416,-12988688
3_2_5_5,0,0,60725808
3_2_5_6,0,0,-7596496
3_2_5_7,0,0,3597496
3_2_5_8,0,0,-51390752
3_2_5_9,0,0,-16478024
3_3_1_0,0,0,519488
