Query,NR,PM,TM
2_1_1_0,0,3544224,-215379368
2_1_1_1,0,0,153060456
2_1_1_2,0,0,-134637680
2_1_1_3,0,0,111744456
2_1_1_4,0,0,-12502560
2_1_1_5,0,0,-66052880
2_1_1_6,0,0,-8383984
2_1_1_7,0,0,-66811152
2_1_1_8,0,0,50476112
2_1_1_9,0,0,101056776
2_1_3_0,0,0,-57778272
2_1_3_1,0,0,-89636584
2_1_3_2,0,0,-6847360
2_1_3_3,0,0,110298064
2_1_3_4,0,0,19090920
2_1_3_5,0,0,-73036344
2_1_3_6,0,0,16694488
2_1_3_7,0,0,-66644664
2_1_3_8,0,0,29051792
2_1_3_9,0,0,103252176
2_1_5_0,0,0,-35696248
2_1_5_1,0,0,-215312
2_1_5_2,0,0,-68797984
2_1_5_3,2088,0,112864072
2_1_5_4,0,0,-11456208
2_1_5_5,0,0,-50598528
2_1_5_6,0,3586056,-4800320
2_1_5_7,0,0,74859008
2_1_5_8,0,0,-111760736
2_1_5_9,0,0,52547192
2_2_1_0,0,0,-82995816
2_2_1_1,0,0,91478736
2_2_1_2,0,0,34490040
2_2_1_3,0,0,-83812824
2_2_1_4,0,0,-65278696
2_2_1_5,0,0,106434824
2_2_1_6,0,0,-21127304
2_2_1_7,0,0,56766264
2_2_1_8,0,0,-120534552
2_2_1_9,0,0,34243576
2_2_3_0,0,0,89187320
2_2_3_1,0,0,-67295200
2_2_3_2,0,3596688,-29749400
2_2_3_3,0,0,95683400
2_2_3_4,0,0,-22662480
2_2_3_5,0,0,-81371088
2_2_3_6,0,0,-50357552
2_2_3_7,0,0,112900968
2_2_3_8,0,0,30451896
2_2_3_9,0,0,-33253000
2_2_5_0,0,0,-68486272
2_2_5_1,0,0,-37489144
2_2_5_2,0,0,158657808
2_2_5_3,0,0,-71006232
2_2_5_4,0,0,10828288
2_2_5_5,0,0,65592152
2_2_5_6,0,3676216,-80361512
2_2_5_7,0,0,-96233432
2_2_5_8,0,0,149356600
2_2_5_9,0,0,-71571528
2_3_1_0,0,0,-14243560
2_3_1_1,0,0,-53320096
2_3_1_2,0,0,124416872
2_3_1_3,0,0,-145891296
2_3_1_4,0,0,167724744
2_3_1_5,0,0,-103594752
2_3_1_6,0,0,75069800
2_3_1_7,0,0,-64411352
2_3_1_8,0,0,-21327152
2_3_1_9,0,0,-31986416
2_3_3_0,0,3554576,131553512
2_3_3_1,0,0,4616944
2_3_3_2,0,0,-621133808
2_3_3_3,0,0,621633032
2_3_3_4,0,0,-621636400
2_3_3_5,0,0,459984504
2_3_3_6,0,0,167706024
2_3_3_7,0,0,-103599184
2_3_3_8,0,0,71502208
2_3_3_9,0,3565064,-64402312
2_3_5_0,0,3554712,-20934816
2_3_5_1,0,0,-28819080
2_3_5_2,0,0,111900768
2_3_5_3,0,0,-126118112
2_3_5_4,0,0,114548360
2_3_5_5,0,3575552,27160376
2_3_5_6,0,0,-65924840
2_3_5_7,0,0,-19136768
2_3_5_8,0,0,103420672
2_3_5_9,0,-642785352,571297552
3_1_1_0,0,0,-66413312
3_1_1_1,0,0,-4552080
3_1_1_2,0,3544048,102631600
3_1_1_3,0,0,-118319656
3_1_1_4,0,0,88916200
3_1_1_5,0,0,-92705368
3_1_1_6,0,0,109989624
3_1_1_7,0,0,22549640
3_1_1_8,0,0,-32883760
3_1_1_9,0,0,-69477848
3_1_3_0,0,0,111715192
3_1_3_1,0,0,-26718016
3_1_3_2,0,0,-62704248
3_1_3_3,0,0,20178144
3_1_3_4,0,0,-45513048
3_1_3_5,0,0,73842456
3_1_3_6,0,0,-54801728
3_1_3_7,0,0,-55077808
3_1_3_8,0,0,111724312
3_1_3_9,0,0,19064048
3_1_5_0,0,0,-33023728
3_1_5_1,0,0,-68683256
3_1_5_2,0,0,123573440
3_1_5_3,0,0,-16111904
3_1_5_4,0,0,-111488352
3_1_5_5,0,0,84118816
3_1_5_6,0,0,-73048744
3_1_5_7,0,0,129636664
3_1_5_8,0,0,-86610784
3_1_5_9,0,3586088,15687296
3_2_1_0,0,0,-102190280
3_2_1_1,0,0,92380960
3_2_1_2,0,3544104,-26368440
3_2_1_3,0,3628024,-57070160
3_2_1_4,0,0,89051976
3_2_1_5,0,0,-103102216
3_2_1_6,0,0,112911640
3_2_1_7,0,0,-100544528
3_2_1_8,0,0,97173384
3_2_1_9,0,0,-98864784
3_2_3_0,0,0,101711208
3_2_3_1,0,0,-94658240
3_2_3_2,0,0,35120528
3_2_3_3,0,4047328,-50249088
3_2_3_4,0,0,45635384
3_2_3_5,0,0,71282568
3_2_3_6,0,0,-63776616
3_2_3_7,0,0,-32472296
3_2_3_8,0,3606976,130245760
3_2_3_9,0,0,-87445408
3_2_5_0,0,0,-5992032
3_2_5_1,0,0,48677712
3_2_5_2,3575584,0,-63803448
3_2_5_3,0,0,-68275184
3_2_5_4,0,0,106615664
3_2_5_5,0,0,38786200
3_2_5_6,0,3554608,-60440232
3_2_5_7,0,0,-10667336
3_2_5_8,0,0,-56871896
3_2_5_9,0,0,131518864
3_3_1_0,0,0,14477896
3_3_1_1,-632514208,0,596319192
3_3_1_2,0,0,-44758664
3_3_1_3,0,0,9339912
3_3_1_4,0,0,-41460568
3_3_1_5,0,0,-25878680
3_3_1_6,0,0,108354144
3_3_1_7,0,0,-133188992
3_3_1_8,0,0,114475816
3_3_1_9,0,0,20239824
3_3_3_0,0,0,-44602008
3_3_3_1,0,0,-12071752
3_3_3_2,0,0,-59413704
3_3_3_3,0,3638416,13247912
3_3_3_4,0,0,98041000
3_3_3_5,0,0,10303424
3_3_3_6,0,0,-77453752
3_3_3_7,0,0,-62831632
3_3_3_8,0,0,108183544
3_3_3_9,0,3596560,22594224
3_3_5_0,0,3544360,-29234808
3_3_5_1,0,3607312,-69706480
3_3_5_2,0,3544056,102479920
3_3_5_3,0,3690848,-61484952
3_3_5_4,0,0,-89642128
3_3_5_5,0,3732800,-10507648
3_3_5_6,0,3544112,106694896
3_3_5_7,0,3597424,29636496
3_3_5_8,0,0,-65610608
3_3_5_9,0,3596496,-15553576
