Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_1_1_0,995098624,426246144,995098624,587724800,995098624,587202560,995098624,502790144,1560281088
2_1_1_1,995098624,502267904,995098624,502267904,995098624,502267904,1150287872,498073600,1560281088
2_1_1_2,1150287872,498073600,1150287872,497547264,1150287872,497547264,1150287872,367523840,1560281088
2_1_1_3,1150287872,367523840,1150287872,367001600,1150287872,367001600,1150287872,797966336,1560281088
2_1_1_4,1150287872,797964288,1150287872,797440000,1150287872,797440000,1150287872,613941248,1560281088
2_1_1_5,1150287872,613941248,1150287872,613414912,1150287872,613414912,1150287872,458225664,1560281088
2_1_1_6,1150287872,458225664,1150287872,458225664,1150287872,458225664,1069547520,414388224,1560281088
2_1_1_7,1069547520,413865984,1069547520,413865984,1069547520,413865984,1069547520,376963072,1560281088
2_1_1_8,1069547520,376963072,1069547520,376051040,1069547520,376051040,1069547520,708311040,1560281088
2_1_1_9,1069547520,708311040,1069547520,707786752,1069547520,707786752,1069547520,586721472,1560281088
2_1_3_0,1069547520,586721472,1069547520,586298976,1069547520,586298976,1069547520,520358528,1560281088
2_1_3_1,1069547520,519832192,1069547520,519832192,1069547520,519832192,1069547520,357032024,1560281088
2_1_3_2,1069547520,357032024,1069547520,356505688,1069547520,356505688,1069547520,719315176,1560281088
2_1_3_3,1069547520,719264032,1069547520,718792936,1069547520,718792936,1069547520,543158240,1560281088
2_1_3_4,1069547520,542617552,1069547520,542617552,1069547520,542617552,1069547520,398328216,1560281088
2_1_3_5,1069547520,398328216,1069547520,397801880,1069547520,397801880,1069547520,414679888,1560281088
2_1_3_6,1069547520,414679888,1069547520,414153552,1069547520,414153552,1066401792,701988264,1560281088
2_1_3_7,1066401792,701490584,1066401792,701490584,1066401792,701490584,1066401792,569252864,1560281088
2_1_3_8,1066401792,569252864,1066401792,569252864,1066401792,569252864,1066401792,472455152,1560281088
2_1_3_9,1066401792,472455152,1066401792,471928816,1066401792,471928816,996147200,413070240,1560281088
2_1_5_0,996147200,412548000,996147200,412021664,996147200,412021664,1019215872,667416576,1560281088
2_1_5_1,1019215872,666894336,1019215872,666368000,1019215872,666368000,1019215872,322435072,1560281088
2_1_5_2,1019215872,322435072,1019215872,321386496,1019215872,321386496,1019215872,666894336,1560281088
2_1_5_3,1019215872,666894336,1019215872,666334760,1019215872,666334760,1019215872,706740224,1560281088
2_1_5_4,1019215872,706738176,1019215872,706213888,1019215872,706213888,1019215872,447215616,1560281088
2_1_5_5,1019215872,446693376,1019215872,446167040,1019215872,446167040,1019215872,695177920,1560281088
2_1_5_6,1019215872,695177920,1019215872,694129344,1019215872,694129344,1019215872,372242432,1560281088
2_1_5_7,1019215872,372242432,1019215872,371720192,1019215872,371720192,1019215872,685217632,1560281088
2_1_5_8,1019215872,685217632,1019215872,684695392,1019215872,684695392,1019215872,478409136,1560281088
2_1_5_9,1019215872,478409136,1019215872,477886896,1019215872,477886896,1019215872,712206656,1560281088
2_2_1_0,1019215872,711680320,1019215872,711158080,1019215872,711158080,1019215872,555211552,1560281088
2_2_1_1,1019215872,555211552,1019215872,554685216,1019215872,554685216,1019215872,467138544,1560281088
2_2_1_2,1019215872,467138544,1019215872,466612208,1019215872,466612208,930086912,649586656,1560281088
2_2_1_3,930086912,649586656,930086912,649064416,930086912,649064416,930086912,580373280,1560281088
2_2_1_4,930086912,580373280,930086912,579851040,930086912,579851040,930086912,427292656,1560281088
