Query,NR,PM,TM
2_1_1_0,0,0,-230377288
2_1_1_1,0,0,97797280
2_1_1_2,0,0,21644848
2_1_1_3,0,0,-118263288
2_1_1_4,0,0,-29991200
2_1_1_5,0,0,-10968080
2_1_1_6,0,0,-6315952
2_1_1_7,0,0,37231552
2_1_1_8,0,0,26569536
2_1_1_9,0,0,-98980528
2_1_3_0,3837600,0,84511448
2_1_3_1,0,0,49856040
2_1_3_2,0,0,-7318504
2_1_3_3,0,0,-117655880
2_1_3_4,0,0,130478120
2_1_3_5,4231536,0,-34805224
2_1_3_6,0,0,-112737024
2_1_3_7,0,0,26578800
2_1_3_8,0,0,64878320
2_1_3_9,0,0,76990968
2_1_5_0,0,0,-123033224
2_1_5_1,0,3543952,47476472
2_1_5_2,0,0,16292176
2_1_5_3,0,0,-82578296
2_1_5_4,0,0,68402920
2_1_5_5,0,0,80068120
2_1_5_6,0,0,-119049208
2_1_5_7,0,0,36647576
2_1_5_8,0,0,-11815344
2_1_5_9,0,0,58017080
2_2_1_0,0,0,5771576
2_2_1_1,0,0,-102775600
2_2_1_2,0,0,34888840
2_2_1_3,0,0,28877432
2_2_1_4,0,0,-94438592
2_2_1_5,0,0,83836216
2_2_1_6,0,3544128,-102319400
2_2_1_7,0,0,49116152
2_2_1_8,0,0,71658712
2_2_1_9,0,0,-110639136
2_2_3_0,0,0,84248136
2_2_3_1,0,0,39842096
2_2_3_2,0,0,-97851056
2_2_3_3,0,0,44662008
2_2_3_4,0,0,77261776
2_2_3_5,0,0,-126896000
2_2_3_6,0,0,27949376
2_2_3_7,0,0,6824336
2_2_3_8,0,0,79925032
2_2_3_9,0,0,22877704
2_2_5_0,0,0,-107862264
2_2_5_1,0,0,44094432
2_2_5_2,0,0,-90768648
2_2_5_3,0,0,83725856
2_2_5_4,0,0,-98333608
2_2_5_5,0,0,48673280
2_2_5_6,0,0,41213904
2_2_5_7,0,0,22543912
2_2_5_8,0,0,-63758296
2_2_5_9,0,0,53635240
2_3_1_0,0,0,-11159128
2_3_1_1,0,0,22065536
2_3_1_2,0,0,-4308704
2_3_1_3,0,0,25584416
2_3_1_4,0,0,-7898480
2_3_1_5,0,0,27285464
2_3_1_6,0,0,-6025088
2_3_1_7,0,0,37104136
2_3_1_8,0,0,-168219440
2_3_1_9,0,0,35558264
2_3_3_0,0,0,28239904
2_3_3_1,0,3544120,93206664
2_3_3_2,0,-188565584,84795672
2_3_3_3,0,0,53376184
2_3_3_4,0,0,-10887552
2_3_3_5,0,0,20731112
2_3_3_6,0,0,-17182432
2_3_3_7,0,3543992,24583248
