Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,11,532102,7379500,200100,6867190500,0
2_1_1_1,11,597790,26455800,245200,6632845300,2494
2_1_1_2,11,534251,26218400,240300,6493899100,194
2_1_1_3,11,532749,26363800,192900,6609607700,118
2_1_1_4,11,530396,26069700,195200,6305751800,0
2_1_1_5,11,532212,27060600,211400,6529382100,3
2_1_1_6,7,659229,29631000,191000,6493762800,0
2_1_1_7,11,560654,33452300,226800,6481634800,947
2_1_1_8,11,575869,26362100,190100,6509139200,190
2_1_1_9,9,647869,26424000,178200,6687944700,6472
2_1_3_0,19,536119,25901200,297400,6554896200,0
2_1_3_1,17,698883,26088600,214400,6567757800,0
2_1_3_2,17,540967,26068100,220500,6467585400,0
2_1_3_3,15,540638,26244100,213300,6654810400,0
2_1_3_4,17,1598552,26123800,259100,7029600600,152
2_1_3_5,19,653338,26506100,329700,6595474200,0
2_1_3_6,19,1147155,27402100,259000,6779362200,0
2_1_3_7,15,555422,26211300,229400,6571285600,0
2_1_3_8,15,556850,26366700,226400,6743339600,7
2_1_3_9,17,705960,26321200,317200,6616126000,0
2_1_5_0,25,595320,26452800,302100,6295249000,0
2_1_5_1,25,1463641,26217900,315700,6529651400,1528
2_1_5_2,27,760776,32366700,349400,5935031900,0
2_1_5_3,27,710370,32652600,353100,6249181500,0
2_1_5_4,23,546739,26669000,296500,6509561500,0
2_1_5_5,25,543123,26028800,328200,6492737900,0
2_1_5_6,27,587688,26212000,351400,6296274200,0
2_1_5_7,27,544813,26315700,328000,6140856700,0
2_1_5_8,25,562201,26419700,310900,6142056500,0
2_1_5_9,23,1205541,26368700,297000,6327708200,21
2_2_1_0,29,1668971,26199100,301600,6857991300,18
2_2_1_1,29,1592037,26184500,282600,6883056100,63
2_2_1_2,21,1645746,26112400,238300,6831364100,20558
2_2_1_3,29,2132080,26159300,623300,7280830800,2749
2_2_1_4,29,1596589,26112200,483300,6831408000,706
2_2_1_5,29,3077909,26270100,391400,7177409900,425035
2_2_1_6,29,2183409,26332200,326700,7161544100,0
2_2_1_7,29,2124254,26103500,344900,7092377400,0
2_2_1_8,29,2148896,26105900,345500,7241972300,319
2_2_1_9,29,1614435,25910200,332100,7388023500,0
2_2_3_0,41,2173425,25901800,398800,7117377700,7
2_2_3_1,39,2205729,26268300,391700,7306281100,0
2_2_3_2,39,2618842,31365300,375300,7856498200,556
2_2_3_3,43,2306873,25955200,486600,7248106600,110
2_2_3_4,43,2243443,26684500,450600,7301234200,656
2_2_3_5,37,2178748,25217100,454000,7253086200,0
2_2_3_6,61,3115005,26284500,533800,8121483800,537550
2_2_3_7,39,2189274,26530600,406100,6892807800,0
2_2_3_8,39,2150089,26446100,372400,7287603200,46
2_2_3_9,39,2211844,26251300,359300,7151771400,0
2_2_5_0,61,2389695,32799500,601900,7236347600,360
2_2_5_1,57,2667105,26135900,580300,7559797700,0
2_2_5_2,57,2868590,26815200,597800,7454065000,0
2_2_5_3,59,2146419,26594500,614500,7107958000,0
2_2_5_4,57,2528517,25771900,606800,7333778500,0
2_2_5_5,57,2477483,26474700,558700,7310730200,0
2_2_5_6,59,2229433,26406000,618700,6970632000,0
2_2_5_7,55,2426714,26536900,627700,7180009700,110
2_2_5_8,57,2468627,26249200,548600,7340131500,0
2_2_5_9,55,2200304,26693300,542200,7130520800,0
2_3_1_0,39,2808315,26274700,424300,7321479200,8648
2_3_1_1,39,2125143,26181900,400600,7013044200,22
2_3_1_2,39,2712381,25950500,352300,7151921200,0
2_3_1_3,39,2735771,26136000,401600,7208476700,479
2_3_1_4,39,2691157,26423900,346900,7386083800,112
2_3_1_5,39,2199254,26399400,357700,6572279100,0
2_3_1_6,39,2671938,26196500,360300,7331113600,0
2_3_1_7,33,2126536,33082700,341500,7024052000,2191
2_3_1_8,33,2719864,26191800,314100,7104076200,425
2_3_1_9,39,2120890,26682300,342900,6593448600,0
2_3_3_0,61,2975524,26689700,602100,7420480100,343
2_3_3_1,55,2778528,26311500,490300,7286758400,233
2_3_3_2,57,2739157,26177500,544900,7242622500,2
2_3_3_3,51,2936833,26832000,522700,7524212700,1312
2_3_3_4,57,3419017,26892700,743600,7478280300,48
2_3_3_5,59,2731556,26821200,695700,7300810000,18
2_3_3_6,61,3041195,26334500,961400,7537606100,8649
2_3_3_7,57,2796414,26154700,488300,7101357500,0
2_3_3_8,55,2803906,26177100,489300,7073833300,0
2_3_3_9,57,3195849,26523200,519600,7471357900,0
2_3_5_0,83,2935901,26470600,835800,7416214100,0
2_3_5_1,85,2982961,26204600,827800,7322026200,0
2_3_5_2,83,2862504,29238400,875900,7178048900,0
2_3_5_3,75,3183445,26467200,708500,7530079300,25
2_3_5_4,79,2831360,30979600,768200,7230736900,0
2_3_5_5,81,2830258,26623000,762200,7204541200,0
2_3_5_6,83,2859691,26570400,810700,7317377200,0
2_3_5_7,83,2872983,26652500,857200,7345380500,0
2_3_5_8,77,2763390,26301600,1051900,7069821900,0
2_3_5_9,83,2789466,26608200,839800,7184265700,0
3_1_1_0,14,637858,26310100,188500,6382129700,476
3_1_1_1,12,540559,25741800,183200,6121464500,0
3_1_1_2,14,531556,26404900,182000,6279121600,0
3_1_1_3,14,880870,30645800,191100,6281422600,0
3_1_1_4,14,1593810,34139300,275200,6539944100,825
3_1_1_5,12,588641,26153000,164100,6178217600,0
3_1_1_6,10,857019,35072200,163200,7395192200,2022371
3_1_1_7,12,594468,26094900,177500,6309715500,0
3_1_1_8,10,531199,26259500,163400,6274328500,0
3_1_1_9,14,1628576,26179100,185300,6684529700,0
3_1_3_0,24,1110290,26178500,246900,6454471200,0
3_1_3_1,22,670360,26058200,244700,6361447200,0
3_1_3_2,24,707212,26720100,256300,6296615400,0
3_1_3_3,26,605546,26439700,286500,6338282800,0
3_1_3_4,26,535387,24769600,281100,6226045100,0
3_1_3_5,26,629362,26045900,266600,6306478200,0
3_1_3_6,22,533686,26151900,292000,6316325900,0
3_1_3_7,20,616021,26376600,230000,6255712000,1
3_1_3_8,24,577521,26413100,268600,6179305000,0
3_1_3_9,24,593882,26446200,313200,6256733400,1
