Query,TTMB,TFMB,TTMA,TFMA,RTMB,RFMB,RTMA,RFMA,Max
2_2_5_7,1560281088,426984912,1560281088,425936336,1560281088,425936336,1560281088,505709536,1560281088
2_2_5_8,1560281088,505187296,1560281088,504138720,1560281088,504138720,1560281088,611297248,1560281088
2_2_5_9,1560281088,610775008,1560281088,609726432,1560281088,609726432,1560281088,571467744,1560281088
2_3_1_0,1560281088,570945504,1560281088,570419168,1560281088,570419168,1560281088,519842600,1560281088
2_3_1_1,1560281088,519842600,1560281088,518794024,1560281088,518794024,1560281088,572516320,1560281088
2_3_1_2,1560281088,572516320,1560281088,571467744,1560281088,571467744,1560281088,440951760,1560281088
2_3_1_3,1560281088,440951760,1560281088,439903184,1560281088,439903184,1560281088,521350624,1560281088
2_3_1_4,1560281088,521350624,1560281088,520302048,1560281088,520302048,1560281088,512994768,1560281088
2_3_1_5,1560281088,512994768,1560281088,511946192,1560281088,511946192,1560281088,448669136,1560281088
2_3_1_6,1560281088,448669136,1560281088,447620560,1560281088,447620560,1560281088,585039344,1560281088
2_3_1_7,1560281088,585039344,1560281088,583990768,1560281088,583990768,1560281088,547350496,1560281088
2_3_1_8,1560281088,547350496,1560281088,546301920,1560281088,546301920,1560281088,440766416,1560281088
2_3_1_9,1560281088,440766416,1560281088,439717840,1560281088,439717840,1560281088,484246000,1560281088
2_3_3_0,1560281088,484246000,1560281088,482675184,1560281088,482675184,1560281088,441966544,1560281088
2_3_3_1,1560281088,441444304,1560281088,618633008,1560281088,618633008,1560281088,566445552,1560281088
2_3_3_2,1560281088,565923312,1560281088,564874736,1560281088,564874736,1560281088,512223200,1560281088
2_3_3_3,1560281088,511700960,1560281088,510652384,1560281088,510652384,1560281088,572560352,1560281088
2_3_3_4,1560281088,572038112,1560281088,570989536,1560281088,570989536,1560281088,420671952,1560281088
2_3_3_5,1560281088,420149712,1560281088,419101136,1560281088,419101136,1560281088,583570912,1560281088
2_3_3_6,1560281088,583048672,1560281088,582000096,1560281088,582000096,1560281088,398625760,1560281088
2_3_3_7,1560281088,398103520,1560281088,397054944,1560281088,397054944,1560281088,424156624,1560281088
2_3_3_8,1560281088,423634384,1560281088,422585808,1560281088,422585808,1560281088,474474464,1560281088
2_3_3_9,1560281088,473952224,1560281088,472903648,1560281088,472903648,1560281088,440917968,1560281088
2_3_5_0,1560281088,440395728,1560281088,438820816,1560281088,438820816,1560281088,480431088,1560281088
2_3_5_1,1560281088,480431088,1560281088,478333936,1560281088,478333936,1560281088,524059632,1560281088
2_3_5_2,1560281088,524059632,1560281088,521962480,1560281088,521962480,1560281088,613412832,1560281088
2_3_5_3,1560281088,613412832,1560281088,611837920,1560281088,611837920,1560281088,557838320,1560281088
2_3_5_4,1560281088,557316080,1560281088,555218928,1560281088,555218928,1560281088,428525008,1560281088
2_3_5_5,1560281088,428525008,1560281088,426427856,1560281088,426427856,1560281088,417861584,1560281088
2_3_5_6,1560281088,417861584,1560281088,415764432,1560281088,415764432,1560281088,605024224,1560281088
2_3_5_7,1560281088,605024224,1560281088,602927072,1560281088,602927072,1560281088,491158496,1560281088
2_3_5_8,1560281088,491158496,1560281088,489061344,1560281088,489061344,1560281088,516415440,1560281088
2_3_5_9,1560281088,515893200,1560281088,513796048,1560281088,513796048,1560281088,599257056,1560281088
3_1_1_0,1560281088,599257056,1560281088,598730720,1560281088,598730720,1560281088,417849296,1560281088
3_1_1_1,1560281088,417849296,1560281088,417327056,1560281088,417327056,1560281088,552069088,1560281088
3_1_1_2,1560281088,552069088,1560281088,551546848,1560281088,551546848,1560281088,560924128,1560281088
3_1_1_3,1560281088,560924128,1560281088,560401888,1560281088,560401888,1560281088,492261520,1560281088
3_1_1_4,1560281088,492261520,1560281088,491739280,1560281088,491739280,1560281088,462451168,1560281088
3_1_1_5,1560281088,462451168,1560281088,461928928,1560281088,461928928,1560281088,591335392,1560281088
3_1_1_6,1560281088,591335392,1560281088,590813152,1560281088,590813152,1560281088,580962272,1560281088
3_1_1_7,1560281088,580962272,1560281088,580440032,1560281088,580440032,1560281088,464453072,1560281088
3_1_1_8,1560281088,464453072,1560281088,463930832,1560281088,463930832,1560281088,544729056,1560281088
3_1_1_9,1560281088,544729056,1560281088,544206816,1560281088,544206816,1560281088,489152464,1560281088
3_1_3_0,1560281088,489152464,1560281088,488630224,1560281088,488630224,1560281088,433577936,1560281088
3_1_3_1,1560281088,433577936,1560281088,433055696,1560281088,433055696,1560281088,577853408,1560281088
3_1_3_2,1560281088,577853408,1560281088,577331168,1560281088,577331168,1560281088,425195680,1560281088
3_1_3_3,1560281088,425195680,1560281088,424673440,1560281088,424673440,1560281088,588511352,1560281088
3_1_3_4,1560281088,588511352,1560281088,587989112,1560281088,587989112,1560281088,552335384,1560281088
3_1_3_5,1560281088,552335384,1560281088,551813144,1560281088,551813144,1560281088,511440992,1560281088
3_1_3_6,1560281088,511440992,1560281088,510918752,1560281088,510918752,1560281088,562034912,1560281088
3_1_3_7,1560281088,562034912,1560281088,561512672,1560281088,561512672,1560281088,562821240,1560281088
3_1_3_8,1560281088,562821240,1560281088,562299000,1560281088,562299000,1560281088,570947744,1560281088
3_1_3_9,1560281088,570947744,1560281088,570425504,1560281088,570425504,1560281088,558626984,1560281088
3_1_5_0,1560281088,558626984,1560281088,557578408,1560281088,557578408,1560281088,568588384,1560281088
3_1_5_1,1560281088,568066144,1560281088,567539808,1560281088,567539808,1560281088,528476128,1560281088
3_1_5_2,1560281088,527953888,1560281088,527427552,1560281088,527427552,1560281088,448258000,1560281088
3_1_5_3,1560281088,448258000,1560281088,447209424,1560281088,447209424,1560281088,576710624,1560281088
3_1_5_4,1560281088,576710624,1560281088,575662048,1560281088,575662048,1560281088,548312544,1560281088
3_1_5_5,1560281088,547790304,1560281088,547263968,1560281088,547263968,1560281088,437772240,1560281088
3_1_5_6,1560281088,437250000,1560281088,436723664,1560281088,436723664,1560281088,404486264,1560281088
3_1_5_7,1560281088,403964024,1560281088,403437688,1560281088,403437688,1560281088,293337128,1560281088
3_1_5_8,1560281088,293337128,1560281088,292288552,1560281088,292288552,1560281088,352313296,1560281088
3_1_5_9,1560281088,351791056,1560281088,351264720,1560281088,351264720,1560281088,602712032,1560281088
3_2_1_0,1560281088,602189792,1560281088,601663456,1560281088,601663456,1560281088,414179280,1560281088
3_2_1_1,1560281088,414179280,1560281088,413130704,1560281088,413130704,1560281088,487710288,1560281088
3_2_1_2,1560281088,487710288,1560281088,486661712,1560281088,486661712,1560281088,571005424,1560281088
3_2_1_3,1560281088,571005424,1560281088,569956848,1560281088,569956848,1560281088,483272672,1560281088
3_2_1_4,1560281088,483272672,1560281088,482224096,1560281088,482224096,1560281088,467656656,1560281088
3_2_1_5,1560281088,467656656,1560281088,466608080,1560281088,466608080,1560281088,436207064,1560281088
3_2_1_6,1560281088,436207064,1560281088,435158488,1560281088,435158488,1560281088,483405776,1560281088
3_2_1_7,1560281088,483405776,1560281088,482357200,1560281088,482357200,1560281088,448846880,1560281088
3_2_1_8,1560281088,448846880,1560281088,447798304,1560281088,447798304,1560281088,546870768,1560281088
3_2_1_9,1560281088,546870768,1560281088,545822192,1560281088,545822192,1560281088,516037416,1560281088
3_2_3_0,1560281088,516037416,1560281088,514466600,1560281088,514466600,1560281088,402343648,1560281088
3_2_3_1,1560281088,401821408,1560281088,400772832,1560281088,400772832,1560281088,418641992,1560281088
3_2_3_2,1560281088,418119752,1560281088,417071176,1560281088,417071176,1560281088,447211488,1560281088
3_2_3_3,1560281088,446689248,1560281088,445640672,1560281088,445640672,1560281088,477095904,1560281088
3_2_3_4,1560281088,476573664,1560281088,475525088,1560281088,475525088,1560281088,484612592,1560281088
3_2_3_5,1560281088,484090352,1560281088,483041776,1560281088,483041776,1560281088,537855968,1560281088
3_2_3_6,1560281088,537333728,1560281088,536285152,1560281088,536285152,1560281088,517609952,1560281088
3_2_3_7,1560281088,517087712,1560281088,516039136,1560281088,516039136,1560281088,529161200,1560281088
3_2_3_8,1560281088,528638960,1560281088,527590384,1560281088,527590384,1560281088,488559056,1560281088
3_2_3_9,1560281088,488036816,1560281088,486988240,1560281088,486988240,1560281088,554604000,1560281088
3_2_5_0,1560281088,554081760,1560281088,552506848,1560281088,552506848,1560281088,517470192,1560281088
3_2_5_1,1560281088,517470192,1560281088,515373040,1560281088,515373040,1560281088,605329888,1560281088
3_2_5_2,1560281088,605329888,1560281088,603232736,1560281088,603232736,1560281088,553644000,1560281088
3_2_5_3,1560281088,553644000,1560281088,551546848,1560281088,551546848,1560281088,525854672,1560281088
3_2_5_4,1560281088,525854672,1560281088,524279760,1560281088,524279760,1560281088,410568656,1560281088
3_2_5_5,1560281088,410568656,1560281088,408471504,1560281088,408471504,1560281088,492560848,1560281088
3_2_5_6,1560281088,492560848,1560281088,490463696,1560281088,490463696,1560281088,417078736,1560281088
3_2_5_7,1560281088,417078736,1560281088,415503824,1560281088,415503824,1560281088,439345104,1560281088
3_2_5_8,1560281088,438822864,1560281088,437247952,1560281088,437247952,1560281088,597790176,1560281088
3_2_5_9,1560281088,597790176,1560281088,596215264,1560281088,596215264,1560281088,428916688,1560281088
3_3_1_0,1560281088,428394448,1560281088,427345872,1560281088,427345872,1560281088,457704400,1560281088
3_3_1_1,1560281088,457182160,1560281088,456133584,1560281088,456133584,1560281088,392683472,1560281088
3_3_1_2,1560281088,392161232,1560281088,391112656,1560281088,391112656,1560281088,438192672,1560281088
3_3_1_3,1560281088,437670432,1560281088,436621856,1560281088,436621856,1560281088,502786016,1560281088
3_3_1_4,1560281088,502263776,1560281088,501215200,1560281088,501215200,1560281088,575706080,1560281088
3_3_1_5,1560281088,575183840,1560281088,574135264,1560281088,574135264,1560281088,446685136,1560281088
3_3_1_6,1560281088,446162896,1560281088,445114320,1560281088,445114320,1560281088,532670432,1560281088
3_3_1_7,1560281088,532148192,1560281088,531099616,1560281088,531099616,1560281088,456274944,1560281088
3_3_1_8,1560281088,455752704,1560281088,454704128,1560281088,454704128,1560281088,401072080,1560281088
3_3_1_9,1560281088,400549840,1560281088,399501264,1560281088,399501264,1560281088,441434576,1560281088
3_3_3_0,1560281088,440912336,1560281088,439337424,1560281088,439337424,1560281088,581645760,1560281088
3_3_3_1,1560281088,581645760,1560281088,579548608,1560281088,579548608,1560281088,451987408,1560281088
3_3_3_2,1560281088,451987408,1560281088,449890256,1560281088,449890256,1560281088,396959184,1560281088
3_3_3_3,1560281088,396959184,1560281088,394862032,1560281088,394862032,1560281088,458223584,1560281088
3_3_3_4,1560281088,458223584,1560281088,456126432,1560281088,456126432,1560281088,531804656,1560281088
3_3_3_5,1560281088,531804656,1560281088,529707504,1560281088,529707504,1560281088,557316080,1560281088
3_3_3_6,1560281088,557316080,1560281088,555218928,1560281088,555218928,1560281088,587198432,1560281088
3_3_3_7,1560281088,587198432,1560281088,585101280,1560281088,585101280,1560281088,400549840,1560281088
3_3_3_8,1560281088,400549840,1560281088,398452688,1560281088,398452688,1560281088,592441312,1560281088
3_3_3_9,1560281088,592441312,1560281088,590344160,1560281088,590344160,1560281088,447211472,1560281088
3_3_5_0,1560281088,447211472,1560281088,444065744,1560281088,444065744,1560281088,438422264,1560281088
3_3_5_1,1560281088,437895928,1560281088,435276536,1560281088,435276536,1560281088,566751200,1560281088
3_3_5_2,1560281088,566224864,1560281088,563079136,1560281088,563079136,1560281088,486010848,1560281088
3_3_5_3,1560281088,485484512,1560281088,482865120,1560281088,482865120,1560281088,436841720,1560281088
3_3_5_4,1560281088,436315384,1560281088,433695992,1560281088,433695992,1560281088,440424912,1560281088
3_3_5_5,1560281088,439898576,1560281088,437279184,1560281088,437279184,1560281088,427643744,1560281088
3_3_5_6,1560281088,427117408,1560281088,423971680,1560281088,423971680,1560281088,373555296,1560281088
3_3_5_7,1560281088,373028960,1560281088,369883232,1560281088,369883232,1560281088,420995008,1560281088
3_3_5_8,1560281088,420468672,1560281088,417849280,1560281088,417849280,1560281088,445256656,1560281088
3_3_5_9,1560281088,444730320,1560281088,442110928,1560281088,442110928,1560281088,430960608,1560281088
