Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,13,2355324,223479,206637,5568883737,0
2_1_1_1,13,2396606,214813,257333,5365630007,20
2_1_1_2,13,2356288,200686,181100,5958627932,5
2_1_1_3,13,2354642,207389,192221,5709676405,88
2_1_1_4,13,2352164,201999,184356,5115409567,0
2_1_1_5,13,2355522,215814,187572,5340035365,1
2_1_1_6,9,2635034,197681,153207,5351489454,0
2_1_1_7,13,2415282,223810,194054,5657421679,0
2_1_1_8,13,2420870,183764,196108,5320930322,136
2_1_1_9,11,2580200,216927,200947,5752442959,1532
2_1_3_0,21,2357014,196047,313949,5800079728,0
2_1_3_1,19,2525712,248779,251554,5733781142,0
2_1_3_2,19,2353558,275630,284146,5766685426,0
2_1_3_3,17,2352380,239592,227378,5751799031,0
2_1_3_4,19,4567994,241835,253868,6129279109,225
2_1_3_5,21,2468426,225715,297741,5796560110,0
2_1_3_6,21,3271716,225064,287582,5567523474,0
2_1_3_7,17,2355122,212901,233821,5326878297,0
2_1_3_8,17,2352320,388452,417436,5730229547,0
2_1_3_9,19,2607820,217470,1333742,5838383003,0
2_1_5_0,27,2352422,305946,350270,5800399442,0
2_1_5_1,27,2963464,259659,351151,5887777711,2
2_1_5_2,29,2352162,243358,369415,5209047547,0
2_1_5_3,29,2531566,409852,585232,5850490747,0
2_1_5_4,25,2387674,257776,338487,5798675976,0
2_1_5_5,27,2352186,265731,342555,5767888252,0
2_1_5_6,29,2417406,222359,354527,5823570291,0
2_1_5_7,29,2352834,254780,433326,5760647057,0
2_1_5_8,27,2352994,237297,337666,5369212819,0
2_1_5_9,25,2431056,337456,398520,5972446413,0
2_2_1_0,27,5542679,203423,316306,5886917132,2
2_2_1_1,27,5490179,273435,495964,5747757354,7
2_2_1_2,19,5603955,231766,242537,5512407431,16511
2_2_1_3,27,5501974,196090,367331,5849047527,0
2_2_1_4,27,5496909,199054,342084,5757242592,325
2_2_1_5,27,9922278,213452,324972,6382077645,5621
2_2_1_6,27,5491779,210205,320744,5464789839,0
2_2_1_7,27,5492237,208793,318149,5727015454,0
2_2_1_8,27,5501782,180439,341794,5835912957,0
2_2_1_9,27,5488666,198935,322557,5868219732,0
2_2_3_0,39,5496232,207160,453364,5891726283,0
2_2_3_1,37,5625119,190789,452281,5767889308,0
2_2_3_2,37,6732163,233058,437323,5997384305,10
2_2_3_3,41,5567564,213642,495653,5857579081,0
2_2_3_4,41,5659785,219363,480615,5773651159,5
2_2_3_5,35,5728550,209304,414881,5765334951,0
2_2_3_6,39,6031275,210566,454485,6073051818,11609
2_2_3_7,37,5488378,221267,462060,5294749637,0
2_2_3_8,37,5610052,353245,541408,5879853064,0
2_2_3_9,37,5549867,194767,471086,5764186778,0
2_2_5_0,59,5891984,252876,711028,5866787911,271
2_2_5_1,55,6475550,233359,662657,6032033818,0
2_2_5_2,55,5489926,276260,649262,5972263821,0
2_2_5_3,57,5498900,255010,700848,5813441429,0
2_2_5_4,55,5494728,257074,639814,6180247943,0
2_2_5_5,55,5498631,257946,673537,5921024469,0
2_2_5_6,57,5488394,271400,660883,5797574556,0
2_2_5_7,53,5876638,264597,650383,5905256398,0
2_2_5_8,55,5966920,246724,658850,6054459488,0
2_2_5_9,53,5681325,216117,619515,5949974337,0
2_3_1_0,41,9023406,191621,481977,5908201678,5451
2_3_1_1,41,8627817,213562,1895776,5559910421,0
2_3_1_2,41,8630409,217008,572617,5422051524,0
2_3_1_3,41,8805552,191130,472589,5988847290,47
2_3_1_4,41,8678557,183916,520900,5935352329,1
2_3_1_5,41,8939264,196480,500341,5372564996,0
2_3_1_6,41,8649616,203653,417776,6020512374,0
2_3_1_7,35,8633075,212620,377761,5802785768,0
2_3_1_8,35,8634606,192553,430179,5806615850,336
2_3_1_9,41,8624594,190017,455287,5299922499,0
2_3_3_0,63,8838312,248097,750191,5922451839,0
2_3_3_1,57,8711720,222118,629404,5903580277,44
2_3_3_2,59,8659786,244801,661043,5790043445,0
2_3_3_3,53,8921499,246444,587464,5905157967,357
2_3_3_4,59,10374899,233609,636587,6253625819,0
2_3_3_5,61,8636594,293672,673887,5970768987,0
2_3_3_6,63,9662197,274576,709494,6116557055,2694
2_3_3_7,59,8624654,218551,683145,5906088243,0
2_3_3_8,57,8624644,219914,625356,5979888055,0
2_3_3_9,59,11113512,260129,643961,6430762789,0
2_3_5_0,85,8650824,311897,971056,5982982372,0
2_3_5_1,87,8988532,378732,992336,6040568605,0
2_3_5_2,85,8642060,409340,935369,6015228055,0
2_3_5_3,77,9021496,289354,905913,6062132302,0
2_3_5_4,81,8823760,258626,1113824,6017842343,0
2_3_5_5,83,8665500,309542,903198,5972997819,0
2_3_5_6,85,8624618,354066,939676,5865261699,0
2_3_5_7,85,8624638,354727,1101561,5833701768,0
2_3_5_8,79,8629158,311426,867040,5867092540,0
2_3_5_9,85,8630946,344277,935739,5939768121,0
3_1_1_0,18,3290384,181101,288453,5837750028,0
3_1_1_1,16,3167514,173466,247896,5421279253,0
3_1_1_2,18,3138496,261471,445277,5472856994,0
3_1_1_3,18,4150012,209414,286378,5726397941,0
3_1_1_4,18,5354528,224703,219683,5943803326,50
3_1_1_5,16,3202542,205195,190528,5830849757,0
3_1_1_6,14,4543688,219924,170250,5753809695,0
3_1_1_7,16,3235806,192111,217208,5831673364,0
3_1_1_8,14,3137826,194656,179367,5475553450,0
3_1_1_9,18,6356618,195858,250901,6027615015,0
3_1_3_0,28,5609972,228700,355819,5857138357,0
3_1_3_1,26,3414052,209775,298862,5879153564,0
3_1_3_2,28,3365106,244760,321113,5769947714,0
3_1_3_3,30,3144994,208773,404149,5863924984,0
3_1_3_4,30,3138190,210225,383782,5948367089,0
3_1_3_5,30,3217194,200036,354606,5915426046,0
3_1_3_6,26,3138248,215895,354366,5873458043,0
3_1_3_7,24,3217656,220935,284725,5855675487,0
3_1_3_8,28,3190374,234251,304652,5870301199,0
3_1_3_9,28,3186676,203292,326354,5898070481,0
3_1_5_0,42,3367086,231054,460886,5877210989,0
3_1_5_1,40,3365738,222499,457290,5883086642,0
