Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1473,38206100,138100,39516506800,0
2_1_1_1,7,126354,72194100,143000,41226564600,0
2_1_1_2,7,3008,172126800,130300,40221599900,0
2_1_1_3,7,1702,53361300,151700,41053490100,0
2_1_1_4,7,169,113837200,125200,40257237800,0
2_1_1_5,7,1658,67563200,129500,40272970200,0
2_1_1_6,3,189278,198958900,83600,40283225700,0
2_1_1_7,7,58162,68645300,109700,40811907400,0
2_1_1_8,7,45693,54062000,111200,40449021700,0
2_1_1_9,5,151056,54463400,114200,40384639900,1779
2_1_3_0,15,4892,144629700,207800,40593603500,0
2_1_3_1,13,291679,63410400,139000,40833533900,0
2_1_3_2,13,20615,60839000,145200,40291576300,0
2_1_3_3,11,20443,135375400,237800,40216869500,0
2_1_3_4,13,616430,134533600,206300,40959789000,0
2_1_3_5,15,190743,65669100,156100,40321053100,0
2_1_3_6,15,615765,478292000,222800,40577953200,0
2_1_3_7,11,48850,54025900,124700,40230611700,0
2_1_3_8,11,26814,52597400,153200,40372851500,0
2_1_3_9,13,300040,66832700,149400,41094963000,0
2_1_5_0,21,125232,294090900,205700,40388484000,0
2_1_5_1,21,1040935,53123500,220100,40895941300,0
2_1_5_2,23,335704,54322000,305200,40945326000,0
2_1_5_3,23,236297,52975600,207800,40825893600,0
2_1_5_4,19,27303,197753900,227300,40841035100,0
2_1_5_5,21,22943,137356800,218000,40845113600,0
2_1_5_6,23,68310,72182000,232000,41174848700,0
2_1_5_7,23,25549,137700200,230000,40244481300,0
2_1_5_8,21,60517,131813800,216900,40525291900,0
2_1_5_9,19,707846,53959100,201500,40460222100,0
2_2_1_0,17,156781,184653800,167800,40690713300,0
2_2_1_1,17,911,54206600,207100,40636795000,0
2_2_1_2,9,43718,59158400,121900,40270743000,21859
2_2_1_3,17,5548,53462400,166900,40287341000,0
2_2_1_4,17,4025,68762200,187100,40276035300,0
2_2_1_5,17,663286,97635800,165600,40635309000,0
2_2_1_6,17,122490,53697800,175800,40663904100,0
2_2_1_7,17,2140,72848700,284200,40243738900,0
2_2_1_8,17,54721,52919100,182800,40676629200,0
2_2_1_9,17,47503,53794300,230700,40265488200,0
2_2_3_0,29,95703,172668100,250000,40790095100,0
2_2_3_1,27,162440,53371300,260700,41106774800,0
2_2_3_2,27,765407,159500000,224400,40825098100,0
2_2_3_3,31,263990,54364100,238100,40497753700,0
2_2_3_4,31,130975,147545700,261300,40505997100,0
2_2_3_5,25,92879,66415300,231700,40891432800,0
2_2_3_6,29,813130,139744300,261700,41233823600,0
2_2_3_7,27,134430,52211300,242100,41014007000,0
2_2_3_8,27,53953,67469500,239300,40382318500,0
2_2_3_9,27,178747,144200200,222800,39986224400,0
2_2_5_0,49,176867,167853000,417300,39821101300,0
2_2_5_1,45,988197,69277500,376200,39944998500,0
2_2_5_2,45,875480,204404200,364100,39801826200,0
2_2_5_3,47,32203,177074200,416500,39608297900,0
2_2_5_4,45,802491,154858400,464300,40135127100,0
2_2_5_5,45,670741,262966400,407500,39641084600,0
2_2_5_6,47,142828,53234400,410600,39678463600,0
2_2_5_7,43,525947,54146500,353100,39704189400,0
2_2_5_8,45,626474,74212100,397700,40614318500,0
2_2_5_9,43,62742,50204100,364900,40560124200,0
2_3_1_0,27,185222,118074500,225300,40473034500,0
2_3_1_1,27,4267,49712100,259900,40489039500,0
2_3_1_2,27,121294,50311000,199500,39577966600,0
2_3_1_3,27,129246,52238300,199300,40633830600,0
2_3_1_4,27,61007,80040700,247100,40539540600,0
2_3_1_5,27,88123,140645500,228300,40400704500,0
2_3_1_6,27,9169,50745100,216200,40209521400,0
2_3_1_7,21,5766,50995000,200500,40527274300,0
2_3_1_8,21,128751,138601700,202100,40677779100,342
2_3_1_9,27,4,140931000,218800,40291424300,0
2_3_3_0,49,522556,143058200,371300,40522177400,0
2_3_3_1,43,164347,53714700,327300,40784439500,0
2_3_3_2,45,147138,122367700,432700,40777238500,0
2_3_3_3,39,446540,55399300,324700,40506360800,0
2_3_3_4,45,1097449,132453200,324500,41086445400,0
2_3_3_5,47,143336,71333200,362000,40715350500,0
2_3_3_6,49,272093,141859400,359900,40590886300,0
2_3_3_7,45,289976,53146100,335700,40848966400,0
2_3_3_8,43,167870,82643600,333900,41136251100,0
2_3_3_9,45,706847,409867700,365300,40854502400,0
2_3_5_0,71,351794,98725300,574000,40773896400,0
2_3_5_1,73,430893,143839700,577900,40844135100,0
2_3_5_2,71,299052,131175600,575600,40954423400,0
2_3_5_3,63,918533,53390500,474000,41010571400,0
2_3_5_4,67,343464,91177700,551000,41261398300,0
2_3_5_5,69,344548,80739900,544500,41030717400,0
