Query,NR,PM,TM
2_1_1_0,0,0,391717400
2_1_1_1,0,0,-648
2_1_1_2,0,0,-96
2_1_1_3,0,0,-64
2_1_1_4,0,0,-176
2_1_1_5,0,0,320
2_1_1_6,0,0,-5720
2_1_1_7,0,0,4576
2_1_1_8,0,0,312
2_1_1_9,0,0,-696
2_1_3_0,0,0,5120
2_1_3_1,0,0,392
2_1_3_2,0,0,-2496
2_1_3_3,0,0,1088
2_1_3_4,0,0,2016
2_1_3_5,0,0,840
2_1_3_6,0,0,-6912
2_1_3_7,0,0,-18297472
2_1_3_8,0,0,8242328
2_1_3_9,0,0,51744
2_1_5_0,0,1675528,-8331192
2_1_5_1,0,0,6611488
2_1_5_2,0,0,-8271912
2_1_5_3,0,1679536,6593464
2_1_5_4,0,0,-4932536
2_1_5_5,0,0,-3381432
2_1_5_6,0,0,6637152
2_1_5_7,0,1672848,-4942744
2_1_5_8,0,0,-5019264
2_1_5_9,0,0,8286744
2_2_1_0,0,0,-9939872
2_2_1_1,0,0,9940240
2_2_1_2,0,0,-13290088
2_2_1_3,0,0,-1733808
2_2_1_4,0,0,-11721024
2_2_1_5,0,0,73930432
2_2_1_6,0,0,-8626000
2_2_1_7,0,1674640,-10014752
2_2_1_8,0,0,-3418280
2_2_1_9,0,1673816,-16600992
2_2_3_0,0,0,-10114384
2_2_3_1,0,1676792,4955512
2_2_3_2,0,1673864,-19024
2_2_3_3,0,1672960,-19950952
2_2_3_4,0,0,8242056
2_2_3_5,0,1672872,-1619368
2_2_3_6,0,0,-13342048
2_2_3_7,0,0,-6758656
2_2_3_8,1678032,0,1643528
2_2_3_9,0,0,-6673856
2_2_5_0,0,1678800,-6698360
2_2_5_1,0,0,6672208
2_2_5_2,0,0,5022800
2_2_5_3,0,1673336,-3311016
2_2_5_4,0,0,-10056120
2_2_5_5,0,1680464,-18120
2_2_5_6,0,0,5016832
2_2_5_7,0,0,8347624
2_2_5_8,0,0,11720368
2_2_5_9,0,1672856,8379104
2_3_1_0,0,0,-1669896
2_3_1_1,0,0,-11760
2_3_1_2,0,1673576,-20424
2_3_1_3,0,0,-9955600
2_3_1_4,0,0,6631928
2_3_1_5,0,1673664,-1668632
2_3_1_6,0,0,-6240
2_3_1_7,0,1673584,-3335784
2_3_1_8,0,1674368,-16456
2_3_1_9,0,1673648,-4978024
2_3_3_0,0,0,4995704
2_3_3_1,0,0,-9960696
2_3_3_2,0,0,4928360
2_3_3_3,0,0,1678328
2_3_3_4,0,0,1654936
2_3_3_5,0,0,-4962704
2_3_3_6,0,0,24663216
2_3_3_7,0,0,-27970536
2_3_3_8,0,0,4944264
2_3_3_9,0,0,-11625544
2_3_5_0,0,1678464,3293936
2_3_5_1,0,0,6670968
2_3_5_2,0,1673624,-16632120
2_3_5_3,0,0,23079528
2_3_5_4,0,1665800,-13103360
2_3_5_5,0,0,-11657088
2_3_5_6,0,0,6586584
2_3_5_7,0,0,5026056
2_3_5_8,0,1673288,-14965208
2_3_5_9,0,1679256,-5055528
3_1_1_0,0,0,4892880
3_1_1_1,0,0,1710440
3_1_1_2,0,1674720,4997664
3_1_1_3,0,0,3048
3_1_1_4,0,0,344
3_1_1_5,0,0,-3688
3_1_1_6,0,0,-1400
3_1_1_7,0,0,2976
3_1_1_8,0,0,-3400
3_1_1_9,0,0,3472
3_1_3_0,0,0,9384
3_1_3_1,0,0,-9958504
3_1_3_2,0,0,-8383776
3_1_3_3,0,0,9958376
3_1_3_4,0,0,-4931064
3_1_3_5,0,0,3281920
3_1_3_6,0,0,-3308736
3_1_3_7,0,1676840,32948288
3_1_3_8,0,1660888,-32886016
3_1_3_9,1679432,0,-5072864
3_1_5_0,1677224,0,-3343080
3_1_5_1,0,0,6625304
3_1_5_2,0,1672904,1710512
3_1_5_3,0,0,4996624
3_1_5_4,0,1673624,-18300528
3_1_5_5,0,1681320,6565664
3_1_5_6,0,1672888,1712736
3_1_5_7,0,0,4997536
3_1_5_8,0,1673640,-18216
3_1_5_9,0,1672880,-13283496
3_2_1_0,0,0,-46448
3_2_1_1,0,0,41108152
3_2_1_2,0,1657656,-19150064
3_2_1_3,0,0,-15255072
3_2_1_4,0,1675304,-41720
3_2_1_5,0,1673624,-6640528
3_2_1_6,0,0,4968680
3_2_1_7,1673472,0,31163296
3_2_1_8,0,0,-10892832
3_2_1_9,0,0,-3528136
3_2_3_0,1673672,0,-20045760
3_2_3_1,0,0,-31616
