Query,DS,FQA,PT,TT,RT,NR
0,51,851501,75738800,496000,22335152100,0
1,37,252805,72058800,365500,22473580400,0
2,64,524979,78130000,631700,23668288600,0
3,33,188093,79789800,306600,22282054600,0
4,57,3071093,78071300,630000,24019532800,575
5,38,1252777,79203800,382200,23577647300,0
6,52,1994166,80103900,445600,23345821700,0
7,37,1987798,77753500,393900,23470495500,2509
8,42,747845,75590300,408600,22791693100,0
9,72,624265,80873600,492500,22292989100,0
10,55,1187788,75834800,541000,23769672700,0
11,34,4803281,78639300,315600,24590363500,0
12,32,2029956,73597500,327000,23224635400,0
13,32,1687910,78808100,344600,22859775500,0
14,51,2908835,76564300,875300,22894194400,0
15,35,2186867,76369500,338200,22984304300,0
16,37,9957896,78927600,382400,24714924100,80160
17,103,2254434,72999600,843100,23579668100,0
18,38,790353,75629500,351100,21543417400,0
19,59,3289140,75921200,478700,23616179000,0
20,40,1859717,78606700,422000,23815527400,0
21,45,330616,77405000,374400,22205893700,0
22,39,144503,77687600,307300,23004511600,0
23,57,19333437,79445600,499600,28542720300,19381
24,45,839349,53574400,420000,22139599200,0
25,52,230504,68540600,568400,22208615600,0
26,57,2344651,77323200,770500,23891673700,328
27,40,785771,75029800,329200,22825377000,0
28,37,230229,77070200,291600,22995313300,0
29,30,9213039,74525900,342000,24024900300,10391
30,27,148792,78666600,387300,22150323000,0
31,41,2549095,76322400,422800,24183062700,0
32,28,3706434,74716600,344500,23736722700,56455
33,53,89228,61339000,458700,22168920000,0
34,27,225819,74109100,353600,22818256700,0
35,41,422517,75869100,408000,22601916500,11536
36,49,1409678,76422100,337600,22952930300,0
37,45,1937296,51506300,359500,23782858600,98
38,22,1210204,63140700,324000,23864681800,2
39,32,1259241,77642900,329000,23028440800,0
40,72,3594811,75758500,636900,23462148200,0
41,74,13295036,79231600,644600,25538739700,0
42,29,1819923,77141800,382900,23156142400,0
43,45,1076066,74367200,468400,23768125900,0
44,49,249938,81385800,365300,23320559300,0
45,52,186341,77929300,471300,22112150200,0
46,46,230620,76904900,442000,22578742300,0
47,34,1564057,78845900,368000,23308138600,0
48,66,721330,53105300,488800,22560978500,0
49,50,4875867,79743900,519900,24983178400,79249
