Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1707,125895800,132100,39576873400,0
2_1_1_1,7,132588,52310000,158000,37988712500,12
2_1_1_2,7,3646,51107700,123700,41285295300,0
2_1_1_3,7,2153,50925300,118900,42163244700,61
2_1_1_4,7,169,242714800,222700,40706396800,0
2_1_1_5,7,1945,145411000,169600,41541064700,0
2_1_1_6,3,189278,52877800,92000,41745856400,0
2_1_1_7,7,60211,49567800,184100,41601104300,0
2_1_1_8,7,91386,51916500,160200,41310157000,195
2_1_1_9,5,151320,54781200,139100,41530248100,2059
2_1_3_0,15,6053,65913200,190500,40991588600,0
2_1_3_1,13,336242,52366800,153400,40900181300,0
2_1_3_2,13,20856,52317800,146100,41701654300,0
2_1_3_3,11,20445,52992600,195300,41902363900,0
2_1_3_4,13,2099062,65827400,220500,41720592400,0
2_1_3_5,15,246348,116882900,180500,40820372000,0
2_1_3_6,15,1230348,52154200,169800,41518797900,0
2_1_3_7,11,49070,51016800,164800,41368332700,0
2_1_3_8,11,52331,52263900,165300,41389215200,0
2_1_3_9,13,349205,50959900,169800,40738839700,0
2_1_5_0,21,125247,174942300,396087900,39705798300,0
2_1_5_1,21,1864053,52334200,278200,40684812400,0
2_1_5_2,23,460513,52381100,252800,39673998700,0
2_1_5_3,23,356050,52592400,276700,40232534700,0
2_1_5_4,19,27534,78616700,251300,40998568300,0
2_1_5_5,21,22943,65511900,245700,40818063000,0
2_1_5_6,23,110366,51675800,266100,40776333000,0
2_1_5_7,23,25717,53123400,359700,41013094600,0
2_1_5_8,21,60589,58991700,246400,41061533300,0
2_1_5_9,19,1348560,51201100,236700,42000091600,0
2_2_1_0,17,156848,74811600,205500,41772012400,1
2_2_1_1,17,1292,51246100,235500,41446022300,5
2_2_1_2,9,43718,57268800,149300,40673374400,21859
2_2_1_3,17,11674,52228500,198500,39945641600,0
2_2_1_4,17,5503,137366400,198500,40826816900,321
2_2_1_5,17,2975566,70548900,208100,41865303800,8245
2_2_1_6,17,122518,51135800,175300,41988988400,0
2_2_1_7,17,2928,67902600,197400,41628217600,0
2_2_1_8,17,55979,51447100,193500,41417657100,0
2_2_1_9,17,47527,52567500,205700,41243107300,0
2_2_3_0,29,97641,142683100,277700,41156739700,0
2_2_3_1,27,164060,51292900,273000,40866178600,0
2_2_3_2,27,980164,53131600,292800,41539736000,2
2_2_3_3,31,372145,53564000,332800,41364342800,0
2_2_3_4,31,244516,119517700,321400,41510468200,8
2_2_3_5,25,111290,75478400,274200,41372302100,0
2_2_3_6,29,887739,52552700,355600,41248714000,15520
2_2_3_7,27,134430,52060000,254400,40485080200,0
2_2_3_8,27,54586,51585400,294700,41694129400,1
2_2_3_9,27,179194,51470200,252200,41182380100,0
2_2_5_0,49,534435,145576700,512300,41869639200,351
2_2_5_1,45,1087541,52402600,428900,42136037200,0
2_2_5_2,45,1490867,51550800,483800,42203904700,0
2_2_5_3,47,38887,52608700,446100,40754816400,0
2_2_5_4,45,805442,137533800,437700,40393790300,0
2_2_5_5,45,700239,125086400,444900,41138493200,0
2_2_5_6,47,212269,49828500,438100,40207204400,0
2_2_5_7,43,611416,67930500,424600,40119488300,0
2_2_5_8,45,696136,52779700,413300,41357079200,0
2_2_5_9,43,136783,63612000,410500,41220679900,0
2_3_1_0,27,291436,69427700,261800,40540240500,6510
2_3_1_1,27,4305,50949600,258400,40922165300,0
2_3_1_2,27,121294,50791200,326000,40864679000,0
2_3_1_3,27,149544,67608100,249000,41383295500,35
2_3_1_4,27,77031,129608400,244600,41276255500,8
2_3_1_5,27,158242,62117700,240500,41065951000,0
2_3_1_6,27,19146,52814800,239200,41188966100,0
2_3_1_7,21,5766,51985500,224400,40787622700,0
2_3_1_8,21,129916,50749700,242100,40843962800,301
2_3_1_9,27,4,51091600,224100,40211661600,0
2_3_3_0,49,645758,73593800,478600,41096929400,0
2_3_3_1,43,241610,53183000,481900,41070871600,33
2_3_3_2,45,169845,56196300,420300,41257713000,0
2_3_3_3,39,568288,52435400,324900,41290726700,552
2_3_3_4,45,1526215,50826500,396200,41343473500,0
2_3_3_5,47,147449,261719500,426200,41210471400,0
2_3_3_6,49,762838,50931700,442000,41096447000,3729
2_3_3_7,45,289980,52617400,424100,41535007900,0
2_3_3_8,43,306604,60272500,410200,41270049800,0
2_3_3_9,45,1075132,51242000,416200,41658546000,0
2_3_5_0,71,551389,343167500,657700,41384663700,0
2_3_5_1,73,655008,154025300,721100,41401223000,0
2_3_5_2,71,398803,76423800,946500,41689779200,0
2_3_5_3,63,1049467,52712600,605200,41594241200,0
2_3_5_4,67,351065,236612500,650800,40768588300,0
2_3_5_5,69,348885,72850200,596800,40584603800,0
2_3_5_6,71,412155,171952600,682400,40313531500,0
2_3_5_7,71,442123,52082800,684500,40772531300,0
2_3_5_8,65,215102,51485700,623500,41134291400,0
2_3_5_9,71,265676,171239500,680800,40885165700,0
3_1_1_0,10,214067,135732300,169900,39993904800,0
3_1_1_1,8,20372,51561700,127300,41082732300,0
3_1_1_2,10,1249,51389600,148100,41685504300,0
3_1_1_3,10,697346,52469700,132700,41805328800,0
3_1_1_4,10,2128867,140643600,248900,41983495300,148
3_1_1_5,8,114374,122800200,156900,41429663300,0
3_1_1_6,6,652599,50871400,106500,40952377100,0
3_1_1_7,8,126445,50939300,129300,40282504400,0
3_1_1_8,6,826,50781000,172600,39926744200,0
3_1_1_9,10,2181414,52595200,136300,40947588400,0
3_1_3_0,20,1131912,137506500,221200,40452151900,0
3_1_3_1,18,277734,52789500,193100,40910114100,0
3_1_3_2,20,352958,50652500,191800,41189186200,0
3_1_3_3,22,148006,51150100,220000,40971857800,0
3_1_3_4,22,5291,65378800,229300,40096024400,0
3_1_3_5,22,194859,54605600,253200,41009961300,0
3_1_3_6,18,3489,51295500,216900,41212641100,0
3_1_3_7,16,169761,52716400,206500,41070030200,1
3_1_3_8,20,90598,51230900,223600,41073628300,0
3_1_3_9,20,122613,66887800,238600,41179149100,0
3_1_5_0,34,527172,68058000,310100,41178385900,0
3_1_5_1,32,161265,51215000,353900,41332203300,0
3_1_5_2,30,380570,51333800,272800,41232462600,0
3_1_5_3,28,276170,51223900,280400,41368222600,0
3_1_5_4,32,1816125,148633600,309600,41340575000,0
3_1_5_5,32,98781,137782000,290900,41141959400,0
3_1_5_6,32,260856,52130100,278900,40630149500,0
3_1_5_7,30,54979,52316000,319100,41090776400,0
