Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1422,6444900,146600,5289213700,0
2_1_1_1,7,63823,23806000,154200,6211105800,0
2_1_1_2,7,2920,24024000,147400,5383241900,0
2_1_1_3,7,1642,24272400,216800,5650105900,0
2_1_1_4,7,174,24767500,186500,5803515900,0
2_1_1_5,7,1646,23643300,138300,5788844700,0
2_1_1_6,3,94362,29410600,108700,5777990800,0
2_1_1_7,7,29485,23626700,119800,5929138700,0
2_1_1_8,7,22776,23842200,195000,5821346500,0
2_1_1_9,5,75619,24218100,142800,5881843400,973
2_1_3_0,15,4745,23598000,158900,5888354800,0
2_1_3_1,13,146113,23570300,166800,5977588000,0
2_1_3_2,13,10538,23755900,187000,6046995700,0
2_1_3_3,11,10413,23672800,246100,5930152900,0
2_1_3_4,13,309598,24954700,182300,6150530400,0
2_1_3_5,15,95190,23711600,184500,5940495900,0
2_1_3_6,15,308974,23573700,215200,6193142300,0
2_1_3_7,11,24992,23763100,183100,5782618800,0
2_1_3_8,11,13932,23883800,161700,5700104900,0
2_1_3_9,13,150850,23703200,157100,5840617300,0
2_1_5_0,21,65085,23929200,231600,5726379200,0
2_1_5_1,21,521634,23797400,259100,5896301600,0
2_1_5_2,23,168204,23508200,232400,6125430600,0
2_1_5_3,23,120431,23775100,220800,5741582500,0
2_1_5_4,19,16297,23683300,206900,5650838900,0
2_1_5_5,21,12901,23672300,212900,5570012800,0
2_1_5_6,23,36148,23844100,245900,5711769800,0
2_1_5_7,23,14385,24354600,628100,5603514500,0
2_1_5_8,21,31830,23484400,220600,5619056200,0
2_1_5_9,19,354648,23764600,222800,5639265900,0
2_2_1_0,17,78218,26784100,160100,5448023400,0
2_2_1_1,17,917,23692700,190800,5537888500,0
2_2_1_2,9,22032,24099200,167300,5525720100,11016
2_2_1_3,17,5452,23620900,182700,5494454800,0
2_2_1_4,17,3994,23804100,201300,5581150900,0
2_2_1_5,17,331509,23732800,198100,5865571500,0
2_2_1_6,17,62453,23772800,164800,5707132600,0
2_2_1_7,17,2156,24609600,198000,5643373000,0
2_2_1_8,17,27370,30057200,225100,5620320700,0
2_2_1_9,17,23749,23887200,186300,5473607600,0
2_2_3_0,29,50693,23771100,279300,5638516000,0
2_2_3_1,27,83283,23783400,259900,5679865500,0
2_2_3_2,27,385535,24768400,241600,5720186900,0
2_2_3_3,31,132521,23556100,264800,5766435900,0
2_2_3_4,31,65516,23807500,288900,5439657000,0
2_2_3_5,25,48330,28447900,214500,5670954700,0
2_2_3_6,29,406506,23581400,252900,5603424300,0
2_2_3_7,27,68386,24015200,250800,5648158500,0
2_2_3_8,27,28424,23767600,260300,5453225700,0
2_2_3_9,27,90481,31065000,245500,5539789400,0
2_2_5_0,49,88385,24154400,426600,5605431000,0
2_2_5_1,45,495806,23685100,435100,5700519000,0
2_2_5_2,45,438971,23751800,367500,5640384500,0
2_2_5_3,47,19209,23561000,397000,5520736500,0
2_2_5_4,45,404794,23652500,382400,5643826400,0
2_2_5_5,45,339996,23821500,412900,5642058300,0
2_2_5_6,47,73838,23714800,405600,5606433300,0
2_2_5_7,43,262803,23916900,470200,5657519400,0
2_2_5_8,45,312609,23682900,389900,5633506200,0
2_2_5_9,43,40587,24051600,369200,5501818200,0
2_3_1_0,27,99573,23695700,212200,5562623900,0
2_3_1_1,27,4194,23972700,496300,5742437300,0
2_3_1_2,27,61271,23792000,380300,5754068100,0
2_3_1_3,27,66686,23666300,253400,5599483800,0
2_3_1_4,27,31256,23757300,224300,5926384800,0
2_3_1_5,27,43684,23586200,230100,5520313700,0
2_3_1_6,27,8864,23661900,244100,5452213800,0
2_3_1_7,21,5648,23697800,205900,5587973300,0
2_3_1_8,21,66381,24156800,200100,5589860600,362
2_3_1_9,27,2,23893900,224900,5478279800,0
2_3_3_0,49,262414,23626500,390500,5675819500,0
2_3_3_1,43,84578,24008800,312700,5630789800,0
2_3_3_2,45,76156,23618500,347800,5721405700,0
2_3_3_3,39,223902,24248900,346600,5570028300,0
2_3_3_4,45,551472,23691200,371900,5645521000,0
2_3_3_5,47,76234,24528600,397400,5582521900,0
2_3_3_6,49,135920,23810800,530500,5637733400,0
2_3_3_7,45,145302,23545100,322200,5667499000,0
2_3_3_8,43,83628,24175300,334800,5715758000,0
2_3_3_9,45,355202,23692200,335700,5769384600,0
2_3_5_0,71,179667,23698100,556900,5603707800,0
2_3_5_1,73,219140,23646800,583700,5753238700,0
2_3_5_2,71,159283,23770400,550900,5666252700,0
2_3_5_3,63,461885,23587600,521400,5745357200,0
2_3_5_4,67,175068,23777300,574600,5730130000,0
2_3_5_5,69,175222,23978900,557600,5529238900,0
2_3_5_6,71,128970,23645000,583400,5656336100,0
2_3_5_7,71,187059,23687000,538400,5644174900,0
2_3_5_8,65,67030,23744500,536400,5532247300,0
2_3_5_9,71,124640,30873700,551200,5636292400,0
3_1_1_0,10,101714,23657500,158100,5791849600,0
3_1_1_1,8,10337,23694500,102100,5584412700,0
3_1_1_2,10,1099,23602700,135300,5712709000,0
3_1_1_3,10,348765,23613200,137000,5687148200,0
3_1_1_4,10,329727,24096600,126300,5734139000,0
3_1_1_5,8,57548,23595800,121600,5693812500,0
3_1_1_6,6,325851,23920100,104100,5734935900,0
3_1_1_7,8,45913,29136300,125500,5655344800,0
3_1_1_8,6,508,23531900,124100,5535210000,0
3_1_1_9,10,355568,23563100,119800,5811131900,0
3_1_3_0,20,353342,24993500,193000,5792908800,0
3_1_3_1,18,119094,24145200,177800,5666243700,0
3_1_3_2,20,156633,23544500,181500,5584998000,0
3_1_3_3,22,61424,23898800,195500,5634607600,0
3_1_3_4,22,3725,24207500,211100,5623504100,0
3_1_3_5,22,69777,23789000,174000,5659389200,0
3_1_3_6,18,1705,28613300,164800,5470837200,0
3_1_3_7,16,71615,24050400,154400,5629353400,0
3_1_3_8,20,29655,23882200,249600,5601214400,0
3_1_3_9,20,37249,23704800,169100,5705465400,0
3_1_5_0,34,198259,23659900,274000,5727463400,0
3_1_5_1,32,76522,26937700,263100,5689108600,0
3_1_5_2,30,153076,23558800,248600,5623533600,0
3_1_5_3,28,123227,23539600,238800,5569176900,0
3_1_5_4,32,464558,23850900,257900,5708527800,0
3_1_5_5,32,50558,23915300,355100,5568101500,0
3_1_5_6,32,132420,25078700,273800,5729379300,0
3_1_5_7,30,29390,23633200,249200,5674349400,0
3_1_5_8,32,64741,29989100,300400,5691783100,0
3_1_5_9,32,139130,24017600,238600,5738988700,0
3_2_1_0,25,179,23742300,181500,5497840200,0
3_2_1_1,25,331308,23566700,204800,5705562800,0
3_2_1_2,25,69337,23600700,194700,5915360300,0
3_2_1_3,25,4554,27044500,292500,5732176400,0
3_2_1_4,19,63105,23701500,204800,5611368900,0
3_2_1_5,25,23872,23689600,188200,5606121600,0
3_2_1_6,25,389861,24893500,200900,5920161400,0
3_2_1_7,25,3055,23724700,206800,5676876400,0
3_2_1_8,25,135662,23755900,204300,5731030900,0
3_2_1_9,21,414769,31315000,183200,5780648500,0
3_2_3_0,45,302581,23854800,314500,5701724000,0
3_2_3_1,41,488502,23651300,293500,5843484200,0
3_2_3_2,47,517685,26123100,483500,5943997400,0
3_2_3_3,43,56606,23696800,319000,5590665100,0
3_2_3_4,41,184506,24026800,325900,5742012800,0
3_2_3_5,43,503324,24276100,370000,5737962100,0
3_2_3_6,45,345629,23569900,315300,5644655400,0
3_2_3_7,41,74199,23989900,286900,5595658200,0
3_2_3_8,43,482910,24228500,285200,5833251200,0
3_2_3_9,45,391187,23531100,316400,5812949200,0
3_2_5_0,65,316506,23577800,637900,5956938800,0
3_2_5_1,71,141035,23647800,594500,5705593500,0
3_2_5_2,69,461555,23746700,537600,5667660600,0
3_2_5_3,65,66009,24064900,460300,5567756200,0
3_2_5_4,65,440048,23932300,467700,5704123300,0
3_2_5_5,71,168945,23622900,488600,5735203000,0
3_2_5_6,65,298123,23677400,474000,5773047200,0
3_2_5_7,63,378560,31120100,468200,5667982900,0
3_2_5_8,65,494911,25107800,506800,6099965800,0
3_2_5_9,61,144303,23617100,428900,5582727100,0
3_3_1_0,40,452263,24145000,281600,5772198400,0
3_3_1_1,40,91758,23762300,266800,5787679300,0
3_3_1_2,34,50829,23554900,211300,5521930100,0
3_3_1_3,40,4253,25728300,252200,5559007600,0
3_3_1_4,40,72505,23591200,310900,5618284000,0
3_3_1_5,40,2992,23844300,285700,5639874800,0
3_3_1_6,36,1007,23534000,247600,5462638900,0
3_3_1_7,40,476269,24204900,268200,5693731200,0
3_3_1_8,40,3187,23655300,266800,5490121200,0
3_3_1_9,40,7941,23809700,247900,5708433100,0
