Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,7316091,38419700,256800,40744168700,0
2_1_1_1,22,7372791,65062700,205000,24884596000,4978
2_1_1_2,22,7318365,52784400,245600,38984599100,182
2_1_1_3,22,7316019,52790500,211600,40010229100,109
2_1_1_4,22,7312137,63661300,229700,40289910700,0
2_1_1_5,22,7315329,51446900,246200,40286116300,136
2_1_1_6,18,7968793,51923000,278700,40544144700,0
2_1_1_7,22,7392293,51117500,215600,41010879300,2049
2_1_1_8,22,7404693,52269800,241900,41097314500,390
2_1_1_9,20,7986547,51932300,191800,41291716400,13333
2_1_3_0,30,7317065,52084100,284200,40372476200,0
2_1_3_1,28,7543127,52113100,224200,39653102400,0
2_1_3_2,28,7313479,50606800,317100,39652177600,0
2_1_3_3,26,7312341,67004200,265800,40337366100,0
2_1_3_4,28,10564047,56622900,257700,42908557200,236
2_1_3_5,30,7468217,51491000,277000,40240059000,0
2_1_3_6,30,8541343,52277100,280900,39917360000,0
2_1_3_7,26,7315073,51969300,238700,39727232500,0
2_1_3_8,26,7312255,52381500,317900,40202126900,7
2_1_3_9,28,7652575,50974600,266100,40320890000,0
2_1_5_0,36,7312367,52408500,323400,40672362800,0
2_1_5_1,36,8132479,50391700,278700,40876572800,2832
2_1_5_2,38,7312137,51054500,317400,39771285600,0
2_1_5_3,38,7551655,52535900,296100,41157170000,0
2_1_5_4,34,7358723,50942200,294400,40902527900,0
2_1_5_5,36,7312161,50575200,288900,40565322900,0
2_1_5_6,38,7398431,51117700,315700,40875496700,0
2_1_5_7,38,7312761,51061100,458200,41493133400,0
2_1_5_8,36,7312911,51702200,343100,39847688100,0
2_1_5_9,34,7417509,52747600,340500,41082301100,37
2_2_1_0,36,11562749,135483100,273800,40803999700,13
2_2_1_1,36,11492505,52108200,300300,40676525300,63
2_2_1_2,33,15039595,51161400,239500,40648829700,1066450
2_2_1_3,36,11505362,52817600,303600,41078101500,2989
2_2_1_4,36,11499976,52387700,346600,41207226000,744
2_2_1_5,36,17454515,141921500,309000,43457456300,851872
2_2_1_6,36,11493935,52361400,326700,41038703300,0
2_2_1_7,36,11495667,50970200,347300,41243668000,0
2_2_1_8,36,11507437,52161300,273200,41039022600,629
2_2_1_9,36,11490715,51791600,272800,40984604000,0
2_2_3_0,48,11497926,64098100,485300,41023296800,1
2_2_3_1,46,11670678,52383800,508400,41448929300,0
2_2_3_2,46,13169066,52919800,490200,40902946400,528
2_2_3_3,50,11597134,51730000,358900,40206460200,261
2_2_3_4,50,11721581,52464600,402000,40591298900,1383
2_2_3_5,44,11810905,134949600,351800,41305275500,0
2_2_3_6,53,15535906,50602600,550900,41468246900,1060111
