Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1651,29597600,119100,6673740500,0
2_1_1_1,7,67154,98314600,140000,5488043400,15
2_1_1_2,7,3571,35016500,148400,5839373900,1
2_1_1_3,7,2113,38058000,184100,6102790200,61
2_1_1_4,7,174,37281200,185400,5759029500,0
2_1_1_5,7,1990,108618600,128300,5996040800,0
2_1_1_6,3,94362,72802900,142100,6155144800,0
2_1_1_7,7,30432,75336400,168400,6151928200,0
2_1_1_8,7,45552,36868100,159600,6044792100,95
2_1_1_9,5,75339,42315100,123800,6055035600,969
2_1_3_0,15,5897,35347200,227200,6032211800,0
2_1_3_1,13,168557,43311100,202900,6112582800,0
2_1_3_2,13,10745,36173200,195100,5996971100,0
2_1_3_3,11,10416,44990700,235000,6167138200,0
2_1_3_4,13,1058241,37136300,296400,6447437100,0
2_1_3_5,15,122955,31317500,209400,6382580800,0
2_1_3_6,15,616933,37187600,248800,6248544000,0
2_1_3_7,11,25200,50819200,158200,5899116700,0
2_1_3_8,11,26628,41832400,192700,5906057400,0
2_1_3_9,13,175738,39485900,206000,5952278000,0
2_1_5_0,21,65098,52121300,239900,5867928800,0
2_1_5_1,21,933419,42699400,275700,6132423500,0
2_1_5_2,23,230554,44105200,368600,5553167600,0
2_1_5_3,23,180148,68810100,280200,6021391400,0
2_1_5_4,19,16517,36920500,267300,5885972900,0
2_1_5_5,21,12901,38554800,260500,5757655500,0
2_1_5_6,23,57466,30590800,288300,5827954000,0
2_1_5_7,23,14591,68171100,303100,5844320400,0
2_1_5_8,21,31979,444939200,280100,5801157000,0
2_1_5_9,19,675238,48889000,269600,5999176000,0
2_2_1_0,17,78295,38237200,216000,5834634400,1
2_2_1_1,17,1291,42442000,201700,5848061300,7
2_2_1_2,9,22032,38941000,214600,5865412300,11016
2_2_1_3,17,11068,44311800,196300,5656979700,3
2_2_1_4,17,5487,59723700,211400,5844272300,272
2_2_1_5,17,1486002,143243400,207500,6235323100,4192
2_2_1_6,17,62487,40613200,226300,5876317100,0
2_2_1_7,17,2906,46968000,269600,5904749800,0
2_2_1_8,17,28008,40791400,203700,5923394100,0
2_2_1_9,17,23767,383767500,211400,5831924200,0
2_2_3_0,29,52537,37474500,302900,5997934300,0
2_2_3_1,27,84837,42902300,282600,5944049900,0
2_2_3_2,27,496100,343770500,267400,5897984800,16
2_2_3_3,31,185985,77976200,336100,5930574400,0
2_2_3_4,31,122208,47078800,313400,5965610000,4
2_2_3_5,25,57716,53384900,256000,5888116500,0
2_2_3_6,29,442529,97089600,308000,5879141000,7328
2_2_3_7,27,68386,33316900,298300,5665895600,0
2_2_3_8,27,29101,53871200,270500,5820148000,1
2_2_3_9,27,90956,52060600,562400,5810269100,0
2_2_5_0,49,267081,221052600,731100,5776174400,182
2_2_5_1,45,546160,43644400,556700,6050437000,0
2_2_5_2,45,747700,31867300,491100,6189859800,0
2_2_5_3,47,25531,283980100,573200,5795573400,0
2_2_5_4,45,407629,45470700,507200,5952744200,0
2_2_5_5,45,356537,39280300,477800,5947690200,0
2_2_5_6,47,108545,38160500,794000,5942851700,0
2_2_5_7,43,305826,43640600,619200,6015109900,0
2_2_5_8,45,347569,47996000,512900,5988660300,0
2_2_5_9,43,79326,258662700,437500,5872100300,0
2_3_1_0,27,152233,76128000,278100,5821694800,5093
2_3_1_1,27,4255,44585000,301400,5884967900,0
2_3_1_2,27,61271,34714700,284200,5902382100,0
2_3_1_3,27,78299,106198700,303600,6301810200,25
2_3_1_4,27,39401,37166500,295900,5821976700,3
2_3_1_5,27,78366,42559400,268400,5703576000,0
2_3_1_6,27,18592,72183900,244000,5794406400,0
2_3_1_7,21,5648,44037900,294100,5859922300,0
2_3_1_8,21,67582,55101100,258200,5791026500,322
2_3_1_9,27,2,40938300,282600,5560432800,0
2_3_3_0,49,324414,41499000,518900,5891253000,0
2_3_3_1,43,126552,37915200,411400,5923005300,21
2_3_3_2,45,88047,73459600,456300,5894636300,0
2_3_3_3,39,284242,42442400,380500,5834136100,253
2_3_3_4,45,766786,49532700,420300,6120294800,1
2_3_3_5,47,80445,72981100,601900,6154029500,0
2_3_3_6,49,381981,129935500,613900,5978194100,1914
2_3_3_7,45,145304,39581300,505700,6064721000,0
2_3_3_8,43,152796,39919600,407100,5899963800,0
2_3_3_9,45,543816,45871100,436900,6251376900,0
2_3_5_0,71,284787,86788300,728400,6068530000,0
2_3_5_1,73,331851,484177400,697200,5969925000,0
2_3_5_2,71,211394,166788500,659100,5966915400,0
2_3_5_3,63,531031,24385200,589300,5972109300,0
2_3_5_4,67,180250,59811200,645700,5851789800,0
2_3_5_5,69,179148,23998300,646300,5910835200,0
2_3_5_6,71,208581,50147100,679300,5888891900,0
2_3_5_7,71,221873,24477700,693500,5879884100,0
2_3_5_8,65,112280,23930300,693200,5782926600,0
2_3_5_9,71,138356,268775200,661200,5958649900,0
3_1_1_0,10,107453,24211600,228000,5885344500,0
3_1_1_1,8,10337,23724700,137700,5792132500,0
3_1_1_2,10,1267,23619100,155300,5744278000,0
3_1_1_3,10,349709,28592900,178100,5980257400,0
3_1_1_4,10,1063498,23461100,154000,6152750400,8
3_1_1_5,8,57974,24931500,162600,5743290800,0
3_1_1_6,6,326324,23894000,134400,5967908000,0
3_1_1_7,8,63868,26572000,186800,5927823000,0
3_1_1_8,6,806,23943200,141100,5804977600,0
3_1_1_9,10,1092904,23742500,152200,6081128900,0
3_1_3_0,20,570290,24101400,206700,6090309700,0
3_1_3_1,18,140106,23680200,218200,5941234700,0
3_1_3_2,20,176990,23713600,211000,5875327000,0
3_1_3_3,22,75324,23705000,214600,5924284700,0
3_1_3_4,22,5165,23695700,227800,5814066200,0
3_1_3_5,22,99140,24039100,260600,5852931700,0
3_1_3_6,18,3464,23558400,215900,5822754900,0
3_1_3_7,16,85704,24071700,202500,5779337800,0
3_1_3_8,20,47299,24557200,217600,5891814900,0
3_1_3_9,20,63660,23634000,226400,5924480300,0
3_1_5_0,34,263518,24363800,317300,5863659700,0
3_1_5_1,32,84506,23845000,315500,5884566300,0
3_1_5_2,30,194740,24111200,296200,5789850500,0
3_1_5_3,28,141225,23792500,284700,5816979000,0
3_1_5_4,32,906789,24180900,291800,6130423100,0
3_1_5_5,32,53444,23435300,422300,5786739900,0
3_1_5_6,32,132420,24141800,303200,5946356600,0
3_1_5_7,30,32020,25719100,301900,5900232700,0
3_1_5_8,32,81601,23699400,328800,5899374400,0
3_1_5_9,32,139132,24856500,354200,6048550200,0
3_2_1_0,25,179,28318300,223600,5586259500,0
3_2_1_1,25,1505794,23754100,252900,6151785100,19
3_2_1_2,25,150982,24600700,391800,5914710200,0
3_2_1_3,25,8450,23870900,241700,5869577100,6
3_2_1_4,19,58793,23765900,211900,5748652700,20
3_2_1_5,25,156539,25875800,256800,5809351800,0
3_2_1_6,25,515961,23825800,249700,6068784100,7
3_2_1_7,25,4437,24405400,279200,5893701000,48
3_2_1_8,25,134954,23766300,245500,5919887800,0
3_2_1_9,21,768827,23581200,194000,6042167800,203
3_2_3_0,45,403749,25472500,371500,5830573700,0
3_2_3_1,41,506514,23894400,355300,6076171800,0
