Query,NR,PM,TM
2_1_1_0,0,0,-388668232
2_1_1_1,0,0,-53920456
2_1_1_2,0,0,140208264
2_1_1_3,4640432,0,-151162840
2_1_1_4,0,0,15825312
2_1_1_5,0,0,-33323656
2_1_1_6,0,0,73398624
2_1_1_7,0,0,53262944
2_1_1_8,0,0,-14270408
2_1_1_9,0,0,-109080344
2_1_3_0,0,0,75123488
2_1_3_1,0,0,72941008
2_1_3_2,0,0,-118542512
2_1_3_3,0,0,47660592
2_1_3_4,0,3544056,83648424
2_1_3_5,0,0,-133263432
2_1_3_6,0,0,62779496
2_1_3_7,0,0,36426800
2_1_3_8,0,0,-95134384
2_1_3_9,0,0,59680872
2_1_5_0,0,0,-109293856
2_1_5_1,0,0,38410664
2_1_5_2,0,0,37362656
2_1_5_3,0,0,30048344
2_1_5_4,0,0,-91280416
2_1_5_5,0,0,94785936
2_1_5_6,0,0,-101365616
2_1_5_7,0,0,48171600
2_1_5_8,0,0,72631400
2_1_5_9,0,0,-104492152
2_2_1_0,0,0,84546584
2_2_1_1,0,0,39504200
2_2_1_2,0,0,-103758400
2_2_1_3,0,0,50591912
2_2_1_4,0,0,76484256
2_2_1_5,0,0,-15936856
2_2_1_6,0,0,8385336
2_2_1_7,0,0,-159268840
2_2_1_8,0,0,47186144
2_2_1_9,0,3544056,33824664
2_2_3_0,0,0,-19755280
2_2_3_1,0,3544504,81517488
2_2_3_2,0,0,-109510520
2_2_3_3,4086992,0,41628168
2_2_3_4,0,0,-91386424
2_2_3_5,0,0,87835192
2_2_3_6,0,0,79249944
2_2_3_7,0,0,-153678576
2_2_3_8,0,0,34914128
2_2_3_9,0,0,25316240
2_2_5_0,0,0,96361024
2_2_5_1,0,3858672,-117688784
2_2_5_2,0,3753720,66929752
2_2_5_3,0,0,-101598536
2_2_5_4,0,4068464,44405480
2_2_5_5,0,0,60010064
2_2_5_6,0,0,22880616
2_2_5_7,0,3732776,-150677952
2_2_5_8,0,0,35634768
2_2_5_9,0,3544856,29621424
2_3_1_0,0,0,-19018288
2_3_1_1,0,0,102782792
2_3_1_2,0,0,-107532728
2_3_1_3,0,0,36683960
2_3_1_4,0,0,76229080
2_3_1_5,0,0,-141485592
2_3_1_6,0,0,75889936
2_3_1_7,0,3544368,-100823064
2_3_1_8,0,0,47608952
2_3_1_9,0,0,62708048
2_3_3_0,0,0,30357528
2_3_3_1,0,0,56572320
2_3_3_2,0,0,-167288296
2_3_3_3,0,0,35227176
2_3_3_4,0,0,-10450032
2_3_3_5,0,0,102787680
2_3_3_6,0,3539600,-111113912
2_3_3_7,0,0,36686328
2_3_3_8,0,3544048,76782824
2_3_3_9,0,0,-141827056
2_3_5_0,0,3753616,71959016
2_3_5_1,0,3544048,-100124472
2_3_5_2,0,0,45959640
2_3_5_3,0,0,42927376
2_3_5_4,0,0,46679688
2_3_5_5,0,0,-88348328
2_3_5_6,3753616,0,56277624
2_3_5_7,0,0,-98635152
2_3_5_8,0,0,45419192
2_3_5_9,0,3544496,66854792
3_1_1_0,0,0,-120052056
3_1_1_1,0,0,82334376
3_1_1_2,0,0,31076200
3_1_1_3,0,0,-101183048
3_1_1_4,0,0,44442416
3_1_1_5,0,0,57190208
3_1_1_6,0,0,-77478640
3_1_1_7,0,0,-32641768
3_1_1_8,0,0,49417376
3_1_1_9,0,0,75934864
3_1_3_0,0,0,-122024160
3_1_3_1,0,0,42088464
3_1_3_2,0,0,21709072
3_1_3_3,0,0,87432704
3_1_3_4,0,0,-137018856
3_1_3_5,0,0,63365728
3_1_3_6,0,0,32314544
3_1_3_7,0,0,-95162464
3_1_3_8,0,0,59734576
3_1_3_9,0,0,-109265216
3_1_5_0,0,0,34819080
3_1_5_1,0,0,37141656
3_1_5_2,0,0,26682512
3_1_5_3,0,0,-95143336
3_1_5_4,0,0,84505472
3_1_5_5,0,0,50217200
3_1_5_6,0,0,-7684720
3_1_5_7,0,0,-113895552
3_1_5_8,0,0,35920784
3_1_5_9,0,0,32511656
3_2_1_0,0,0,27739648
3_2_1_1,0,0,-90838256
3_2_1_2,0,0,87261208
3_2_1_3,0,0,-101336632
3_2_1_4,0,4026416,47674304
3_2_1_5,0,0,61761008
3_2_1_6,0,0,33987096
3_2_1_7,0,0,-123290376
3_2_1_8,0,0,52327112
3_2_1_9,0,0,81673416
3_2_3_0,0,0,-156010504
3_2_3_1,0,0,33075416
3_2_3_2,0,0,20059776
3_2_3_3,0,0,99670760
3_2_3_4,0,0,-85428800
3_2_3_5,0,0,47108888
3_2_3_6,0,4131384,-123591072
3_2_3_7,0,0,43927816
3_2_3_8,0,0,84512384
3_2_3_9,0,0,32456904
3_2_5_0,0,0,-97145520
3_2_5_1,0,0,47585872
3_2_5_2,0,0,-96476240
3_2_5_3,0,0,64577040
3_2_5_4,0,0,81776952
3_2_5_5,0,3858704,-158303760
3_2_5_6,0,3837528,65285568
3_2_5_7,0,3544064,62169840
3_2_5_8,0,0,25814336
3_2_5_9,0,0,-105754616
3_3_1_0,0,0,74441512
3_3_1_1,0,0,-114791568
3_3_1_2,0,0,33275024
3_3_1_3,0,0,77279960
3_3_1_4,0,0,-109673296
3_3_1_5,0,3544040,54065120
3_3_1_6,0,0,9756992
3_3_1_7,0,3544064,-101300624
3_3_1_8,0,0,44157536
3_3_1_9,3770112,0,74615512
3_3_3_0,0,0,-114184560
3_3_3_1,0,0,149659400
3_3_3_2,0,0,-148868376
3_3_3_3,0,0,54847704
3_3_3_4,0,4005400,26243688
3_3_3_5,0,0,-98214776
3_3_3_6,0,0,44419432
3_3_3_7,0,0,78599792
3_3_3_8,0,0,-114797416
3_3_3_9,0,0,39986512
3_3_5_0,0,0,67517528
3_3_5_1,0,0,-99016216
3_3_5_2,0,4079040,45372584
3_3_5_3,0,0,66986880
3_3_5_4,0,4141696,-124325064
3_3_5_5,0,0,55963872
3_3_5_6,0,4036880,14467632
3_3_5_7,0,0,81539008
3_3_5_8,0,0,-74795368
3_3_5_9,0,0,-45769480
