Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,7,1651,9526100,136800,6285351000,0
2_1_1_1,7,67154,31435200,158700,5356954800,15
2_1_1_2,7,3571,35072100,239200,5769297400,1
2_1_1_3,7,2113,26976000,178500,5904642600,61
2_1_1_4,7,174,27053200,164300,5649435500,0
2_1_1_5,7,1990,32863100,184100,5867423200,0
2_1_1_6,3,94362,26774900,123900,5946042700,0
2_1_1_7,7,30432,26815400,164700,5975619600,0
2_1_1_8,7,45552,26534300,153100,5901360200,95
2_1_1_9,5,75339,26706400,154000,5993485800,969
2_1_3_0,15,5897,26596400,211500,5935534300,0
2_1_3_1,13,168557,32041600,194500,5870296900,0
2_1_3_2,13,10745,26956000,230000,5913078000,0
2_1_3_3,11,10416,26613300,201800,6111884400,0
2_1_3_4,13,1058241,26715300,188800,6341164500,0
2_1_3_5,15,122955,26922900,225700,5886243100,0
2_1_3_6,15,616933,26016000,244000,6052180900,0
2_1_3_7,11,25200,25274100,162200,5878134200,0
2_1_3_8,11,26628,26774200,232600,6032035300,0
2_1_3_9,13,175738,26693900,209400,6031387100,0
2_1_5_0,21,65098,26507700,287700,5892890400,0
2_1_5_1,21,933419,26655600,282000,6143194100,0
2_1_5_2,23,230554,26655600,289700,5902956700,0
2_1_5_3,23,180148,27677500,341600,5874838400,0
2_1_5_4,19,16517,27114400,295800,6094830600,0
2_1_5_5,21,12901,26694900,273400,5954851900,0
2_1_5_6,23,57466,26659000,403700,5807275400,0
2_1_5_7,23,14591,26544000,289200,5847645200,0
2_1_5_8,21,31979,26704900,303200,6085064200,0
2_1_5_9,19,675238,26676100,286500,6049546500,0
2_2_1_0,17,78295,26494000,295000,5954416800,1
2_2_1_1,17,1291,26630400,199500,6049687400,7
2_2_1_2,9,22032,26632900,198600,6063766700,11016
2_2_1_3,17,11068,26728500,261400,5943239000,3
2_2_1_4,17,5487,26690700,208000,5915305000,272
2_2_1_5,17,1486002,25310800,214900,6267266000,4192
2_2_1_6,17,62487,26629600,211200,5953513800,0
2_2_1_7,17,2906,26640700,260000,5954467500,0
2_2_1_8,17,28008,26769500,263700,5896093400,0
2_2_1_9,17,23767,27193800,226600,5891418200,0
2_2_3_0,29,52537,26632800,296300,5868495500,0
2_2_3_1,27,84837,26718200,338500,5869172700,0
2_2_3_2,27,496100,26662700,264600,6060328200,16
2_2_3_3,31,185985,26892400,669700,6326300800,0
2_2_3_4,31,122208,26665200,563700,6036988700,4
2_2_3_5,25,57716,26161900,298000,5933050400,0
2_2_3_6,29,442529,29896900,296600,5938996000,7328
2_2_3_7,27,68386,29339500,541600,5688061200,0
2_2_3_8,27,29101,26537200,470100,5971195300,1
2_2_3_9,27,90956,26847400,305300,5946188300,0
2_2_5_0,49,267081,26601400,611700,6078383200,182
2_2_5_1,45,546160,27031500,707800,6216669100,0
2_2_5_2,45,747700,26689400,487700,6206325800,0
2_2_5_3,47,25531,26701700,547400,5819957500,0
2_2_5_4,45,407629,26706100,487200,5956328900,0
2_2_5_5,45,356537,26817500,500500,6009294500,0
2_2_5_6,47,108545,29851000,508200,5988549900,0
2_2_5_7,43,305826,26519000,492400,6025580300,0
2_2_5_8,45,347569,26666000,490400,6009725000,0
2_2_5_9,43,79326,27048900,532100,6035069100,0
2_3_1_0,27,152233,27388200,272500,5940202300,5093
2_3_1_1,27,4255,28705400,286500,6086285200,0
2_3_1_2,27,61271,27716700,355400,5967703500,0
2_3_1_3,27,78299,26971000,311100,5907825100,25
2_3_1_4,27,39401,26567800,309100,6045074900,3
2_3_1_5,27,78366,26716600,291100,5672151400,0
2_3_1_6,27,18592,25727400,282500,5879128300,0
2_3_1_7,21,5648,26887000,332900,6035992400,0
2_3_1_8,21,67582,26495200,270000,5966959800,322
2_3_1_9,27,2,26912000,328200,5517362800,0
2_3_3_0,49,324414,26348700,524700,5937674300,0
2_3_3_1,43,126552,27106800,449500,6150290200,21
2_3_3_2,45,88047,26910500,464800,6069502300,0
2_3_3_3,39,284242,26729900,441900,5941031900,253
2_3_3_4,45,766786,26711100,464500,6223519200,1
2_3_3_5,47,80445,26908800,507000,6090857800,0
2_3_3_6,49,381981,26789100,603200,6049588400,1914
2_3_3_7,45,145304,27085700,565800,5941327900,0
2_3_3_8,43,152796,26644900,405900,5965669400,0
2_3_3_9,45,543816,26722400,465800,6300092800,0
2_3_5_0,71,284787,55160900,666700,6034882700,0
2_3_5_1,73,331851,60271100,731100,5993019200,0
2_3_5_2,71,211394,323428400,698500,5880218300,0
2_3_5_3,63,531031,26816400,638300,6017308000,0
2_3_5_4,67,180250,49217400,627400,5920478100,0
2_3_5_5,69,179148,26517700,642000,6099485600,0
2_3_5_6,71,208581,62477800,1021100,6048791200,0
2_3_5_7,71,221873,26698500,689000,6018215700,0
2_3_5_8,65,112280,26678800,619500,5935375800,0
2_3_5_9,71,138356,48619700,703700,5935346800,0
3_1_1_0,10,107453,26368100,245600,5825356900,0
3_1_1_1,8,10337,28912700,172900,5874841800,0
3_1_1_2,10,1267,26886400,157200,5959186000,0
3_1_1_3,10,349709,26606700,189400,6017003600,0
3_1_1_4,10,1063498,26541600,185100,6286077900,8
3_1_1_5,8,57974,26350800,141200,5935476800,0
3_1_1_6,6,326324,32412300,144100,6029168700,0
3_1_1_7,8,63868,26846000,438000,5952682300,0
3_1_1_8,6,806,29445600,127800,5911532100,0
3_1_1_9,10,1092904,26467400,179700,6330026100,0
3_1_3_0,20,570290,26898200,243800,6077476400,0
3_1_3_1,18,140106,26640100,215600,5834598300,0
3_1_3_2,20,176990,26487800,207400,6076784500,0
3_1_3_3,22,75324,26822900,233200,5894166800,0
3_1_3_4,22,5165,26409800,225800,5980173900,0
3_1_3_5,22,99140,26707700,240200,6026727700,0
3_1_3_6,18,3464,26733500,218100,5916683700,0
3_1_3_7,16,85704,26569000,207400,5991160200,0
3_1_3_8,20,47299,26701500,304100,5976513700,0
3_1_3_9,20,63660,31533500,221700,5944182100,0
3_1_5_0,34,263518,26804800,318700,5911148300,0
3_1_5_1,32,84506,26861900,323600,5869542300,0
3_1_5_2,30,194740,26380300,333900,5894531600,0
3_1_5_3,28,141225,26835000,294100,5895582300,0
3_1_5_4,32,906789,27321800,309500,6282473900,0
3_1_5_5,32,53444,26555400,467800,5923114400,0
3_1_5_6,32,132420,26485700,321100,5970999700,0
3_1_5_7,30,32020,26739600,290100,5857377700,0
3_1_5_8,32,81601,26385000,325000,5953595700,0
3_1_5_9,32,139132,26739900,320800,6027387600,0
3_2_1_0,25,179,27017800,234000,5682329300,0
3_2_1_1,25,1505794,26359100,240800,6265681400,19
3_2_1_2,25,150982,26915000,376200,5911485600,0
3_2_1_3,25,8450,26500900,237400,5944871800,6
3_2_1_4,19,58793,26680600,235700,5960338700,20
3_2_1_5,25,156539,26141400,237200,5949086500,0
3_2_1_6,25,515961,26627000,227200,5994019900,7
3_2_1_7,25,4437,26573600,240900,5903657600,48
3_2_1_8,25,134954,26826500,253600,5976612700,0
3_2_1_9,21,768827,26408300,213500,6019861600,203
3_2_3_0,45,403749,33784300,404800,5910767300,0
3_2_3_1,41,506514,26510700,331000,6191446900,0
3_2_3_2,47,564713,26485500,426600,6219951500,0
3_2_3_3,43,109567,26815600,362800,5992384900,84
3_2_3_4,41,307244,26832700,384100,6047014100,5
3_2_3_5,43,508161,26588500,374600,5947961300,0
3_2_3_6,45,360207,26473600,431600,5967790400,0
3_2_3_7,41,86955,26431300,409700,5926067100,0
3_2_3_8,43,498946,26551500,362100,6158615400,0
3_2_3_9,45,720613,26535100,404200,6258493900,0
3_2_5_0,65,339345,26630800,604000,6244476600,0
3_2_5_1,71,197062,26611900,751600,6043425100,0
3_2_5_2,69,781743,26641900,762500,6041881000,0
3_2_5_3,65,79796,34922100,597500,5885443400,0
3_2_5_4,65,503377,26566300,564700,5970823100,0
3_2_5_5,71,202997,27159600,828600,5836073900,0
3_2_5_6,65,357677,26159500,574200,6033533500,0
3_2_5_7,63,382687,26453300,560300,5984018700,0
3_2_5_8,65,582196,27629700,583100,6206922800,0
3_2_5_9,61,156432,26693100,545400,6069219400,0
3_3_1_0,40,1632615,26493600,343200,6409811800,534
3_3_1_1,40,101758,26722100,293000,5601815500,0
3_3_1_2,34,51156,26867900,333900,6021913000,0
3_3_1_3,40,6864,26714100,319500,5921127900,0
3_3_1_4,40,82863,26336800,336000,5880729200,0
3_3_1_5,40,4250,26496000,322700,5857684000,0
3_3_1_6,36,5011,26500400,305400,5939629900,0
3_3_1_7,40,2150315,29689900,338800,6371920900,1
3_3_1_8,40,3212,26769100,326200,5856386200,0
3_3_1_9,40,23070,26945300,321500,5882684800,0
3_3_3_0,64,208568,26775000,516500,5960188300,0
3_3_3_1,70,61360,26710700,633200,6089237500,0
3_3_3_2,66,388661,26695600,531000,6125808600,0
3_3_3_3,70,97419,26257100,584700,6079562100,0
3_3_3_4,68,29792,26685600,603300,5966436500,0
3_3_3_5,68,475493,26715400,609400,5987376500,0
3_3_3_6,70,460539,26531600,827500,6027136900,0
3_3_3_7,64,443409,26616900,502500,6060467200,430
3_3_3_8,68,207272,26866800,573300,5922912200,0
3_3_3_9,72,435528,25473500,606000,6134957000,0
3_3_5_0,104,869643,26962000,957800,6281029500,0
3_3_5_1,102,559818,26249500,953100,6083634800,0
3_3_5_2,104,404902,26922700,967000,5942281700,0
3_3_5_3,102,833496,26621900,1202800,6269590900,0
3_3_5_4,98,283391,26719500,906900,6130336700,0
3_3_5_5,104,1224189,26529400,950800,6236593100,0
3_3_5_6,106,155067,26764700,1153800,5946084100,0
3_3_5_7,108,1041486,26761300,1030400,6293292200,0
3_3_5_8,100,1151303,27002500,893500,6224691000,0
3_3_5_9,100,476220,26549000,888600,5983347100,0
