Query,NR,PM,TM
2_1_1_0,0,0,468949040
2_1_1_1,0,0,37118224
2_1_1_2,0,0,-40528760
2_1_1_3,0,0,40530456
2_1_1_4,0,0,-53807512
2_1_1_5,0,1681928,38637464
2_1_1_6,0,1680392,-40373832
2_1_1_7,0,0,38692856
2_1_1_8,0,1680432,-40368952
2_1_1_9,0,0,38685920
2_1_3_0,0,1680408,-40357912
2_1_3_1,0,0,38688272
2_1_3_2,0,0,-40371896
2_1_3_3,0,0,38688320
2_1_3_4,0,0,-40366176
2_1_3_5,0,0,38691432
2_1_3_6,0,0,-40371568
2_1_3_7,0,0,38685528
2_1_3_8,1680352,0,-40369112
2_1_3_9,0,0,38691632
2_1_5_0,1680392,0,-40361720
2_1_5_1,0,1677664,37017816
2_1_5_2,0,0,-40373952
2_1_5_3,1677592,0,38695808
2_1_5_4,0,0,-40377840
2_1_5_5,0,1677680,38692480
2_1_5_6,0,0,-40364352
2_1_5_7,0,1677712,38693600
2_1_5_8,0,0,-40375232
2_1_5_9,0,1677664,38694808
2_2_1_0,0,0,-40378800
2_2_1_1,0,0,40366976
2_2_1_2,0,0,-40372936
2_2_1_3,0,0,40375544
2_2_1_4,0,0,-40369336
2_2_1_5,0,0,38692912
2_2_1_6,0,1680480,-40373512
2_2_1_7,0,0,38693600
2_2_1_8,0,1680456,-40375072
2_2_1_9,0,0,38690728
2_2_3_0,1680360,0,-40355848
2_2_3_1,0,1677728,38694856
2_2_3_2,0,0,-40375408
2_2_3_3,0,1677648,38700128
2_2_3_4,0,0,-40372320
2_2_3_5,0,0,38686536
2_2_3_6,0,0,-40365224
2_2_3_7,0,1678144,38685248
2_2_3_8,0,0,-40367800
2_2_3_9,0,1678112,38697024
2_2_5_0,0,0,-38666792
2_2_5_1,0,0,38689696
2_2_5_2,0,0,-38699624
2_2_5_3,0,0,38703192
2_2_5_4,0,0,-38699832
2_2_5_5,0,0,38695680
2_2_5_6,0,0,-38694328
2_2_5_7,0,0,38690680
2_2_5_8,0,0,-38694808
2_2_5_9,0,0,38694720
2_3_1_0,0,0,-40396272
2_3_1_1,0,1677696,38691224
2_3_1_2,0,0,-40368472
2_3_1_3,0,0,40372512
2_3_1_4,0,0,-40373528
2_3_1_5,0,1678288,38693848
2_3_1_6,0,0,-40371560
2_3_1_7,0,1677688,38683304
2_3_1_8,0,0,-40366680
2_3_1_9,0,0,38696776
2_3_3_0,1680360,0,-38667400
2_3_3_1,0,0,38688680
2_3_3_2,0,0,-38692064
2_3_3_3,0,0,38685344
2_3_3_4,0,0,-38685952
2_3_3_5,0,0,38704256
2_3_3_6,0,0,-38701080
2_3_3_7,0,0,38691816
2_3_3_8,0,0,-38697432
2_3_3_9,0,0,38695216
2_3_5_0,0,1680440,-40340168
2_3_5_1,0,1677392,-639195328
2_3_5_2,0,1671080,639243928
2_3_5_3,0,1679752,-26907864
2_3_5_4,0,1671616,41990048
2_3_5_5,0,1678376,-31932768
2_3_5_6,0,1674024,51887712
2_3_5_7,0,1673800,-41761352
2_3_5_8,0,1678808,48527936
2_3_5_9,0,1675480,-40245840
3_1_1_0,0,0,40348240
3_1_1_1,0,0,-47081592
3_1_1_2,0,1675752,38801552
3_1_1_3,0,0,-53808520
3_1_1_4,1681576,0,40315304
3_1_1_5,0,0,-40368416
3_1_1_6,0,0,38687136
3_1_1_7,0,1680544,-40368160
3_1_1_8,0,0,38687320
3_1_1_9,0,1680440,-40365376
3_1_3_0,0,0,38700320
3_1_3_1,0,0,-40374160
3_1_3_2,0,0,38696936
3_1_3_3,1680424,0,-40372568
3_1_3_4,0,1677664,38693864
3_1_3_5,0,0,-40371408
3_1_3_6,0,1677664,37008680
3_1_3_7,0,0,-40373360
3_1_3_8,0,0,40373712
3_1_3_9,0,0,-40368480
3_1_5_0,0,1677728,38711664
3_1_5_1,0,0,-40374608
3_1_5_2,0,0,38691688
3_1_5_3,0,0,-40375232
3_1_5_4,1677592,0,38699520
3_1_5_5,0,0,-40372296
3_1_5_6,0,0,38695920
3_1_5_7,0,0,-40375776
3_1_5_8,0,0,38696216
3_1_5_9,0,0,-40372072
3_2_1_0,1677616,0,36998376
3_2_1_1,0,0,-40369472
3_2_1_2,0,0,40365736
3_2_1_3,0,0,-40365920
3_2_1_4,0,0,40362760
3_2_1_5,0,0,-40363240
3_2_1_6,0,0,40369728
3_2_1_7,0,0,-40367096
3_2_1_8,0,0,38693320
3_2_1_9,0,0,-40380488
3_2_3_0,0,1677736,38727248
3_2_3_1,0,0,-40381960
3_2_3_2,0,0,38703888
3_2_3_3,0,0,-40379536
3_2_3_4,1677608,0,38693168
3_2_3_5,0,0,-40370184
3_2_3_6,0,0,38695736
3_2_3_7,0,0,-40376352
3_2_3_8,0,1677672,38698352
3_2_3_9,0,0,-38693280
3_2_5_0,0,0,38727432
3_2_5_1,0,1680440,-40373720
3_2_5_2,0,1677432,40317880
3_2_5_3,0,0,-30344040
3_2_5_4,0,0,-25133632
3_2_5_5,0,1671376,40394696
3_2_5_6,0,1679216,-42006096
3_2_5_7,0,1678168,48544736
3_2_5_8,0,1675056,-28542384
3_2_5_9,0,0,43745232
3_3_1_0,0,-703653312,643275400
3_3_1_1,0,0,40317912
3_3_1_2,0,0,-40374840
3_3_1_3,0,0,40378960
3_3_1_4,0,0,-40374936
3_3_1_5,0,0,38694704
3_3_1_6,0,0,-40378864
3_3_1_7,0,1677696,38703424
3_3_1_8,0,0,-40375584
3_3_1_9,1677608,0,38695520
3_3_3_0,0,0,-38667072
3_3_3_1,0,0,38704568
3_3_3_2,0,0,-38703528
3_3_3_3,0,1677520,41968328
3_3_3_4,1677792,0,-31980320
3_3_3_5,1673952,0,-25134192
3_3_3_6,0,0,50298208
3_3_3_7,0,0,-31873784
3_3_3_8,0,1673752,-20097560
3_3_3_9,0,0,51916432
3_3_5_0,0,1673592,-30078752
3_3_5_1,0,1674456,-40173648
3_3_5_2,0,1677448,56822968
