Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,11,267230,114463200,130345400,5103448300,1
2_1_1_1,11,300112,98682800,128742600,3163285500,1330
2_1_1_2,11,269442,16565500,125171400,3331685400,218
2_1_1_3,11,267841,34593400,115356900,3115454000,95
2_1_1_4,11,265564,18815800,115353300,3155999400,0
2_1_1_5,11,267403,18431600,122328400,3244013800,6
2_1_1_6,7,329726,59356100,67690000,3188923700,0
2_1_1_7,11,288081,332804800,124430100,3124972100,922
2_1_1_8,11,288181,17236100,105704600,3215078300,80
2_1_1_9,9,324638,20724100,95365500,3251665700,3362
2_1_3_0,19,271315,13435200,165221500,3187479900,0
2_1_3_1,17,349450,19486000,93376700,3167381400,0
2_1_3_2,17,271255,61875200,48354500,3114082400,0
2_1_3_3,15,270813,13914600,38659800,3148531400,0
2_1_3_4,17,814276,14331900,42126300,3327494100,206
2_1_3_5,19,326829,16473000,50645500,3185627300,0
2_1_3_6,19,575732,16101800,51619700,3042628800,0
2_1_3_7,15,278786,14753300,29580100,3040195300,0
2_1_3_8,15,279372,338602300,36789600,2945106800,3
2_1_3_9,17,353596,14900100,4109400,3108772800,0
2_1_5_0,25,300432,83526400,4452000,2978988200,0
2_1_5_1,25,741784,14169100,4418000,3342575900,1163
2_1_5_2,27,380650,22876300,5401400,3094706500,0
2_1_5_3,27,357656,32801000,4336300,3186792200,0
2_1_5_4,23,276414,68551500,4137800,3030201300,0
2_1_5_5,25,273275,140102900,4203300,3207284700,0
2_1_5_6,27,296119,17628500,4172800,2908167300,0
2_1_5_7,27,274561,14898300,4410100,3287995600,0
2_1_5_8,25,289562,14856800,4147000,2906761900,0
2_1_5_9,23,603858,15726600,3887100,3214429900,15
2_2_1_0,29,835413,250430800,5714700,3263504000,23
2_2_1_1,29,797548,17895400,4396500,3433747900,88
2_2_1_2,21,824060,114730300,4390000,3119388400,10373
2_2_1_3,29,1072482,13339700,3857500,3623794400,2658
2_2_1_4,29,801847,256366300,4149200,3172539000,607
2_2_1_5,29,1540885,14739200,3990200,3618073500,212889
2_2_1_6,29,1094234,722847300,4116400,3378171200,0
2_2_1_7,29,1065124,20841700,4882100,3622910000,0
2_2_1_8,29,1075382,952760000,4126200,3336407400,165
2_2_1_9,29,807923,14510400,4315800,3316647300,0
2_2_3_0,41,1091369,17851100,4613800,3386931400,8
2_2_3_1,39,1106367,15601900,3787800,3670707100,0
2_2_3_2,39,1317924,21467200,4328700,3693070900,494
2_2_3_3,43,1155250,19540100,5298700,3695684700,66
2_2_3_4,43,1122673,15068600,4251200,3422443900,292
2_2_3_5,37,1092944,15997300,4317000,3416120600,0
2_2_3_6,61,1567716,16802500,4654200,4043221900,269146
2_2_3_7,39,1096865,21280100,4072500,3424884900,0
2_2_3_8,39,1077930,14633600,3184200,3425127400,41
2_2_3_9,39,1115104,22812200,3760700,3622831400,0
2_2_5_0,61,1195895,18678200,4972300,3566699900,195
2_2_5_1,57,1337687,16396200,4142300,3595207100,0
2_2_5_2,57,1437555,13304300,4372200,3893608100,0
2_2_5_3,59,1080759,12114900,4753700,3533692500,0
2_2_5_4,57,1271454,16317200,4358300,3533185300,0
2_2_5_5,57,1246281,12968300,3170600,3690397700,0
2_2_5_6,59,1118192,10097200,4302300,3554829300,0
2_2_5_7,55,1215058,11510200,3885100,3529385600,34
2_2_5_8,57,1235089,11708700,2983900,3789433600,0
2_2_5_9,55,1103400,12234500,4355600,3503121000,0
2_3_1_0,39,1401646,14459800,4258200,3418917700,3093
2_3_1_1,39,1065718,12797300,3850500,3462962900,36
2_3_1_2,39,1358208,13576100,3864600,3346112800,0
2_3_1_3,39,1373389,23438900,4416600,3417513100,555
2_3_1_4,39,1348501,12296500,3475600,3569448500,58
2_3_1_5,39,1100513,13885300,2908900,3135819900,0
2_3_1_6,39,1347767,17720800,3916800,3360048100,0
2_3_1_7,33,1066913,23792300,5261400,3429249000,2106
2_3_1_8,33,1363869,16994000,3861700,3346080300,432
2_3_1_9,39,1061503,13324500,3823500,3113960600,0
2_3_3_0,61,1490142,11730500,2906800,3721929000,158
2_3_3_1,55,1395698,11133400,2738900,3419192500,196
2_3_3_2,57,1374124,9976200,2981300,3361496700,2
2_3_3_3,51,1470115,10318400,2603800,3471188200,711
2_3_3_4,57,1720640,10872200,3400100,3733954700,55
2_3_3_5,59,1374274,11787800,2561700,3383989200,40
2_3_3_6,61,1522551,17478800,729700,3536218500,4332
2_3_3_7,57,1406646,8182900,679300,3390426600,0
2_3_3_8,55,1403400,7661300,726900,3549996600,0
2_3_3_9,57,1606886,9422400,827200,3535238500,0
2_3_5_0,83,1478698,8640000,1205700,3557620600,0
2_3_5_1,85,1497119,8538300,4991200,3477935600,0
2_3_5_2,83,1442668,8109500,1027000,3767462800,0
2_3_5_3,75,1601107,8886400,866400,3560771300,18
2_3_5_4,79,1422380,11418300,965800,3447632200,0
2_3_5_5,81,1427696,10606900,955700,3454745000,0
2_3_5_6,83,1433265,9809400,1069200,3765938600,0
2_3_5_7,83,1439134,9019500,986800,3490813000,0
2_3_5_8,77,1388059,8826500,864000,3464857200,0
2_3_5_9,83,1401797,10922300,991500,3456293200,0
3_1_1_0,14,319903,9633900,213900,3108169300,217
3_1_1_1,12,270790,10092200,220700,2849697500,0
3_1_1_2,14,266710,9796100,214500,2865667000,0
3_1_1_3,14,449703,6910400,218600,2939324000,0
3_1_1_4,14,797890,11447100,203900,3249163000,368
3_1_1_5,12,295540,10441900,197700,2872992500,0
3_1_1_6,10,428967,8975500,205900,3371265600,1015440
3_1_1_7,12,304689,9676000,214300,2867188200,0
3_1_1_8,10,266496,11138500,202600,3062223300,2
3_1_1_9,14,821527,12844400,218700,3072967600,0
3_1_3_0,24,559462,10990800,344700,3025487000,0
3_1_3_1,22,336785,8672000,288100,2876423200,0
3_1_3_2,24,368916,9006800,299700,3194095300,0
3_1_3_3,26,304480,9789100,326700,2922788500,0
3_1_3_4,26,270665,8007100,311500,2893619100,0
3_1_3_5,26,316322,8602400,301200,2856996300,0
