Query,NR,PM,TM
2_1_1_0,0,0,-91817016
2_1_1_1,0,0,-75229256
2_1_1_2,0,0,186905800
2_1_1_3,0,0,-194182824
2_1_1_4,0,0,67295960
2_1_1_5,0,0,52518696
2_1_1_6,0,0,-98866440
2_1_1_7,0,0,35762880
2_1_1_8,3812096,0,69892584
2_1_1_9,0,0,-95874968
2_1_3_0,0,0,64038088
2_1_3_1,0,0,82731368
2_1_3_2,0,0,-153685504
2_1_3_3,0,0,32372120
2_1_3_4,0,0,27924880
2_1_3_5,0,0,96160040
2_1_3_6,0,0,-103258624
2_1_3_7,0,0,53064400
2_1_3_8,0,0,-10525024
2_1_3_9,0,0,-110470184
2_1_5_0,0,0,36039232
2_1_5_1,0,0,35357280
2_1_5_2,0,4183720,31374488
2_1_5_3,0,0,-90194264
2_1_5_4,0,0,79491040
2_1_5_5,0,0,-100895152
2_1_5_6,0,0,51302920
2_1_5_7,0,0,65879520
2_1_5_8,0,0,33359400
2_1_5_9,0,0,-122553120
2_2_1_0,0,0,51674848
2_2_1_1,0,0,83986080
2_2_1_2,0,0,-137157992
2_2_1_3,0,0,33915424
2_2_1_4,0,0,26379192
2_2_1_5,0,0,-95260840
2_2_1_6,0,0,91674344
2_2_1_7,0,0,78266248
2_2_1_8,0,0,-153004760
2_2_1_9,0,0,34994024
2_2_3_0,0,0,28814600
2_2_3_1,0,0,95354288
2_2_3_2,0,0,-99022440
2_2_3_3,0,0,52693888
2_2_3_4,0,0,-3061368
2_2_3_5,0,0,-109346720
2_2_3_6,0,0,34914504
2_2_3_7,0,0,76021576
2_2_3_8,0,0,-90233544
2_2_3_9,0,0,80891632
2_2_5_0,0,0,29023336
2_2_5_1,0,0,-99885144
2_2_5_2,0,0,53772488
2_2_5_3,0,0,-90921496
2_2_5_4,3743304,0,83675104
2_2_5_5,0,3544096,-101118248
2_2_5_6,0,0,155016880
2_2_5_7,0,0,-29121056
2_2_5_8,0,3544056,-116802840
2_2_5_9,0,0,31152808
2_3_1_0,0,0,35064552
2_3_1_1,0,0,18090616
2_3_1_2,0,0,77309192
2_3_1_3,0,0,-127474864
2_3_1_4,0,0,102785240
2_3_1_5,0,0,-108200920
2_3_1_6,0,0,40859608
2_3_1_7,0,0,-94788648
2_3_1_8,0,0,84192544
2_3_1_9,0,3544088,78271856
2_3_3_0,0,0,-149204008
2_3_3_1,0,0,35374576
2_3_3_2,0,0,24900224
2_3_3_3,0,0,95608512
2_3_3_4,0,3837648,-106457784
2_3_3_5,0,0,49156248
2_3_3_6,0,0,-10232408
2_3_3_7,0,0,22407560
2_3_3_8,0,4068384,-12313304
2_3_3_9,0,0,24138816
2_3_5_0,0,0,-9929448
