Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,22,1861367,25369100,381496400,4341797700,1
2_1_1_1,22,1876403,14955300,230996500,3210659600,1330
2_1_1_2,22,1863731,11615100,252088200,3476473300,218
2_1_1_3,22,1861407,11289600,232627500,3289433900,95
2_1_1_4,22,1857627,25492600,302523300,3199795700,0
2_1_1_5,22,1860807,15088400,202696300,3126124200,6
2_1_1_6,18,2020903,21171400,55429100,3334173500,0
2_1_1_7,22,1892717,15032600,73374000,3335280300,922
2_1_1_8,22,1880631,13232700,76695900,3247547500,80
2_1_1_9,20,2026999,16006200,72034600,3357463300,3362
2_1_3_0,30,1862525,112373700,115661400,3339238800,0
2_1_3_1,28,1915211,11233700,78034000,3342612500,0
2_1_3_2,28,1859233,12046900,74259700,3341482400,0
2_1_3_3,26,1857795,8927500,29503400,3267254200,0
2_1_3_4,28,2925684,90255700,46751600,3607599800,206
2_1_3_5,30,1896369,12372900,52160500,3207540500,0
2_1_3_6,30,2166835,14547200,34660000,3416561800,0
2_1_3_7,26,1860667,13049000,25765200,2874049300,0
2_1_3_8,26,1857695,8709100,21356000,3222652700,3
2_1_3_9,28,1944379,8648000,20078200,3177983000,0
2_1_5_0,36,1857821,34927500,34474400,3225408400,0
2_1_5_1,36,2068945,8394900,32143200,3041138100,1163
2_1_5_2,38,1857629,15154000,96898500,3196058900,0
2_1_5_3,38,1917189,13184200,35145000,3332979900,0
2_1_5_4,34,1871571,103962400,30538500,3194135900,0
2_1_5_5,36,1857641,11594000,34070000,2993935100,0
2_1_5_6,38,1880919,12004400,51331200,3192578900,0
2_1_5_7,38,1858369,9903400,39549100,2997977700,0
2_1_5_8,36,1858487,8104900,37699500,3165030600,0
2_1_5_9,34,1884309,10112200,25786800,3015951100,15
2_2_1_0,46,4795037,97964500,95301900,3357452300,23
2_2_1_1,46,4779051,121665100,40135700,3077333900,88
2_2_1_2,38,4888490,8783800,29857900,3216529000,10373
2_2_1_3,46,4790844,9045400,30412500,3088302500,2658
2_2_1_4,46,4786756,31318400,29643400,3237578000,607
2_2_1_5,46,6270026,10521900,36742900,3519155100,212889
2_2_1_6,46,4780781,10975500,53951400,3271577400,0
2_2_1_7,46,4783930,11954000,37120400,3074005300,0
2_2_1_8,46,4780978,15030100,36280200,3070755200,165
2_2_1_9,46,4776874,9139300,30463800,3232249300,0
2_2_3_0,58,4784599,10471400,45505800,3161325800,8
2_2_3_1,56,4823621,11276300,50808000,3168789100,0
2_2_3_2,56,5225302,14132400,109502000,3628186000,494
2_2_3_3,60,4803576,13467500,52279900,3089122500,66
2_2_3_4,60,4834515,11445000,52464600,3130913100,292
2_2_3_5,54,4859108,9401500,46412500,3443219500,0
2_2_3_6,83,9318091,10882700,83027900,3604536400,269146
2_2_3_7,56,4776758,9541100,52661200,3037194300,0
2_2_3_8,56,4818453,10436100,41020800,3344460300,41
2_2_3_9,56,4811472,8488900,43399200,3046786400,0
2_2_5_0,78,4916814,9300400,77323000,3091570300,195
2_2_5_1,74,5111662,9958300,58174500,3390216500,0
2_2_5_2,74,4777674,9094700,83691700,3100179300,0
2_2_5_3,76,4787674,10347500,89874400,3090487600,0
2_2_5_4,74,4783804,10509800,78220900,3247059100,0
2_2_5_5,74,4786973,7272100,69041400,3005263100,0
2_2_5_6,76,4776766,9940800,67071000,2949488200,0
2_2_5_7,72,4905310,7320700,78070400,3390058800,34
2_2_5_8,74,4937384,10376900,89713200,3143965300,0
2_2_5_9,72,4844133,7718600,164870200,3109413800,0
