Query,NR,PM,TM
2_1_1_0,0,0,-141469680
2_1_1_1,0,0,72067040
2_1_1_2,0,0,-118368048
2_1_1_3,0,0,73896344
2_1_1_4,0,0,-20606344
2_1_1_5,0,0,-35998208
2_1_1_6,0,0,37570640
2_1_1_7,0,0,-16557848
2_1_1_8,0,0,37837456
2_1_1_9,0,0,-19176216
2_1_3_0,0,0,-111986000
2_1_3_1,0,0,128535944
2_1_3_2,0,0,-4529880
2_1_3_3,0,0,-30675992
2_1_3_4,0,0,27100160
2_1_3_5,0,0,-16336192
2_1_3_6,0,0,-114767720
2_1_3_7,0,3544072,139478272
2_1_3_8,0,0,-82774696
2_1_3_9,0,0,-52751608
2_1_5_0,0,0,149755160
2_1_5_1,0,0,-42723296
2_1_5_2,0,3575568,-36444920
2_1_5_3,2088,0,-49185776
2_1_5_4,0,0,145660320
2_1_5_5,0,0,-540608
2_1_5_6,0,0,-64684832
2_1_5_7,0,0,15703728
2_1_5_8,0,0,-62235896
2_1_5_9,0,0,-33802960
2_2_1_0,0,0,-19785848
2_2_1_1,0,0,140489784
2_2_1_2,0,0,-58714792
2_2_1_3,0,0,-91005744
2_2_1_4,0,0,122122744
2_2_1_5,0,0,-70495312
2_2_1_6,0,0,113002888
2_2_1_7,0,0,-20668600
2_2_1_8,0,0,-35933928
2_2_1_9,0,0,-12334776
2_2_3_0,0,0,-34173712
2_2_3_1,0,0,-15439992
2_2_3_2,0,0,-49578784
2_2_3_3,0,0,55435880
2_2_3_4,0,0,124493872
2_2_3_5,0,0,-109046688
2_2_3_6,0,0,-38526624
2_2_3_7,0,0,65058584
2_2_3_8,0,0,-53392880
2_2_3_9,0,0,19766336
2_2_5_0,0,0,-61927800
2_2_5_1,0,3827144,115502888
2_2_5_2,0,0,-85566320
2_2_5_3,0,0,46352536
2_2_5_4,0,0,-35825384
2_2_5_5,0,0,37217040
2_2_5_6,0,0,-43705208
2_2_5_7,0,0,-28147440
2_2_5_8,0,0,-9676000
2_2_5_9,0,3680408,113468760
2_3_1_0,0,0,-25700472
2_3_1_1,0,0,-39793400
2_3_1_2,0,0,30976832
2_3_1_3,0,0,-53267568
2_3_1_4,3648880,0,123888568
2_3_1_5,0,0,-32115712
2_3_1_6,0,0,-94569424
2_3_1_7,0,0,105730504
2_3_1_8,0,3973944,-52360056
2_3_1_9,0,0,-39512976
2_3_3_0,0,3565312,37183928
2_3_3_1,0,0,-43780048
2_3_3_2,0,0,-22240832
2_3_3_3,0,0,-30180336
2_3_3_4,3669864,0,98992080
2_3_3_5,0,3848112,-91153032
2_3_3_6,0,0,104340400
2_3_3_7,0,3984488,-64222760
2_3_3_8,0,0,-35232888
2_3_3_9,0,3669872,-13240560
2_3_5_0,0,3669912,151487856
2_3_5_1,0,0,-69957112
2_3_5_2,0,3617928,43770448
2_3_5_3,0,0,-74711584
2_3_5_4,0,3638432,18796400
2_3_5_5,0,0,-38419136
2_3_5_6,0,0,92775336
2_3_5_7,0,0,-56501576
2_3_5_8,0,0,-17382984
2_3_5_9,0,3659464,82660528
3_1_1_0,0,0,-62035520
3_1_1_1,0,0,11398792
3_1_1_2,0,0,-28726440
3_1_1_3,0,0,23849952
3_1_1_4,0,0,-44032096
3_1_1_5,0,0,54095272
3_1_1_6,0,0,-41672280
3_1_1_7,0,0,-33375520
3_1_1_8,0,0,-35685624
3_1_1_9,0,3596480,13209576
3_1_3_0,0,0,146319144
3_1_3_1,0,0,-65320120
3_1_3_2,0,0,-89228832
3_1_3_3,0,0,93127464
3_1_3_4,0,0,-36326016
3_1_3_5,0,0,-53214088
3_1_3_6,0,0,145017896
3_1_3_7,0,0,-50054896
3_1_3_8,0,0,8150584
3_1_3_9,0,0,43106176
3_1_5_0,0,0,-57977800
3_1_5_1,0,0,45602240
3_1_5_2,0,0,-156820944
3_1_5_3,0,0,138352368
3_1_5_4,0,0,26728768
3_1_5_5,0,3544080,-75851400
3_1_5_6,0,0,-71809160
3_1_5_7,0,0,131780512
3_1_5_8,0,0,-104784800
3_1_5_9,0,0,119125504
3_2_1_0,0,0,-5705728
3_2_1_1,0,0,-88713424
3_2_1_2,0,0,-76480656
3_2_1_3,0,0,113156176
3_2_1_4,0,0,23340928
3_2_1_5,0,0,-21002992
3_2_1_6,0,0,-43326792
3_2_1_7,0,0,-871936
3_2_1_8,0,0,-50977248
3_2_1_9,0,0,107548208
3_2_3_0,0,0,-45322840
3_2_3_1,0,0,-39928456
3_2_3_2,0,0,10840360
3_2_3_3,0,0,-10838432
3_2_3_4,0,0,14395392
3_2_3_5,0,0,-17961024
3_2_3_6,0,0,10836352
3_2_3_7,0,3565056,-14404416
3_2_3_8,0,3554768,14411824
3_2_3_9,0,0,-21514512
3_2_5_0,0,3554568,10863912
3_2_5_1,0,0,-10827592
3_2_5_2,0,3554568,14405816
3_2_5_3,0,3565008,-21534440
3_2_5_4,0,0,14400912
3_2_5_5,0,0,-14389336
3_2_5_6,0,0,10821440
3_2_5_7,0,3565008,-14399664
3_2_5_8,0,3554552,14411272
3_2_5_9,0,3565048,-25089144
3_3_1_0,0,0,7223984
3_3_1_1,2088,0,-13496904
3_3_1_2,0,0,30686184
3_3_1_3,0,0,-53993952
3_3_1_4,0,0,124461984
3_3_1_5,0,0,-25330536
3_3_1_6,0,0,-44887568
3_3_1_7,0,0,-30713688
3_3_1_8,0,0,21740704
3_3_1_9,0,0,122668760
