Query,DS,FQA,PT,TT,RT,NR
2_1_1_0,17,1593146,12219100,358500,5722899800,0
2_1_1_1,17,1614908,27167400,249400,6292826200,0
2_1_1_2,17,1593660,26953000,235100,6060214100,0
2_1_1_3,17,1592114,27033500,227500,6032455800,0
2_1_1_4,17,1590678,26828800,244600,6030786000,0
2_1_1_5,17,1593588,26128400,214700,6011230600,0
2_1_1_6,13,1779390,26503700,175600,6198981000,0
2_1_1_7,17,1629294,26630800,307900,6654252400,0
2_1_1_8,17,1636218,26819800,248200,6184494200,0
2_1_1_9,15,1741904,26644400,213700,6385136100,973
2_1_3_0,25,1595406,43636300,275600,6095328700,0
2_1_3_1,23,1683714,249631900,271500,6331016900,0
2_1_3_2,23,1591858,37273600,328800,6409077200,0
2_1_3_3,21,1590830,49381700,317600,8253458400,0
2_1_3_4,23,2204756,94527400,1240100,6577545800,0
2_1_3_5,25,1638060,35296300,392800,6126501900,0
2_1_3_6,25,2204418,55537900,285600,6413489100,0
2_1_3_7,21,1593218,51800400,325200,6322867900,0
2_1_3_8,21,1590766,59376000,258000,6066734800,0
2_1_3_9,23,1712644,605520900,259400,6160407600,0
2_1_5_0,31,1590830,47399500,313100,6555304800,0
2_1_5_1,31,1814822,41048500,355300,6268953500,0
2_1_5_2,33,1590666,630174300,346200,6155393100,0
2_1_5_3,33,1710108,51515100,332500,6223075500,0
2_1_5_4,29,1614920,45017900,290600,6422728100,0
2_1_5_5,31,1590674,353249100,310100,6278443700,0
2_1_5_6,33,1614902,206009800,328800,6048839900,0
2_1_5_7,33,1591350,43877400,311200,6150163700,0
2_1_5_8,31,1591274,42135400,367800,6350267100,0
2_1_5_9,29,1638060,40240800,371900,6220591100,0
2_2_1_0,31,3747746,51984400,781100,6134039000,0
2_2_1_1,31,3713046,82288900,623000,6170735200,0
2_2_1_2,23,3788666,44363900,347100,6380605800,11016
2_2_1_3,31,3716680,50748800,334900,6300893000,0
2_2_1_4,31,3717418,36792800,401300,6171123000,0
2_2_1_5,31,4990294,41101700,597100,6546886600,0
2_2_1_6,31,3714876,273194400,379300,6349555000,0
2_2_1_7,31,3714044,43036700,289600,6175372700,0
2_2_1_8,31,3719034,112006500,293600,6175833700,0
2_2_1_9,31,3711754,40187100,310200,6173245800,0
2_2_3_0,43,3715220,42980400,396900,6296332700,0
2_2_3_1,41,3802310,393632100,359500,6616896600,0
2_2_3_2,41,4450084,84062000,435500,6227968200,0
2_2_3_3,45,3777900,595782600,380800,6282933200,0
2_2_3_4,45,3773106,48009200,411000,6380061600,0
2_2_3_5,39,3870966,107741700,351700,6389253100,0
2_2_3_6,43,3989010,42794200,375900,6101246800,0
2_2_3_7,41,3711554,43499400,337700,6096373800,0
2_2_3_8,41,3791376,401584600,356400,6153352900,0
2_2_3_9,41,3750950,44755200,336600,6123089600,0
2_2_5_0,63,3801034,45656400,629500,6346594600,0
2_2_5_1,59,4364328,229909300,524100,6574542600,0
2_2_5_2,59,3711754,51066800,579000,6395496700,0
2_2_5_3,61,3716980,64027700,644800,6270165300,0
2_2_5_4,59,3713938,42479200,513700,6399934700,0
2_2_5_5,59,3716720,44636400,685500,6303641500,0
2_2_5_6,61,3711570,36202100,495700,6328820200,0
2_2_5_7,57,3916914,78251000,458700,6319370800,0
2_2_5_8,59,4027812,181013400,817700,6423343700,0
2_2_5_9,57,3802812,41164400,419600,6220846700,0
2_3_1_0,45,6099846,40019900,376200,6248827800,0
2_3_1_1,45,5835362,545635500,378500,6259369600,0
2_3_1_2,45,5838332,55229500,378800,6191777800,0
2_3_1_3,45,5941146,45947800,436500,6223450000,0
2_3_1_4,45,5873890,73660400,352200,6326829700,0
2_3_1_5,45,6040534,41652500,404400,6045240800,0
2_3_1_6,45,5844054,52425300,357300,6106498100,0
2_3_1_7,39,5841213,46808000,350600,6295031100,0
2_3_1_8,39,5840438,191021200,330200,6372958900,362
2_3_1_9,45,5832442,511907000,387300,6187855800,0
2_3_3_0,67,5901910,248955900,512600,6277520900,0
2_3_3_1,61,5887720,40606200,563900,6331239200,0
2_3_3_2,63,5855992,61967400,631700,6212442300,0
2_3_3_3,57,6067610,44874200,451000,6369828800,0
2_3_3_4,63,6640522,43317700,473000,6484728100,0
2_3_3_5,65,5840422,106849300,576400,6363701200,0
2_3_3_6,67,6195396,305344700,648600,6302148800,0
2_3_3_7,63,5832466,47292700,450000,6164880000,0
2_3_3_8,61,5832478,38195300,467900,6165638400,0
2_3_3_9,63,7199254,59550200,717500,6666244000,0
2_3_5_0,89,5843560,138891900,609600,6218957500,0
