Query,NR,PM,TM
2_1_1_0,0,0,-60128904
2_1_1_1,0,0,43356256
2_1_1_2,0,0,-145261128
2_1_1_3,0,0,4667112
2_1_1_4,0,0,32568048
2_1_1_5,0,0,-66333576
2_1_1_6,0,0,115266888
2_1_1_7,0,0,-99059344
2_1_1_8,0,0,119163520
2_1_1_9,0,0,-153061896
2_1_3_0,0,0,102351568
2_1_3_1,0,0,-92959072
2_1_3_2,0,0,42119248
2_1_3_3,0,0,-42005128
2_1_3_4,0,0,126902960
2_1_3_5,0,0,-34501016
2_1_3_6,0,0,8030736
2_1_3_7,0,0,47117664
2_1_3_8,0,0,13483768
2_1_3_9,0,0,-25000616
2_1_5_0,0,0,-77971464
2_1_5_1,0,0,-57746992
2_1_5_2,0,0,7502192
2_1_5_3,0,0,124752112
2_1_5_4,0,0,-99247184
2_1_5_5,0,0,119004584
2_1_5_6,0,0,-12600624
2_1_5_7,0,3544048,-38993144
2_1_5_8,0,0,-2133096
2_1_5_9,0,0,-30400288
2_2_1_0,0,0,30363360
2_2_1_1,0,0,-19479008
2_2_1_2,0,0,-33662224
2_2_1_3,0,0,-52825648
2_2_1_4,0,0,89780936
2_2_1_5,0,0,-2732952
2_2_1_6,0,0,-45369808
2_2_1_7,3644312,0,-43241944
2_2_1_8,0,0,158445272
2_2_1_9,0,0,-45935640
2_2_3_0,0,0,-69215584
2_2_3_1,0,0,-34837032
2_2_3_2,0,0,146653968
2_2_3_3,0,0,-136818448
2_2_3_4,0,0,-26162064
2_2_3_5,0,3669880,158724328
2_2_3_6,0,0,-69203192
2_2_3_7,0,3638408,-36534760
2_2_3_8,0,0,-1397960
2_2_3_9,0,3669936,-65839784
2_2_5_0,0,3827176,115482616
2_2_5_1,0,0,-78441712
2_2_5_2,0,0,53479160
2_2_5_3,0,3565488,-35847464
2_2_5_4,0,0,46985520
2_2_5_5,0,0,-41922680
2_2_5_6,0,3627968,-59603152
2_2_5_7,0,0,126855744
2_2_5_8,0,0,32193976
2_2_5_9,0,0,-47237576
2_3_1_0,0,0,-46933456
2_3_1_1,0,0,-60208480
2_3_1_2,0,0,139294656
2_3_1_3,0,3649168,-101795616
2_3_1_4,0,3544112,115910496
2_3_1_5,0,0,-165432408
2_3_1_6,0,0,37779744
2_3_1_7,0,0,103114536
2_3_1_8,0,0,-86356416
2_3_1_9,0,0,104081208
2_3_3_0,0,3537912,-92767728
2_3_3_1,0,0,-70003008
2_3_3_2,0,3544048,58128320
2_3_3_3,4078896,0,-39018040
2_3_3_4,0,0,126743856
2_3_3_5,0,0,-159953208
2_3_3_6,0,0,44554784
2_3_3_7,0,0,106984352
2_3_3_8,0,0,-86325624
2_3_3_9,0,0,-59491064
2_3_5_0,0,3544816,99520560
2_3_5_1,0,0,-74454832
2_3_5_2,0,3544096,72453680
2_3_5_3,0,0,-115055672
2_3_5_4,0,3545448,92044264
2_3_5_5,0,0,-17674616
2_3_5_6,0,0,-44558216
2_3_5_7,0,3816704,129033200
2_3_5_8,0,0,-49973208
2_3_5_9,0,0,-67542256
3_1_1_0,0,0,-29039128
3_1_1_1,0,0,146856896
3_1_1_2,0,0,-147945320
3_1_1_3,0,0,153693024
3_1_1_4,0,0,-76221928
3_1_1_5,0,0,-103367632
3_1_1_6,0,0,56456808
3_1_1_7,0,0,116833176
3_1_1_8,0,0,-151068840
3_1_1_9,0,0,64733448
3_1_3_0,0,0,-48577224
3_1_3_1,0,0,92606088
3_1_3_2,0,0,-17896608
3_1_3_3,0,0,58908208
3_1_3_4,0,0,-64244024
3_1_3_5,0,0,-70441992
3_1_3_6,0,0,126321440
3_1_3_7,0,3669880,-152550952
3_1_3_8,0,0,111115336
3_1_3_9,0,0,-65327984
3_1_5_0,0,3544984,-58245768
3_1_5_1,0,0,79038064
3_1_5_2,0,0,-16990080
3_1_5_3,0,0,-38532520
3_1_5_4,0,3638440,126746928
3_1_5_5,0,0,-28021888
3_1_5_6,0,3869112,-94106432
3_1_5_7,0,0,106227248
3_1_5_8,0,0,-49177480
3_1_5_9,3575536,0,-39520776
3_2_1_0,0,0,62122352
3_2_1_1,0,0,-43804512
3_2_1_2,0,0,57602400
3_2_1_3,0,0,-53731120
3_2_1_4,0,0,-18210488
3_2_1_5,0,0,-58821264
3_2_1_6,0,3722304,104253760
3_2_1_7,0,0,-59893600
3_2_1_8,0,0,-31930248
3_2_1_9,0,0,16113200
3_2_3_0,0,0,-39674224
3_2_3_1,0,0,122809432
3_2_3_2,0,0,-78429000
3_2_3_3,0,0,60604200
3_2_3_4,0,0,-35885048
3_2_3_5,0,0,71580504
3_2_3_6,0,0,-38910512
3_2_3_7,0,0,-12778104
3_2_3_8,0,0,-43868848
3_2_3_9,0,0,68515248
3_2_5_0,0,0,-51949216
3_2_5_1,0,0,27561968
3_2_5_2,0,0,-88312896
3_2_5_3,0,3921560,107297120
3_2_5_4,0,0,-71303688
3_2_5_5,0,0,74878376
3_2_5_6,0,3565104,-35944408
3_2_5_7,0,0,-70780168
3_2_5_8,0,0,6890440
3_2_5_9,0,0,31890736
3_3_1_0,0,0,50470992
3_3_1_1,2088,3575536,-41802376
3_3_1_2,0,0,-59654984
3_3_1_3,0,0,126913800
3_3_1_4,0,0,28396960
3_3_1_5,0,0,-47069384
3_3_1_6,0,0,-43568904
3_3_1_7,0,0,-52886560
3_3_1_8,3544032,0,133754600
3_3_1_9,0,0,-127983600
3_3_3_0,0,3544640,71018800
3_3_3_1,0,3869152,-85906480
3_3_3_2,0,3544128,59662016
3_3_3_3,0,4057920,-131224
3_3_3_4,0,3544120,-25930568
3_3_3_5,4634544,0,33836536
3_3_3_6,0,3544352,40375672
3_3_3_7,0,3575544,-139654000
3_3_3_8,0,3544040,148846960
3_3_3_9,0,0,-10616104
3_3_5_0,0,0,-37059152
3_3_5_1,0,0,19034464
3_3_5_2,0,3544504,-28278792
3_3_5_3,0,0,-63719216
3_3_5_4,0,0,-41471456
3_3_5_5,0,0,28751416
3_3_5_6,0,0,119198856
3_3_5_7,0,-180856592,143900896
3_3_5_8,0,3544088,-45655360
3_3_5_9,0,3638424,-45331920
