Query,NR,PM,TM
2_1_1_0,6270424,2037992,82939856
2_1_1_1,0,0,40304776
2_1_1_2,0,0,2337520
2_1_1_3,0,0,73967480
2_1_1_4,0,0,-102941416
2_1_1_5,0,0,60418528
2_1_1_6,0,147504,38428288
2_1_1_7,0,0,-102822384
2_1_1_8,0,0,74509864
2_1_1_9,0,0,-124164560
2_1_3_0,0,0,74702344
2_1_3_1,0,38568,56428504
2_1_3_2,0,0,-102750424
2_1_3_3,0,0,65881024
2_1_3_4,0,0,161363568
2_1_3_5,0,0,-117944408
2_1_3_6,0,0,7674072
2_1_3_7,0,0,59863576
2_1_3_8,0,0,-159032424
2_1_3_9,0,0,177469000
2_1_5_0,0,0,-88937768
2_1_5_1,0,0,54870328
2_1_5_2,0,3711808,-132547912
2_1_5_3,0,0,184204832
2_1_5_4,0,0,-88962448
2_1_5_5,0,0,60604928
2_1_5_6,0,0,-107354056
2_1_5_7,0,0,188914944
2_1_5_8,0,3554064,-266266208
2_1_5_9,0,0,191403896
2_2_1_0,0,0,-56654632
2_2_1_1,0,0,106633288
2_2_1_2,0,0,-92281712
2_2_1_3,0,0,-20647512
2_2_1_4,0,0,-147047776
2_2_1_5,0,4078792,171556032
2_2_1_6,0,0,11588336
2_2_1_7,0,0,-22903512
2_2_1_8,0,0,237829704
2_2_1_9,0,0,-304568120
2_2_3_0,0,0,148291256
2_2_3_1,0,0,207463720
2_2_3_2,0,0,-408134272
2_2_3_3,0,0,269481016
2_2_3_4,0,0,163504624
2_2_3_5,0,0,-358621064
2_2_3_6,0,0,169219280
2_2_3_7,0,0,121308640
2_2_3_8,0,0,-333193080
2_2_3_9,0,0,171284592
2_2_5_0,0,0,119777064
2_2_5_1,0,0,-246471088
2_2_5_2,0,0,154993200
2_2_5_3,0,0,121096464
2_2_5_4,0,0,-331111824
2_2_5_5,0,0,178140976
2_2_5_6,0,0,114126448
2_2_5_7,0,0,-222488680
2_2_5_8,0,0,185422008
2_2_5_9,0,0,173950264
2_3_1_0,0,0,-344479560
2_3_1_1,0,0,165579712
2_3_1_2,0,0,153190000
2_3_1_3,0,0,-442180520
2_3_1_4,0,0,234278752
2_3_1_5,0,0,205622480
2_3_1_6,0,0,-280901696
2_3_1_7,0,0,-10470328
2_3_1_8,0,0,139565320
2_3_1_9,0,0,356719664
2_3_3_0,0,0,-504262152
2_3_3_1,0,0,141543384
2_3_3_2,0,0,36058952
2_3_3_3,0,0,229880880
2_3_3_4,0,0,-447655992
2_3_3_5,0,0,201974160
2_3_3_6,0,0,179760600
2_3_3_7,0,0,163372112
2_3_3_8,0,0,-688998432
2_3_3_9,0,0,163570656
2_3_5_0,0,4225600,155072176
2_3_5_1,0,0,366047584
2_3_5_2,0,0,-503927768
2_3_5_3,0,0,129104432
2_3_5_4,0,4414104,14601168
2_3_5_5,0,0,218641536
2_3_5_6,0,0,-376442384
2_3_5_7,0,0,171500896
2_3_5_8,4464528,0,174355072
2_3_5_9,0,0,163505272
3_1_1_0,0,0,-693352552
3_1_1_1,0,0,163509392
3_1_1_2,0,0,368795440
3_1_1_3,0,0,148199144
3_1_1_4,0,0,-517728264
3_1_1_5,0,0,25406288
3_1_1_6,0,0,220363064
3_1_1_7,0,0,245562736
3_1_1_8,0,0,-475545728
3_1_1_9,0,0,165712216
3_1_3_0,0,0,138959728
3_1_3_1,4241992,0,63924936
3_1_3_2,0,0,-451399736
3_1_3_3,0,0,215671160
3_1_3_4,0,0,152659960
3_1_3_5,0,0,116452768
3_1_3_6,0,0,-497702904
3_1_3_7,0,4561248,177466704
3_1_3_8,0,0,109618672
3_1_3_9,0,0,264696520
3_1_5_0,0,0,-469263816
3_1_5_1,0,0,174788936
3_1_5_2,0,4215528,163206640
3_1_5_3,0,0,176229096
3_1_5_4,0,0,-688381528
3_1_5_5,0,0,159323448
3_1_5_6,0,0,365031008
3_1_5_7,0,0,152013832
3_1_5_8,0,0,-525831056
3_1_5_9,0,0,14252520
3_2_1_0,2480,0,219350520
3_2_1_1,0,0,287020592
3_2_1_2,0,0,-483458992
3_2_1_3,0,0,174427384
3_2_1_4,2088,0,163345728
3_2_1_5,0,0,-35168544
3_2_1_6,0,0,-494428080
3_2_1_7,0,4236104,364559648
3_2_1_8,0,4268744,148132056
3_2_1_9,0,0,140204400
3_2_3_0,0,0,-622397872
3_2_3_1,0,4802312,221439616
3_2_3_2,0,0,210042856
3_2_3_3,0,0,197563504
3_2_3_4,0,0,-477435280
3_2_3_5,0,0,162466880
3_2_3_6,0,0,173254504
3_2_3_7,0,0,166788336
3_2_3_8,0,0,-497300656
3_2_3_9,0,0,151913960
3_2_5_0,0,4295528,136780264
3_2_5_1,0,0,30921616
3_2_5_2,0,4802280,-431570736
3_2_5_3,0,4079600,210392320
3_2_5_4,0,4498264,197171328
3_2_5_5,0,0,171913064
3_2_5_6,0,4246672,-495434032
3_2_5_7,0,0,173284256
3_2_5_8,0,0,166627248
3_2_5_9,0,0,160788880
3_3_1_0,0,0,-501792880
3_3_1_1,0,0,140961912
3_3_1_2,0,0,115875848
3_3_1_3,0,4403896,222321800
3_3_1_4,0,0,-672958672
3_3_1_5,0,0,171598584
3_3_1_6,4147608,0,167840464
3_3_1_7,4181392,0,151380936
3_3_1_8,0,4278056,-507493152
3_3_1_9,0,0,362162120
3_3_3_0,0,0,143518192
3_3_3_1,0,0,105760904
3_3_3_2,0,0,-448364864
3_3_3_3,0,0,146662584
3_3_3_4,0,0,183829664
3_3_3_5,0,0,134583792
3_3_3_6,0,0,-478442808
3_3_3_7,0,0,125601144
3_3_3_8,0,0,153717072
3_3_3_9,0,0,170275896
3_3_5_0,0,0,-533560824
3_3_5_1,0,0,233124224
3_3_5_2,0,0,139779496
3_3_5_3,0,0,139110424
3_3_5_4,0,0,-508894664
3_3_5_5,0,0,200607904
3_3_5_6,0,0,105211112
3_3_5_7,0,0,263567088
3_3_5_8,0,4613632,-470426184
3_3_5_9,0,4435360,179358064
